tag,block,framework,model_short,status,started_at,finished_at,returncode,result_json,command
audit_trl_qwen3-8b_G16_medium_s42,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.672121+00:00,2026-06-14T16:09:58.748820+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_medium_s42.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G16_medium_s42 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 42 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_medium_s42.json"
audit_trl_qwen3-8b_G16_hard_s42,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.673459+00:00,2026-06-14T16:09:58.751261+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_hard_s42.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G16_hard_s42 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 42 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_hard_s42.json"
audit_trl_qwen3-8b_G2_easy_s123,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.747446+00:00,2026-06-14T16:09:58.825261+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G2_easy_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G2_easy_s123 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G2_easy_s123.json"
audit_trl_qwen3-8b_G4_easy_s123,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.751397+00:00,2026-06-14T16:09:58.826685+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G4_easy_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G4_easy_s123 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G4_easy_s123.json"
audit_trl_qwen3-8b_G2_hard_s123,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.748934+00:00,2026-06-14T16:09:58.826804+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G2_hard_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G2_hard_s123 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G2_hard_s123.json"
audit_trl_qwen3-8b_G2_medium_s123,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.747489+00:00,2026-06-14T16:09:58.827800+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G2_medium_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G2_medium_s123 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G2_medium_s123.json"
audit_trl_qwen3-8b_G4_medium_s123,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.825348+00:00,2026-06-14T16:09:58.905671+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G4_medium_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G4_medium_s123 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G4_medium_s123.json"
audit_trl_qwen3-8b_G4_hard_s123,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.826768+00:00,2026-06-14T16:09:58.907104+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G4_hard_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G4_hard_s123 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G4_hard_s123.json"
audit_trl_qwen3-8b_G8_medium_s123,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.827917+00:00,2026-06-14T16:09:58.908417+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G8_medium_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G8_medium_s123 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G8_medium_s123.json"
audit_trl_qwen3-8b_G8_easy_s123,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.826832+00:00,2026-06-14T16:09:58.909761+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G8_easy_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G8_easy_s123 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G8_easy_s123.json"
audit_trl_qwen3-8b_G16_hard_s123,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.909872+00:00,2026-06-14T16:09:58.984185+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_hard_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G16_hard_s123 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_hard_s123.json"
audit_trl_qwen3-8b_G16_easy_s123,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.907222+00:00,2026-06-14T16:09:58.984306+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_easy_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G16_easy_s123 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_easy_s123.json"
audit_trl_qwen3-8b_G8_hard_s123,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.905770+00:00,2026-06-14T16:09:58.985427+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G8_hard_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G8_hard_s123 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G8_hard_s123.json"
audit_trl_qwen3-8b_G16_medium_s123,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.908544+00:00,2026-06-14T16:09:58.986744+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_medium_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G16_medium_s123 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_medium_s123.json"
audit_trl_qwen3-8b_G4_easy_s456,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.986865+00:00,2026-06-14T16:09:59.059154+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G4_easy_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G4_easy_s456 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G4_easy_s456.json"
audit_trl_qwen3-8b_G2_medium_s456,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.984331+00:00,2026-06-14T16:09:59.059257+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G2_medium_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G2_medium_s456 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G2_medium_s456.json"
audit_trl_qwen3-8b_G2_easy_s456,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.984272+00:00,2026-06-14T16:09:59.059416+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G2_easy_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G2_easy_s456 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G2_easy_s456.json"
audit_trl_qwen3-8b_G2_hard_s456,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:58.985547+00:00,2026-06-14T16:09:59.063973+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G2_hard_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G2_hard_s456 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G2_hard_s456.json"
audit_trl_qwen3-8b_G4_hard_s456,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:59.059276+00:00,2026-06-14T16:09:59.134094+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G4_hard_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G4_hard_s456 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G4_hard_s456.json"
audit_trl_qwen3-8b_G4_medium_s456,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:59.059221+00:00,2026-06-14T16:09:59.137677+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G4_medium_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G4_medium_s456 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G4_medium_s456.json"
audit_trl_qwen3-8b_G8_easy_s456,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:59.059435+00:00,2026-06-14T16:09:59.139545+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G8_easy_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G8_easy_s456 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G8_easy_s456.json"
audit_trl_qwen3-8b_G8_medium_s456,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:59.064021+00:00,2026-06-14T16:09:59.139617+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G8_medium_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G8_medium_s456 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G8_medium_s456.json"
audit_trl_qwen3-8b_G8_hard_s456,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:59.134188+00:00,2026-06-14T16:09:59.211879+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G8_hard_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G8_hard_s456 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G8_hard_s456.json"
audit_trl_qwen3-8b_G16_hard_s456,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:59.139632+00:00,2026-06-14T16:09:59.216513+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_hard_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G16_hard_s456 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_hard_s456.json"
audit_trl_qwen3-8b_G16_easy_s456,audit,TRL,qwen3-8b,failed,2026-06-14T16:09:59.137727+00:00,2026-06-14T16:09:59.217932+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_easy_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-8b_G16_easy_s456 --model ""Qwen/Qwen3-8B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-8b_G16_easy_s456.json"
