axis	stratum	n_stratum	pos_stratum	noise_sigma	k_pct	cost_20raw	cost_24full	delta_cost_24_minus_20	recall_20raw	recall_24full	tp_20raw	fp_20raw	fn_20raw	tp_24full	fp_24full	fn_24full
V_mean_q	0	2000	10	0.1	3.0	0.465	0.4685	0.003500000000000003	0.1	0.1	1	59	9	1	59	9
V_mean_q	0	2000	10	0.1	5.0	0.475	0.4785	0.003500000000000003	0.1	0.1	1	99	9	1	99	9
V_mean_q	0	2000	10	0.1	7.0	0.485	0.4885	0.003500000000000003	0.1	0.1	1	139	9	1	139	9
V_mean_q	0	2000	10	0.25	0.1	0.5005	0.5039999999999999	0.0034999999999999476	0.0	0.0	0	2	10	0	2	10
V_mean_q	0	2000	10	0.25	0.5	0.5025	0.5059999999999999	0.0034999999999999476	0.0	0.0	0	10	10	0	10	10
V_mean_q	0	2000	10	0.25	1.0	0.455	0.4585	0.003500000000000003	0.1	0.1	1	19	9	1	19	9
V_mean_q	0	2000	10	0.25	1.5	0.4575	0.461	0.003500000000000003	0.1	0.1	1	29	9	1	29	9
V_mean_q	0	2000	10	0.25	2.0	0.46	0.4635	0.003500000000000003	0.1	0.1	1	39	9	1	39	9
V_mean_q	0	2000	10	0.25	3.0	0.465	0.4685	0.003500000000000003	0.1	0.1	1	59	9	1	59	9
V_mean_q	0	2000	10	0.25	5.0	0.475	0.4785	0.003500000000000003	0.1	0.1	1	99	9	1	99	9
V_mean_q	0	2000	10	0.25	7.0	0.485	0.4885	0.003500000000000003	0.1	0.1	1	139	9	1	139	9
V_mean_q	0	2000	10	0.5	0.1	0.5005	0.5039999999999999	0.0034999999999999476	0.0	0.0	0	2	10	0	2	10
V_mean_q	0	2000	10	0.5	0.5	0.5025	0.456	-0.04649999999999993	0.0	0.1	0	10	10	1	9	9
V_mean_q	0	2000	10	0.5	1.0	0.455	0.4585	0.003500000000000003	0.1	0.1	1	19	9	1	19	9
V_mean_q	0	2000	10	0.5	1.5	0.4575	0.461	0.003500000000000003	0.1	0.1	1	29	9	1	29	9
V_mean_q	0	2000	10	0.5	2.0	0.46	0.4635	0.003500000000000003	0.1	0.1	1	39	9	1	39	9
V_mean_q	0	2000	10	0.5	3.0	0.465	0.4685	0.003500000000000003	0.1	0.1	1	59	9	1	59	9
V_mean_q	0	2000	10	0.5	5.0	0.475	0.4785	0.003500000000000003	0.1	0.1	1	99	9	1	99	9
V_mean_q	0	2000	10	0.5	7.0	0.485	0.4885	0.003500000000000003	0.1	0.1	1	139	9	1	139	9
V_mean_q	1	2000	31	0.0	0.1	1.5505	1.554	0.0035000000000000586	0.0	0.0	0	2	31	0	2	31
V_mean_q	1	2000	31	0.0	0.5	1.5525	1.556	0.0035000000000000586	0.0	0.0	0	10	31	0	10	31
V_mean_q	1	2000	31	0.0	1.0	1.555	1.5585	0.0035000000000000586	0.0	0.0	0	20	31	0	20	31
V_mean_q	1	2000	31	0.0	1.5	1.5575	1.5610000000000002	0.0035000000000000586	0.0	0.0	0	30	31	0	30	31
V_mean_q	1	2000	31	0.0	2.0	1.56	1.5635000000000001	0.0035000000000000586	0.0	0.0	0	40	31	0	40	31
V_mean_q	1	2000	31	0.0	3.0	1.565	1.5685	0.0035000000000000586	0.0	0.0	0	60	31	0	60	31
V_mean_q	1	2000	31	0.0	5.0	1.575	1.5782500000000002	0.003250000000000197	0.0	0.0	0	100	31	0	99	31
V_mean_q	1	2000	31	0.0	7.0	1.58475	1.5882500000000002	0.0035000000000000586	0.0	0.0	0	139	31	0	139	31
V_mean_q	1	2000	31	0.05	0.1	1.5505	1.554	0.0035000000000000586	0.0	0.0	0	2	31	0	2	31
V_mean_q	1	2000	31	0.05	0.5	1.5525	1.556	0.0035000000000000586	0.0	0.0	0	10	31	0	10	31
V_mean_q	1	2000	31	0.05	1.0	1.555	1.5585	0.0035000000000000586	0.0	0.0	0	20	31	0	20	31
V_mean_q	1	2000	31	0.05	1.5	1.5575	1.5610000000000002	0.0035000000000000586	0.0	0.0	0	30	31	0	30	31
V_mean_q	1	2000	31	0.05	2.0	1.56	1.5635000000000001	0.0035000000000000586	0.0	0.0	0	40	31	0	40	31
V_mean_q	1	2000	31	0.05	3.0	1.565	1.5685	0.0035000000000000586	0.0	0.0	0	60	31	0	60	31
V_mean_q	1	2000	31	0.05	5.0	1.575	1.5782500000000002	0.003250000000000197	0.0	0.0	0	100	31	0	99	31
V_mean_q	1	2000	31	0.05	7.0	1.58475	1.5882500000000002	0.0035000000000000586	0.0	0.0	0	139	31	0	139	31
V_mean_q	1	2000	31	0.1	0.1	1.5505	1.554	0.0035000000000000586	0.0	0.0	0	2	31	0	2	31
V_mean_q	1	2000	31	0.1	0.5	1.5525	1.556	0.0035000000000000586	0.0	0.0	0	10	31	0	10	31
V_mean_q	1	2000	31	0.1	1.0	1.555	1.5585	0.0035000000000000586	0.0	0.0	0	20	31	0	20	31
V_mean_q	1	2000	31	0.1	1.5	1.5575	1.5610000000000002	0.0035000000000000586	0.0	0.0	0	30	31	0	30	31
V_mean_q	1	2000	31	0.1	2.0	1.56	1.5635000000000001	0.0035000000000000586	0.0	0.0	0	40	31	0	40	31
V_mean_q	1	2000	31	0.1	3.0	1.565	1.5685	0.0035000000000000586	0.0	0.0	0	60	31	0	60	31
V_mean_q	1	2000	31	0.1	5.0	1.575	1.5782500000000002	0.003250000000000197	0.0	0.0	0	100	31	0	99	31
V_mean_q	1	2000	31	0.1	7.0	1.58475	1.5882500000000002	0.0035000000000000586	0.0	0.0	0	139	31	0	139	31
V_mean_q	1	2000	31	0.25	0.1	1.5505	1.554	0.0035000000000000586	0.0	0.0	0	2	31	0	2	31
V_mean_q	1	2000	31	0.25	0.5	1.5525	1.556	0.0035000000000000586	0.0	0.0	0	10	31	0	10	31
V_mean_q	1	2000	31	0.25	1.0	1.555	1.5585	0.0035000000000000586	0.0	0.0	0	20	31	0	20	31
V_mean_q	1	2000	31	0.25	1.5	1.5575	1.5610000000000002	0.0035000000000000586	0.0	0.0	0	30	31	0	30	31
V_mean_q	1	2000	31	0.25	2.0	1.56	1.5635000000000001	0.0035000000000000586	0.0	0.0	0	40	31	0	40	31
V_mean_q	1	2000	31	0.25	3.0	1.565	1.5685	0.0035000000000000586	0.0	0.0	0	60	31	0	60	31
V_mean_q	1	2000	31	0.25	5.0	1.575	1.5782500000000002	0.003250000000000197	0.0	0.0	0	100	31	0	99	31
V_mean_q	1	2000	31	0.25	7.0	1.58475	1.5882500000000002	0.0035000000000000586	0.0	0.0	0	139	31	0	139	31
V_mean_q	1	2000	31	0.5	0.1	1.5505	1.554	0.0035000000000000586	0.0	0.0	0	2	31	0	2	31
V_mean_q	1	2000	31	0.5	0.5	1.5525	1.556	0.0035000000000000586	0.0	0.0	0	10	31	0	10	31
V_mean_q	1	2000	31	0.5	1.0	1.555	1.5585	0.0035000000000000586	0.0	0.0	0	20	31	0	20	31
V_mean_q	1	2000	31	0.5	1.5	1.5575	1.5610000000000002	0.0035000000000000586	0.0	0.0	0	30	31	0	30	31
V_mean_q	1	2000	31	0.5	2.0	1.56	1.5635000000000001	0.0035000000000000586	0.0	0.0	0	40	31	0	40	31
V_mean_q	1	2000	31	0.5	3.0	1.565	1.5685	0.0035000000000000586	0.0	0.0	0	60	31	0	60	31
V_mean_q	1	2000	31	0.5	5.0	1.575	1.5782500000000002	0.003250000000000197	0.0	0.0	0	100	31	0	99	31
V_mean_q	1	2000	31	0.5	7.0	1.58475	1.5882500000000002	0.0035000000000000586	0.0	0.0	0	139	31	0	139	31
V_mean_q	2	2000	39	0.0	0.1	1.9505	1.954	0.0035000000000000586	0.0	0.0	0	2	39	0	2	39
V_mean_q	2	2000	39	0.0	0.5	1.9525	1.956	0.0035000000000000586	0.0	0.0	0	10	39	0	10	39
V_mean_q	2	2000	39	0.0	1.0	1.955	1.9585000000000001	0.0035000000000000586	0.0	0.0	0	20	39	0	20	39
V_mean_q	2	2000	39	0.0	1.5	1.9075	1.961	0.0535000000000001	0.02564102564102564	0.0	1	29	38	0	30	39
V_mean_q	2	2000	39	0.0	2.0	1.91	1.8635000000000002	-0.046499999999999764	0.02564102564102564	0.05128205128205128	1	39	38	2	38	37
V_mean_q	2	2000	39	0.0	3.0	1.915	1.8685	-0.046499999999999986	0.02564102564102564	0.05128205128205128	1	59	38	2	58	37
V_mean_q	2	2000	39	0.0	5.0	1.925	1.87825	-0.04675000000000007	0.02564102564102564	0.05128205128205128	1	99	38	2	97	37
V_mean_q	2	2000	39	0.0	7.0	1.885	1.8382500000000002	-0.04674999999999985	0.05128205128205128	0.07692307692307693	2	138	37	3	136	36
V_mean_q	2	2000	39	0.05	0.1	1.9505	1.954	0.0035000000000000586	0.0	0.0	0	2	39	0	2	39
V_mean_q	2	2000	39	0.05	0.5	1.9525	1.956	0.0035000000000000586	0.0	0.0	0	10	39	0	10	39
V_mean_q	2	2000	39	0.05	1.0	1.955	1.9585000000000001	0.0035000000000000586	0.0	0.0	0	20	39	0	20	39
V_mean_q	2	2000	39	0.05	1.5	1.9075	1.961	0.0535000000000001	0.02564102564102564	0.0	1	29	38	0	30	39
V_mean_q	2	2000	39	0.05	2.0	1.91	1.8635000000000002	-0.046499999999999764	0.02564102564102564	0.05128205128205128	1	39	38	2	38	37
V_mean_q	2	2000	39	0.05	3.0	1.915	1.8685	-0.046499999999999986	0.02564102564102564	0.05128205128205128	1	59	38	2	58	37
V_mean_q	2	2000	39	0.05	5.0	1.925	1.87825	-0.04675000000000007	0.02564102564102564	0.05128205128205128	1	99	38	2	97	37
V_mean_q	2	2000	39	0.05	7.0	1.885	1.8382500000000002	-0.04674999999999985	0.05128205128205128	0.07692307692307693	2	138	37	3	136	36
V_mean_q	2	2000	39	0.1	0.1	1.9505	1.954	0.0035000000000000586	0.0	0.0	0	2	39	0	2	39
V_mean_q	2	2000	39	0.1	0.5	1.9525	1.956	0.0035000000000000586	0.0	0.0	0	10	39	0	10	39
V_mean_q	2	2000	39	0.1	1.0	1.955	1.9585000000000001	0.0035000000000000586	0.0	0.0	0	20	39	0	20	39
V_mean_q	2	2000	39	0.1	1.5	1.9075	1.961	0.0535000000000001	0.02564102564102564	0.0	1	29	38	0	30	39
V_mean_q	2	2000	39	0.1	2.0	1.91	1.8635000000000002	-0.046499999999999764	0.02564102564102564	0.05128205128205128	1	39	38	2	38	37
V_mean_q	2	2000	39	0.1	3.0	1.915	1.8685	-0.046499999999999986	0.02564102564102564	0.05128205128205128	1	59	38	2	58	37
V_mean_q	2	2000	39	0.1	5.0	1.925	1.87825	-0.04675000000000007	0.02564102564102564	0.05128205128205128	1	99	38	2	97	37
V_mean_q	2	2000	39	0.1	7.0	1.885	1.8382500000000002	-0.04674999999999985	0.05128205128205128	0.07692307692307693	2	138	37	3	136	36
V_mean_q	2	2000	39	0.25	0.1	1.9505	1.954	0.0035000000000000586	0.0	0.0	0	2	39	0	2	39
V_mean_q	2	2000	39	0.25	0.5	1.9525	1.956	0.0035000000000000586	0.0	0.0	0	10	39	0	10	39
V_mean_q	2	2000	39	0.25	1.0	1.955	1.9585000000000001	0.0035000000000000586	0.0	0.0	0	20	39	0	20	39
V_mean_q	2	2000	39	0.25	1.5	1.9075	1.961	0.0535000000000001	0.02564102564102564	0.0	1	29	38	0	30	39
V_mean_q	2	2000	39	0.25	2.0	1.91	1.8635000000000002	-0.046499999999999764	0.02564102564102564	0.05128205128205128	1	39	38	2	38	37
V_mean_q	2	2000	39	0.25	3.0	1.915	1.8685	-0.046499999999999986	0.02564102564102564	0.05128205128205128	1	59	38	2	58	37
V_mean_q	2	2000	39	0.25	5.0	1.925	1.87825	-0.04675000000000007	0.02564102564102564	0.05128205128205128	1	99	38	2	97	37
V_mean_q	2	2000	39	0.25	7.0	1.885	1.8382500000000002	-0.04674999999999985	0.05128205128205128	0.07692307692307693	2	138	37	3	136	36
V_mean_q	2	2000	39	0.5	0.1	1.9505	1.954	0.0035000000000000586	0.0	0.0	0	2	39	0	2	39
V_mean_q	2	2000	39	0.5	0.5	1.9525	1.956	0.0035000000000000586	0.0	0.0	0	10	39	0	10	39
V_mean_q	2	2000	39	0.5	1.0	1.955	1.9585000000000001	0.0035000000000000586	0.0	0.0	0	20	39	0	20	39
V_mean_q	2	2000	39	0.5	1.5	1.9075	1.911	0.0035000000000000586	0.02564102564102564	0.02564102564102564	1	29	38	1	29	38
V_mean_q	2	2000	39	0.5	2.0	1.91	1.8635000000000002	-0.046499999999999764	0.02564102564102564	0.05128205128205128	1	39	38	2	38	37
V_mean_q	2	2000	39	0.5	3.0	1.915	1.86825	-0.04675000000000007	0.02564102564102564	0.05128205128205128	1	59	38	2	57	37
V_mean_q	2	2000	39	0.5	5.0	1.925	1.8282500000000002	-0.09674999999999989	0.02564102564102564	0.07692307692307693	1	99	38	3	96	36
V_mean_q	2	2000	39	0.5	7.0	1.885	1.838	-0.04699999999999993	0.05128205128205128	0.07692307692307693	2	138	37	3	135	36
V_mean_q	3	2000	65	0.0	0.1	3.2505	3.254	0.0034999999999998366	0.0	0.0	0	2	65	0	2	65
V_mean_q	3	2000	65	0.0	0.5	3.2525	3.256	0.0034999999999998366	0.0	0.0	0	10	65	0	10	65
V_mean_q	3	2000	65	0.0	1.0	3.255	3.2584999999999997	0.0034999999999998366	0.0	0.0	0	20	65	0	20	65
V_mean_q	3	2000	65	0.0	1.5	3.2575	3.2609999999999997	0.0034999999999998366	0.0	0.0	0	30	65	0	30	65
V_mean_q	3	2000	65	0.0	2.0	3.26	3.2634999999999996	0.0034999999999998366	0.0	0.0	0	40	65	0	40	65
V_mean_q	3	2000	65	0.0	3.0	3.265	3.2685	0.0034999999999998366	0.0	0.0	0	60	65	0	60	65
V_mean_q	3	2000	65	0.0	5.0	3.275	3.27825	0.003249999999999975	0.0	0.0	0	100	65	0	99	65
V_mean_q	3	2000	65	0.0	7.0	3.185	3.238	0.052999999999999936	0.03076923076923077	0.015384615384615385	2	138	63	1	137	64
V_mean_q	3	2000	65	0.05	0.1	3.2505	3.254	0.0034999999999998366	0.0	0.0	0	2	65	0	2	65
V_mean_q	3	2000	65	0.05	0.5	3.2525	3.256	0.0034999999999998366	0.0	0.0	0	10	65	0	10	65
V_mean_q	3	2000	65	0.05	1.0	3.255	3.2584999999999997	0.0034999999999998366	0.0	0.0	0	20	65	0	20	65
V_mean_q	3	2000	65	0.05	1.5	3.2575	3.2609999999999997	0.0034999999999998366	0.0	0.0	0	30	65	0	30	65
V_mean_q	3	2000	65	0.05	2.0	3.26	3.2634999999999996	0.0034999999999998366	0.0	0.0	0	40	65	0	40	65
V_mean_q	3	2000	65	0.05	3.0	3.265	3.2685	0.0034999999999998366	0.0	0.0	0	60	65	0	60	65
V_mean_q	3	2000	65	0.05	5.0	3.275	3.27825	0.003249999999999975	0.0	0.0	0	100	65	0	99	65
V_mean_q	3	2000	65	0.05	7.0	3.185	3.238	0.052999999999999936	0.03076923076923077	0.015384615384615385	2	138	63	1	137	64
V_mean_q	3	2000	65	0.1	0.1	3.2505	3.254	0.0034999999999998366	0.0	0.0	0	2	65	0	2	65
V_mean_q	3	2000	65	0.1	0.5	3.2525	3.256	0.0034999999999998366	0.0	0.0	0	10	65	0	10	65
V_mean_q	3	2000	65	0.1	1.0	3.255	3.2584999999999997	0.0034999999999998366	0.0	0.0	0	20	65	0	20	65
V_mean_q	3	2000	65	0.1	1.5	3.2575	3.2609999999999997	0.0034999999999998366	0.0	0.0	0	30	65	0	30	65
V_mean_q	3	2000	65	0.1	2.0	3.26	3.2634999999999996	0.0034999999999998366	0.0	0.0	0	40	65	0	40	65
V_mean_q	3	2000	65	0.1	3.0	3.265	3.2685	0.0034999999999998366	0.0	0.0	0	60	65	0	60	65
V_mean_q	3	2000	65	0.1	5.0	3.275	3.27825	0.003249999999999975	0.0	0.0	0	100	65	0	99	65
V_mean_q	3	2000	65	0.1	7.0	3.185	3.23825	0.0532499999999998	0.03076923076923077	0.015384615384615385	2	138	63	1	138	64
V_mean_q	3	2000	65	0.25	0.1	3.2505	3.254	0.0034999999999998366	0.0	0.0	0	2	65	0	2	65
V_mean_q	3	2000	65	0.25	0.5	3.2525	3.256	0.0034999999999998366	0.0	0.0	0	10	65	0	10	65
V_mean_q	3	2000	65	0.25	1.0	3.255	3.2584999999999997	0.0034999999999998366	0.0	0.0	0	20	65	0	20	65
V_mean_q	3	2000	65	0.25	1.5	3.2575	3.2609999999999997	0.0034999999999998366	0.0	0.0	0	30	65	0	30	65
V_mean_q	3	2000	65	0.25	2.0	3.26	3.2634999999999996	0.0034999999999998366	0.0	0.0	0	40	65	0	40	65
V_mean_q	3	2000	65	0.25	3.0	3.265	3.2685	0.0034999999999998366	0.0	0.0	0	60	65	0	60	65
V_mean_q	3	2000	65	0.25	5.0	3.275	3.278	0.0030000000000001137	0.0	0.0	0	100	65	0	98	65
V_mean_q	3	2000	65	0.25	7.0	3.185	3.238	0.052999999999999936	0.03076923076923077	0.015384615384615385	2	138	63	1	137	64
V_mean_q	3	2000	65	0.5	0.1	3.2505	3.254	0.0034999999999998366	0.0	0.0	0	2	65	0	2	65
V_mean_q	3	2000	65	0.5	0.5	3.2525	3.256	0.0034999999999998366	0.0	0.0	0	10	65	0	10	65
V_mean_q	3	2000	65	0.5	1.0	3.255	3.2584999999999997	0.0034999999999998366	0.0	0.0	0	20	65	0	20	65
V_mean_q	3	2000	65	0.5	1.5	3.2575	3.2609999999999997	0.0034999999999998366	0.0	0.0	0	30	65	0	30	65
V_mean_q	3	2000	65	0.5	2.0	3.26	3.2634999999999996	0.0034999999999998366	0.0	0.0	0	40	65	0	40	65
V_mean_q	3	2000	65	0.5	3.0	3.265	3.2685	0.0034999999999998366	0.0	0.0	0	60	65	0	60	65
V_mean_q	3	2000	65	0.5	5.0	3.275	3.27825	0.003249999999999975	0.0	0.0	0	100	65	0	99	65
V_mean_q	3	2000	65	0.5	7.0	3.185	3.23825	0.0532499999999998	0.03076923076923077	0.015384615384615385	2	138	63	1	138	64
V_mean_q	4	2000	155	0.0	0.1	7.7505	7.754	0.0034999999999998366	0.0	0.0	0	2	155	0	2	155
V_mean_q	4	2000	155	0.0	0.5	7.7525	7.756	0.0034999999999998366	0.0	0.0	0	10	155	0	10	155
V_mean_q	4	2000	155	0.0	1.0	7.755	7.708	-0.04699999999999971	0.0	0.0064516129032258064	0	20	155	1	17	154
V_mean_q	4	2000	155	0.0	1.5	7.70675	7.71025	0.0034999999999998366	0.0064516129032258064	0.0064516129032258064	1	26	154	1	26	154
V_mean_q	4	2000	155	0.0	2.0	7.60925	7.66275	0.05349999999999966	0.01935483870967742	0.012903225806451613	3	34	152	2	35	153
V_mean_q	4	2000	155	0.0	3.0	7.61425	7.667	0.05274999999999963	0.01935483870967742	0.012903225806451613	3	54	152	2	52	153
V_mean_q	4	2000	155	0.0	5.0	7.62425	7.67525	0.051000000000000156	0.01935483870967742	0.012903225806451613	3	94	152	2	85	153
V_mean_q	4	2000	155	0.0	7.0	7.5335	7.6845	0.1509999999999998	0.03225806451612903	0.012903225806451613	5	129	150	2	122	153
V_mean_q	4	2000	155	0.05	0.1	7.7505	7.754	0.0034999999999998366	0.0	0.0	0	2	155	0	2	155
V_mean_q	4	2000	155	0.05	0.5	7.7525	7.756	0.0034999999999998366	0.0	0.0	0	10	155	0	10	155
V_mean_q	4	2000	155	0.05	1.0	7.755	7.708	-0.04699999999999971	0.0	0.0064516129032258064	0	20	155	1	17	154
V_mean_q	4	2000	155	0.05	1.5	7.70675	7.71025	0.0034999999999998366	0.0064516129032258064	0.0064516129032258064	1	26	154	1	26	154
V_mean_q	4	2000	155	0.05	2.0	7.60925	7.66275	0.05349999999999966	0.01935483870967742	0.012903225806451613	3	34	152	2	35	153
V_mean_q	4	2000	155	0.05	3.0	7.61425	7.667	0.05274999999999963	0.01935483870967742	0.012903225806451613	3	54	152	2	52	153
V_mean_q	4	2000	155	0.05	5.0	7.62425	7.6754999999999995	0.051249999999999574	0.01935483870967742	0.012903225806451613	3	94	152	2	86	153
V_mean_q	4	2000	155	0.05	7.0	7.5335	7.6845	0.1509999999999998	0.03225806451612903	0.012903225806451613	5	129	150	2	122	153
V_mean_q	4	2000	155	0.1	0.1	7.7505	7.754	0.0034999999999998366	0.0	0.0	0	2	155	0	2	155
V_mean_q	4	2000	155	0.1	0.5	7.7525	7.756	0.0034999999999998366	0.0	0.0	0	10	155	0	10	155
V_mean_q	4	2000	155	0.1	1.0	7.755	7.708	-0.04699999999999971	0.0	0.0064516129032258064	0	20	155	1	17	154
V_mean_q	4	2000	155	0.1	1.5	7.70675	7.71025	0.0034999999999998366	0.0064516129032258064	0.0064516129032258064	1	26	154	1	26	154
V_mean_q	4	2000	155	0.1	2.0	7.60925	7.66275	0.05349999999999966	0.01935483870967742	0.012903225806451613	3	34	152	2	35	153
V_mean_q	4	2000	155	0.1	3.0	7.61425	7.667	0.05274999999999963	0.01935483870967742	0.012903225806451613	3	54	152	2	52	153
V_mean_q	4	2000	155	0.1	5.0	7.62425	7.6754999999999995	0.051249999999999574	0.01935483870967742	0.012903225806451613	3	94	152	2	86	153
V_mean_q	4	2000	155	0.1	7.0	7.5335	7.6845	0.1509999999999998	0.03225806451612903	0.012903225806451613	5	129	150	2	122	153
V_mean_q	4	2000	155	0.25	0.1	7.7505	7.754	0.0034999999999998366	0.0	0.0	0	2	155	0	2	155
V_mean_q	4	2000	155	0.25	0.5	7.7525	7.756	0.0034999999999998366	0.0	0.0	0	10	155	0	10	155
V_mean_q	4	2000	155	0.25	1.0	7.755	7.708	-0.04699999999999971	0.0	0.0064516129032258064	0	20	155	1	17	154
V_mean_q	4	2000	155	0.25	1.5	7.70675	7.71025	0.0034999999999998366	0.0064516129032258064	0.0064516129032258064	1	26	154	1	26	154
V_mean_q	4	2000	155	0.25	2.0	7.60925	7.71275	0.10349999999999948	0.01935483870967742	0.0064516129032258064	3	34	152	1	36	154
V_mean_q	4	2000	155	0.25	3.0	7.61425	7.6667499999999995	0.052499999999999325	0.01935483870967742	0.012903225806451613	3	54	152	2	51	153
V_mean_q	4	2000	155	0.25	5.0	7.62425	7.675	0.05074999999999985	0.01935483870967742	0.012903225806451613	3	94	152	2	84	153
V_mean_q	4	2000	155	0.25	7.0	7.5335	7.68425	0.1507499999999995	0.03225806451612903	0.012903225806451613	5	129	150	2	121	153
V_mean_q	4	2000	155	0.5	0.1	7.7505	7.754	0.0034999999999998366	0.0	0.0	0	2	155	0	2	155
V_mean_q	4	2000	155	0.5	0.5	7.7525	7.756	0.0034999999999998366	0.0	0.0	0	10	155	0	10	155
V_mean_q	4	2000	155	0.5	1.0	7.755	7.708	-0.04699999999999971	0.0	0.0064516129032258064	0	20	155	1	17	154
V_mean_q	4	2000	155	0.5	1.5	7.70675	7.71025	0.0034999999999998366	0.0064516129032258064	0.0064516129032258064	1	26	154	1	26	154
V_mean_q	4	2000	155	0.5	2.0	7.60925	7.66275	0.05349999999999966	0.01935483870967742	0.012903225806451613	3	34	152	2	35	153
V_mean_q	4	2000	155	0.5	3.0	7.61425	7.667	0.05274999999999963	0.01935483870967742	0.012903225806451613	3	54	152	2	52	153
V_mean_q	4	2000	155	0.5	5.0	7.62425	7.6754999999999995	0.051249999999999574	0.01935483870967742	0.012903225806451613	3	94	152	2	86	153
V_mean_q	4	2000	155	0.5	7.0	7.5335	7.6845	0.1509999999999998	0.03225806451612903	0.012903225806451613	5	129	150	2	122	153
Amount_q	2	2000	14	0.0	0.1	0.7005	0.704	0.0034999999999999476	0.0	0.0	0	2	14	0	2	14
Amount_q	2	2000	14	0.0	0.5	0.7025	0.70575	0.003249999999999975	0.0	0.0	0	10	14	0	9	14
Amount_q	2	2000	14	0.0	1.0	0.7045	0.6579999999999999	-0.0465000000000001	0.0	0.07142857142857142	0	18	14	1	17	13
Amount_q	2	2000	14	0.0	1.5	0.657	0.6605	0.0034999999999999476	0.07142857142857142	0.07142857142857142	1	27	13	1	27	13
Amount_q	2	2000	14	0.0	2.0	0.6595	0.613	-0.046499999999999986	0.07142857142857142	0.14285714285714285	1	37	13	2	36	12
Amount_q	2	2000	14	0.0	3.0	0.6645	0.618	-0.046499999999999986	0.07142857142857142	0.14285714285714285	1	57	13	2	56	12
Amount_q	2	2000	14	0.0	5.0	0.6745	0.6277499999999999	-0.04675000000000007	0.07142857142857142	0.14285714285714285	1	97	13	2	95	12
Amount_q	2	2000	14	0.0	7.0	0.68425	0.6375	-0.04675000000000007	0.07142857142857142	0.14285714285714285	1	136	13	2	134	12
Amount_q	2	2000	14	0.05	0.1	0.7005	0.704	0.0034999999999999476	0.0	0.0	0	2	14	0	2	14
Amount_q	2	2000	14	0.05	0.5	0.7025	0.70575	0.003249999999999975	0.0	0.0	0	10	14	0	9	14
Amount_q	2	2000	14	0.05	1.0	0.7045	0.6579999999999999	-0.0465000000000001	0.0	0.07142857142857142	0	18	14	1	17	13
Amount_q	2	2000	14	0.05	1.5	0.657	0.6605	0.0034999999999999476	0.07142857142857142	0.07142857142857142	1	27	13	1	27	13
