fset	c	seed	threshold	cost_per_tx	flagged_frac
23_noVmin	100	179	0.5400	0.032000	0.0120
23_noVmin	100	179	0.5500	0.031200	0.0112
23_noVmin	100	179	0.5600	0.050800	0.0108
23_noVmin	100	179	0.5700	0.050300	0.0103
23_noVmin	100	179	0.5800	0.049700	0.0097
23_noVmin	100	179	0.5900	0.059300	0.0093
23_noVmin	100	179	0.6000	0.068600	0.0086
23_noVmin	100	179	0.6100	0.068200	0.0082
23_noVmin	100	179	0.6200	0.077400	0.0074
23_noVmin	100	179	0.6300	0.087000	0.0070
23_noVmin	100	179	0.6400	0.086600	0.0066
23_noVmin	100	179	0.6500	0.096400	0.0064
23_noVmin	100	179	0.6600	0.115400	0.0054
23_noVmin	100	179	0.6700	0.125200	0.0052
23_noVmin	100	179	0.6800	0.124800	0.0048
23_noVmin	100	179	0.6900	0.134300	0.0043
23_noVmin	100	179	0.7000	0.133800	0.0038
23_noVmin	100	179	0.7100	0.173500	0.0035
23_noVmin	100	179	0.7200	0.203200	0.0032
23_noVmin	100	179	0.7300	0.232700	0.0027
23_noVmin	100	179	0.7400	0.242600	0.0026
23_noVmin	100	179	0.7500	0.252500	0.0025
23_noVmin	100	179	0.7600	0.282200	0.0022
23_noVmin	100	179	0.7700	0.342200	0.0022
23_noVmin	100	179	0.7800	0.341900	0.0019
23_noVmin	100	179	0.7900	0.371400	0.0014
23_noVmin	100	179	0.8000	0.410900	0.0009
23_noVmin	100	179	0.8100	0.480600	0.0006
23_noVmin	100	179	0.8200	0.520500	0.0005
23_noVmin	100	179	0.8300	0.540500	0.0005
23_noVmin	100	179	0.8400	0.570500	0.0005
23_noVmin	100	179	0.8500	0.620500	0.0005
23_noVmin	100	179	0.8600	0.670300	0.0003
23_noVmin	100	179	0.8700	0.720200	0.0002
23_noVmin	100	179	0.8800	0.770200	0.0002
23_noVmin	100	179	0.8900	0.810100	0.0001
23_noVmin	100	179	0.9000	0.840100	0.0001
23_noVmin	100	179	0.9100	0.900100	0.0001
23_noVmin	100	179	0.9200	0.950000	0.0000
23_noVmin	100	179	0.9300	1.000000	0.0000
23_noVmin	100	179	0.9400	1.060000	0.0000
23_noVmin	100	179	0.9500	1.120000	0.0000
23_noVmin	100	179	0.9600	1.170000	0.0000
23_noVmin	100	179	0.9700	1.310000	0.0000
23_noVmin	100	179	0.9800	1.370000	0.0000
23_noVmin	100	179	0.9900	1.430000	0.0000
23_noVmin	100	179	1.0000	1.440000	0.0000
23_noVmin	1000	179	0.0100	0.971100	0.9711
23_noVmin	1000	179	0.0200	0.925600	0.9256
23_noVmin	1000	179	0.0300	0.867500	0.8675
23_noVmin	1000	179	0.0400	0.798800	0.7988
23_noVmin	1000	179	0.0500	0.735800	0.7358
23_noVmin	1000	179	0.0600	0.671100	0.6711
23_noVmin	1000	179	0.0700	0.613100	0.6131
23_noVmin	1000	179	0.0800	0.557900	0.5579
23_noVmin	1000	179	0.0900	0.508500	0.5085
23_noVmin	1000	179	0.1000	0.460100	0.4601
23_noVmin	1000	179	0.1100	0.419400	0.4194
23_noVmin	1000	179	0.1200	0.380500	0.3805
23_noVmin	1000	179	0.1300	0.346600	0.3466
23_noVmin	1000	179	0.1400	0.313500	0.3135
23_noVmin	1000	179	0.1500	0.286700	0.2867
23_noVmin	1000	179	0.1600	0.261000	0.2610
23_noVmin	1000	179	0.1700	0.240000	0.2400
23_noVmin	1000	179	0.1800	0.221100	0.2211
23_noVmin	1000	179	0.1900	0.202600	0.2026
23_noVmin	1000	179	0.2000	0.185100	0.1851
23_noVmin	1000	179	0.2100	0.168900	0.1689
23_noVmin	1000	179	0.2200	0.153900	0.1539
23_noVmin	1000	179	0.2300	0.139800	0.1398
23_noVmin	1000	179	0.2400	0.128100	0.1281
23_noVmin	1000	179	0.2500	0.117400	0.1174
23_noVmin	1000	179	0.2600	0.107100	0.1071
23_noVmin	1000	179	0.2700	0.098800	0.0988
23_noVmin	1000	179	0.2800	0.091000	0.0910
23_noVmin	1000	179	0.2900	0.083000	0.0830
23_noVmin	1000	179	0.3000	0.076600	0.0766
23_noVmin	1000	179	0.3100	0.071300	0.0713
23_noVmin	1000	179	0.3200	0.065600	0.0656
23_noVmin	1000	179	0.3300	0.060500	0.0605
23_noVmin	1000	179	0.3400	0.055800	0.0558
23_noVmin	1000	179	0.3500	0.052000	0.0520
23_noVmin	1000	179	0.3600	0.048400	0.0484
23_noVmin	1000	179	0.3700	0.045400	0.0454
23_noVmin	1000	179	0.3800	0.042700	0.0427
23_noVmin	1000	179	0.3900	0.040300	0.0403
23_noVmin	1000	179	0.4000	0.037600	0.0376
23_noVmin	1000	179	0.4100	0.034000	0.0340
23_noVmin	1000	179	0.4200	0.031200	0.0312
23_noVmin	1000	179	0.4300	0.028700	0.0287
23_noVmin	1000	179	0.4400	0.027100	0.0271
23_noVmin	1000	179	0.4500	0.025000	0.0250
23_noVmin	1000	179	0.4600	0.023300	0.0233
23_noVmin	1000	179	0.4700	0.021100	0.0211
23_noVmin	1000	179	0.4800	0.019000	0.0190
23_noVmin	1000	179	0.4900	0.017600	0.0176
23_noVmin	1000	179	0.5000	0.016500	0.0165
23_noVmin	1000	179	0.5100	0.015000	0.0150
23_noVmin	1000	179	0.5200	0.014200	0.0142
23_noVmin	1000	179	0.5300	0.113300	0.0133
23_noVmin	1000	179	0.5400	0.212000	0.0120
23_noVmin	1000	179	0.5500	0.211200	0.0112
23_noVmin	1000	179	0.5600	0.410800	0.0108
23_noVmin	1000	179	0.5700	0.410300	0.0103
23_noVmin	1000	179	0.5800	0.409700	0.0097
23_noVmin	1000	179	0.5900	0.509300	0.0093
23_noVmin	1000	179	0.6000	0.608600	0.0086
23_noVmin	1000	179	0.6100	0.608200	0.0082
23_noVmin	1000	179	0.6200	0.707400	0.0074
23_noVmin	1000	179	0.6300	0.807000	0.0070
23_noVmin	1000	179	0.6400	0.806600	0.0066
23_noVmin	1000	179	0.6500	0.906400	0.0064
23_noVmin	1000	179	0.6600	1.105400	0.0054
23_noVmin	1000	179	0.6700	1.205200	0.0052
23_noVmin	1000	179	0.6800	1.204800	0.0048
23_noVmin	1000	179	0.6900	1.304300	0.0043
23_noVmin	1000	179	0.7000	1.303800	0.0038
23_noVmin	1000	179	0.7100	1.703500	0.0035
23_noVmin	1000	179	0.7200	2.003200	0.0032
23_noVmin	1000	179	0.7300	2.302700	0.0027
23_noVmin	1000	179	0.7400	2.402600	0.0026
23_noVmin	1000	179	0.7500	2.502500	0.0025
23_noVmin	1000	179	0.7600	2.802200	0.0022
23_noVmin	1000	179	0.7700	3.402200	0.0022
23_noVmin	1000	179	0.7800	3.401900	0.0019
23_noVmin	1000	179	0.7900	3.701400	0.0014
23_noVmin	1000	179	0.8000	4.100900	0.0009
23_noVmin	1000	179	0.8100	4.800600	0.0006
23_noVmin	1000	179	0.8200	5.200500	0.0005
23_noVmin	1000	179	0.8300	5.400500	0.0005
23_noVmin	1000	179	0.8400	5.700500	0.0005
23_noVmin	1000	179	0.8500	6.200500	0.0005
23_noVmin	1000	179	0.8600	6.700300	0.0003
23_noVmin	1000	179	0.8700	7.200200	0.0002
23_noVmin	1000	179	0.8800	7.700200	0.0002
23_noVmin	1000	179	0.8900	8.100100	0.0001
23_noVmin	1000	179	0.9000	8.400100	0.0001
23_noVmin	1000	179	0.9100	9.000100	0.0001
23_noVmin	1000	179	0.9200	9.500000	0.0000
23_noVmin	1000	179	0.9300	10.000000	0.0000
23_noVmin	1000	179	0.9400	10.600000	0.0000
23_noVmin	1000	179	0.9500	11.200000	0.0000
23_noVmin	1000	179	0.9600	11.700000	0.0000
23_noVmin	1000	179	0.9700	13.100000	0.0000
23_noVmin	1000	179	0.9800	13.700000	0.0000
23_noVmin	1000	179	0.9900	14.300000	0.0000
23_noVmin	1000	179	1.0000	14.400000	0.0000
23_noVmin	1	316	0.0100	0.971900	0.9719
23_noVmin	1	316	0.0200	0.932600	0.9326
23_noVmin	1	316	0.0300	0.879500	0.8795
23_noVmin	1	316	0.0400	0.820600	0.8206
23_noVmin	1	316	0.0500	0.760700	0.7607
23_noVmin	1	316	0.0600	0.701500	0.7015
23_noVmin	1	316	0.0700	0.646000	0.6460
23_noVmin	1	316	0.0800	0.595800	0.5958
23_noVmin	1	316	0.0900	0.545100	0.5451
23_noVmin	1	316	0.1000	0.501200	0.5012
23_noVmin	1	316	0.1100	0.457200	0.4572
23_noVmin	1	316	0.1200	0.417900	0.4179
23_noVmin	1	316	0.1300	0.381500	0.3815
23_noVmin	1	316	0.1400	0.349000	0.3490
23_noVmin	1	316	0.1500	0.319100	0.3191
23_noVmin	1	316	0.1600	0.292100	0.2921
23_noVmin	1	316	0.1700	0.269200	0.2692
23_noVmin	1	316	0.1800	0.245800	0.2458
23_noVmin	1	316	0.1900	0.224100	0.2241
23_noVmin	1	316	0.2000	0.203300	0.2033
23_noVmin	1	316	0.2100	0.186700	0.1867
23_noVmin	1	316	0.2200	0.173000	0.1730
23_noVmin	1	316	0.2300	0.158700	0.1587
23_noVmin	1	316	0.2400	0.144600	0.1446
23_noVmin	1	316	0.2500	0.134100	0.1341
23_noVmin	1	316	0.2600	0.122600	0.1226
23_noVmin	1	316	0.2700	0.112600	0.1126
23_noVmin	1	316	0.2800	0.103500	0.1035
23_noVmin	1	316	0.2900	0.094600	0.0946
23_noVmin	1	316	0.3000	0.087400	0.0874
23_noVmin	1	316	0.3100	0.080700	0.0807
23_noVmin	1	316	0.3200	0.074300	0.0743
23_noVmin	1	316	0.3300	0.067600	0.0676
23_noVmin	1	316	0.3400	0.062300	0.0623
23_noVmin	1	316	0.3500	0.057700	0.0577
23_noVmin	1	316	0.3600	0.053500	0.0535
23_noVmin	1	316	0.3700	0.049200	0.0492
23_noVmin	1	316	0.3800	0.045800	0.0458
23_noVmin	1	316	0.3900	0.042300	0.0423
23_noVmin	1	316	0.4000	0.038300	0.0383
23_noVmin	1	316	0.4100	0.035600	0.0355
23_noVmin	1	316	0.4200	0.033400	0.0333
23_noVmin	1	316	0.4300	0.031300	0.0312
23_noVmin	1	316	0.4400	0.029300	0.0292
23_noVmin	1	316	0.4500	0.027400	0.0273
23_noVmin	1	316	0.4600	0.025200	0.0251
23_noVmin	1	316	0.4700	0.023000	0.0229
23_noVmin	1	316	0.4800	0.021200	0.0211
23_noVmin	1	316	0.4900	0.020000	0.0199
23_noVmin	1	316	0.5000	0.018700	0.0186
23_noVmin	1	316	0.5100	0.017600	0.0175
23_noVmin	1	316	0.5200	0.016700	0.0166
23_noVmin	1	316	0.5300	0.015400	0.0153
23_noVmin	1	316	0.5400	0.014600	0.0144
23_noVmin	1	316	0.5500	0.014100	0.0139
23_noVmin	1	316	0.5600	0.013200	0.0130
23_noVmin	1	316	0.5700	0.012700	0.0124
23_noVmin	1	316	0.5800	0.012100	0.0118
23_noVmin	1	316	0.5900	0.011400	0.0111
23_noVmin	1	316	0.6000	0.010900	0.0106
23_noVmin	1	316	0.6100	0.010200	0.0099
23_noVmin	1	316	0.6200	0.009300	0.0090
23_noVmin	1	316	0.6300	0.008600	0.0080
23_noVmin	1	316	0.6400	0.008200	0.0074
23_noVmin	1	316	0.6500	0.008100	0.0071
23_noVmin	1	316	0.6600	0.007200	0.0062
23_noVmin	1	316	0.6700	0.006600	0.0055
23_noVmin	1	316	0.6800	0.006100	0.0048
23_noVmin	1	316	0.6900	0.006300	0.0047
23_noVmin	1	316	0.7000	0.006100	0.0042
23_noVmin	1	316	0.7100	0.006300	0.0041
23_noVmin	1	316	0.7200	0.006200	0.0038
23_noVmin	1	316	0.7300	0.006300	0.0036
23_noVmin	1	316	0.7400	0.005800	0.0029
23_noVmin	1	316	0.7500	0.006100	0.0028
23_noVmin	1	316	0.7600	0.006000	0.0027
23_noVmin	1	316	0.7700	0.005800	0.0024
23_noVmin	1	316	0.7800	0.005700	0.0020
23_noVmin	1	316	0.7900	0.005800	0.0018
23_noVmin	1	316	0.8000	0.005600	0.0016
23_noVmin	1	316	0.8100	0.006000	0.0013
23_noVmin	1	316	0.8200	0.006400	0.0011
23_noVmin	1	316	0.8300	0.006300	0.0007
23_noVmin	1	316	0.8400	0.006600	0.0005
23_noVmin	1	316	0.8500	0.006600	0.0003
23_noVmin	1	316	0.8600	0.007400	0.0003
23_noVmin	1	316	0.8700	0.008000	0.0003
23_noVmin	1	316	0.8800	0.008100	0.0002
23_noVmin	1	316	0.8900	0.008800	0.0002
23_noVmin	1	316	0.9000	0.009000	0.0002
23_noVmin	1	316	0.9100	0.009600	0.0001
23_noVmin	1	316	0.9200	0.010100	0.0001
23_noVmin	1	316	0.9300	0.010300	0.0001
23_noVmin	1	316	0.9400	0.011200	0.0001
23_noVmin	1	316	0.9500	0.011700	0.0001
23_noVmin	1	316	0.9600	0.012400	0.0000
23_noVmin	1	316	0.9700	0.013000	0.0000
23_noVmin	1	316	0.9800	0.013600	0.0000
23_noVmin	1	316	0.9900	0.014400	0.0000
23_noVmin	1	316	1.0000	0.014400	0.0000
23_noVmin	10	316	0.0100	0.971900	0.9719
23_noVmin	10	316	0.0200	0.932600	0.9326
23_noVmin	10	316	0.0300	0.879500	0.8795
23_noVmin	10	316	0.0400	0.820600	0.8206
23_noVmin	10	316	0.0500	0.760700	0.7607
23_noVmin	10	316	0.0600	0.701500	0.7015
23_noVmin	10	316	0.0700	0.646000	0.6460
23_noVmin	10	316	0.0800	0.595800	0.5958
23_noVmin	10	316	0.0900	0.545100	0.5451
23_noVmin	10	316	0.1000	0.501200	0.5012
23_noVmin	10	316	0.1100	0.457200	0.4572
23_noVmin	10	316	0.1200	0.417900	0.4179
23_noVmin	10	316	0.1300	0.381500	0.3815
23_noVmin	10	316	0.1400	0.349000	0.3490
23_noVmin	10	316	0.1500	0.319100	0.3191
23_noVmin	10	316	0.1600	0.292100	0.2921
23_noVmin	10	316	0.1700	0.269200	0.2692
23_noVmin	10	316	0.1800	0.245800	0.2458
23_noVmin	10	316	0.1900	0.224100	0.2241
23_noVmin	10	316	0.2000	0.203300	0.2033
23_noVmin	10	316	0.2100	0.186700	0.1867
23_noVmin	10	316	0.2200	0.173000	0.1730
23_noVmin	10	316	0.2300	0.158700	0.1587
23_noVmin	10	316	0.2400	0.144600	0.1446
23_noVmin	10	316	0.2500	0.134100	0.1341
23_noVmin	10	316	0.2600	0.122600	0.1226
23_noVmin	10	316	0.2700	0.112600	0.1126
23_noVmin	10	316	0.2800	0.103500	0.1035
23_noVmin	10	316	0.2900	0.094600	0.0946
23_noVmin	10	316	0.3000	0.087400	0.0874
23_noVmin	10	316	0.3100	0.080700	0.0807
23_noVmin	10	316	0.3200	0.074300	0.0743
23_noVmin	10	316	0.3300	0.067600	0.0676
23_noVmin	10	316	0.3400	0.062300	0.0623
23_noVmin	10	316	0.3500	0.057700	0.0577
23_noVmin	10	316	0.3600	0.053500	0.0535
23_noVmin	10	316	0.3700	0.049200	0.0492
23_noVmin	10	316	0.3800	0.045800	0.0458
23_noVmin	10	316	0.3900	0.042300	0.0423
23_noVmin	10	316	0.4000	0.038300	0.0383
23_noVmin	10	316	0.4100	0.036500	0.0355
23_noVmin	10	316	0.4200	0.034300	0.0333
23_noVmin	10	316	0.4300	0.032200	0.0312
23_noVmin	10	316	0.4400	0.030200	0.0292
23_noVmin	10	316	0.4500	0.028300	0.0273
23_noVmin	10	316	0.4600	0.026100	0.0251
23_noVmin	10	316	0.4700	0.023900	0.0229
23_noVmin	10	316	0.4800	0.022100	0.0211
23_noVmin	10	316	0.4900	0.020900	0.0199
23_noVmin	10	316	0.5000	0.019600	0.0186
23_noVmin	10	316	0.5100	0.018500	0.0175
23_noVmin	10	316	0.5200	0.017600	0.0166
23_noVmin	10	316	0.5300	0.016300	0.0153
23_noVmin	10	316	0.5400	0.016400	0.0144
23_noVmin	10	316	0.5500	0.015900	0.0139
23_noVmin	10	316	0.5600	0.015000	0.0130
23_noVmin	10	316	0.5700	0.015400	0.0124
23_noVmin	10	316	0.5800	0.014800	0.0118
23_noVmin	10	316	0.5900	0.014100	0.0111
23_noVmin	10	316	0.6000	0.013600	0.0106
23_noVmin	10	316	0.6100	0.012900	0.0099
23_noVmin	10	316	0.6200	0.012000	0.0090
23_noVmin	10	316	0.6300	0.014000	0.0080
23_noVmin	10	316	0.6400	0.015400	0.0074
23_noVmin	10	316	0.6500	0.017100	0.0071
23_noVmin	10	316	0.6600	0.016200	0.0062
23_noVmin	10	316	0.6700	0.016500	0.0055
23_noVmin	10	316	0.6800	0.017800	0.0048
23_noVmin	10	316	0.6900	0.020700	0.0047
23_noVmin	10	316	0.7000	0.023200	0.0042
23_noVmin	10	316	0.7100	0.026100	0.0041
23_noVmin	10	316	0.7200	0.027800	0.0038
23_noVmin	10	316	0.7300	0.030600	0.0036
23_noVmin	10	316	0.7400	0.031900	0.0029
23_noVmin	10	316	0.7500	0.035800	0.0028
23_noVmin	10	316	0.7600	0.035700	0.0027
23_noVmin	10	316	0.7700	0.036400	0.0024
23_noVmin	10	316	0.7800	0.039000	0.0020
23_noVmin	10	316	0.7900	0.041800	0.0018
23_noVmin	10	316	0.8000	0.041600	0.0016
23_noVmin	10	316	0.8100	0.048300	0.0013
23_noVmin	10	316	0.8200	0.054100	0.0011
23_noVmin	10	316	0.8300	0.056700	0.0007
23_noVmin	10	316	0.8400	0.061500	0.0005
23_noVmin	10	316	0.8500	0.063300	0.0003
23_noVmin	10	316	0.8600	0.071300	0.0003
23_noVmin	10	316	0.8700	0.077300	0.0003
23_noVmin	10	316	0.8800	0.079200	0.0002
23_noVmin	10	316	0.8900	0.086200	0.0002
23_noVmin	10	316	0.9000	0.088200	0.0002
23_noVmin	10	316	0.9100	0.095100	0.0001
23_noVmin	10	316	0.9200	0.100100	0.0001
23_noVmin	10	316	0.9300	0.102100	0.0001
23_noVmin	10	316	0.9400	0.111100	0.0001
23_noVmin	10	316	0.9500	0.116100	0.0001
23_noVmin	10	316	0.9600	0.124000	0.0000
23_noVmin	10	316	0.9700	0.130000	0.0000
23_noVmin	10	316	0.9800	0.136000	0.0000
23_noVmin	10	316	0.9900	0.144000	0.0000
23_noVmin	10	316	1.0000	0.144000	0.0000
23_noVmin	100	316	0.0100	0.971900	0.9719
23_noVmin	100	316	0.0200	0.932600	0.9326
23_noVmin	100	316	0.0300	0.879500	0.8795
23_noVmin	100	316	0.0400	0.820600	0.8206
23_noVmin	100	316	0.0500	0.760700	0.7607
23_noVmin	100	316	0.0600	0.701500	0.7015
23_noVmin	100	316	0.0700	0.646000	0.6460
23_noVmin	100	316	0.0800	0.595800	0.5958
23_noVmin	100	316	0.0900	0.545100	0.5451
23_noVmin	100	316	0.1000	0.501200	0.5012
23_noVmin	100	316	0.1100	0.457200	0.4572
23_noVmin	100	316	0.1200	0.417900	0.4179
23_noVmin	100	316	0.1300	0.381500	0.3815
23_noVmin	100	316	0.1400	0.349000	0.3490
23_noVmin	100	316	0.1500	0.319100	0.3191
23_noVmin	100	316	0.1600	0.292100	0.2921
23_noVmin	100	316	0.1700	0.269200	0.2692
23_noVmin	100	316	0.1800	0.245800	0.2458
23_noVmin	100	316	0.1900	0.224100	0.2241
23_noVmin	100	316	0.2000	0.203300	0.2033
23_noVmin	100	316	0.2100	0.186700	0.1867
23_noVmin	100	316	0.2200	0.173000	0.1730
23_noVmin	100	316	0.2300	0.158700	0.1587
23_noVmin	100	316	0.2400	0.144600	0.1446
23_noVmin	100	316	0.2500	0.134100	0.1341
23_noVmin	100	316	0.2600	0.122600	0.1226
23_noVmin	100	316	0.2700	0.112600	0.1126
23_noVmin	100	316	0.2800	0.103500	0.1035
23_noVmin	100	316	0.2900	0.094600	0.0946
23_noVmin	100	316	0.3000	0.087400	0.0874
23_noVmin	100	316	0.3100	0.080700	0.0807
23_noVmin	100	316	0.3200	0.074300	0.0743
23_noVmin	100	316	0.3300	0.067600	0.0676
23_noVmin	100	316	0.3400	0.062300	0.0623
23_noVmin	100	316	0.3500	0.057700	0.0577
23_noVmin	100	316	0.3600	0.053500	0.0535
23_noVmin	100	316	0.3700	0.049200	0.0492
23_noVmin	100	316	0.3800	0.045800	0.0458
23_noVmin	100	316	0.3900	0.042300	0.0423
23_noVmin	100	316	0.4000	0.038300	0.0383
23_noVmin	100	316	0.4100	0.045500	0.0355
23_noVmin	100	316	0.4200	0.043300	0.0333
23_noVmin	100	316	0.4300	0.041200	0.0312
23_noVmin	100	316	0.4400	0.039200	0.0292
23_noVmin	100	316	0.4500	0.037300	0.0273
23_noVmin	100	316	0.4600	0.035100	0.0251
23_noVmin	100	316	0.4700	0.032900	0.0229
23_noVmin	100	316	0.4800	0.031100	0.0211
23_noVmin	100	316	0.4900	0.029900	0.0199
23_noVmin	100	316	0.5000	0.028600	0.0186
23_noVmin	100	316	0.5100	0.027500	0.0175
23_noVmin	100	316	0.5200	0.026600	0.0166
23_noVmin	100	316	0.5300	0.025300	0.0153
23_noVmin	100	316	0.5400	0.034400	0.0144
23_noVmin	100	316	0.5500	0.033900	0.0139
23_noVmin	100	316	0.5600	0.033000	0.0130
23_noVmin	100	316	0.5700	0.042400	0.0124
23_noVmin	100	316	0.5800	0.041800	0.0118
23_noVmin	100	316	0.5900	0.041100	0.0111
23_noVmin	100	316	0.6000	0.040600	0.0106
23_noVmin	100	316	0.6100	0.039900	0.0099
23_noVmin	100	316	0.6200	0.039000	0.0090
23_noVmin	100	316	0.6300	0.068000	0.0080
23_noVmin	100	316	0.6400	0.087400	0.0074
23_noVmin	100	316	0.6500	0.107100	0.0071
23_noVmin	100	316	0.6600	0.106200	0.0062
23_noVmin	100	316	0.6700	0.115500	0.0055
23_noVmin	100	316	0.6800	0.134800	0.0048
23_noVmin	100	316	0.6900	0.164700	0.0047
23_noVmin	100	316	0.7000	0.194200	0.0042
23_noVmin	100	316	0.7100	0.224100	0.0041
23_noVmin	100	316	0.7200	0.243800	0.0038
23_noVmin	100	316	0.7300	0.273600	0.0036
23_noVmin	100	316	0.7400	0.292900	0.0029
23_noVmin	100	316	0.7500	0.332800	0.0028
23_noVmin	100	316	0.7600	0.332700	0.0027
23_noVmin	100	316	0.7700	0.342400	0.0024
23_noVmin	100	316	0.7800	0.372000	0.0020
23_noVmin	100	316	0.7900	0.401800	0.0018
23_noVmin	100	316	0.8000	0.401600	0.0016
23_noVmin	100	316	0.8100	0.471300	0.0013
23_noVmin	100	316	0.8200	0.531100	0.0011
23_noVmin	100	316	0.8300	0.560700	0.0007
23_noVmin	100	316	0.8400	0.610500	0.0005
23_noVmin	100	316	0.8500	0.630300	0.0003
23_noVmin	100	316	0.8600	0.710300	0.0003
23_noVmin	100	316	0.8700	0.770300	0.0003
23_noVmin	100	316	0.8800	0.790200	0.0002
23_noVmin	100	316	0.8900	0.860200	0.0002
23_noVmin	100	316	0.9000	0.880200	0.0002
23_noVmin	100	316	0.9100	0.950100	0.0001
23_noVmin	100	316	0.9200	1.000100	0.0001
23_noVmin	100	316	0.9300	1.020100	0.0001
23_noVmin	100	316	0.9400	1.110100	0.0001
23_noVmin	100	316	0.9500	1.160100	0.0001
23_noVmin	100	316	0.9600	1.240000	0.0000
23_noVmin	100	316	0.9700	1.300000	0.0000
23_noVmin	100	316	0.9800	1.360000	0.0000
23_noVmin	100	316	0.9900	1.440000	0.0000
23_noVmin	100	316	1.0000	1.440000	0.0000
23_noVmin	1000	316	0.0100	0.971900	0.9719
23_noVmin	1000	316	0.0200	0.932600	0.9326
23_noVmin	1000	316	0.0300	0.879500	0.8795
23_noVmin	1000	316	0.0400	0.820600	0.8206
23_noVmin	1000	316	0.0500	0.760700	0.7607
23_noVmin	1000	316	0.0600	0.701500	0.7015
23_noVmin	1000	316	0.0700	0.646000	0.6460
23_noVmin	1000	316	0.0800	0.595800	0.5958
23_noVmin	1000	316	0.0900	0.545100	0.5451
23_noVmin	1000	316	0.1000	0.501200	0.5012
23_noVmin	1000	316	0.1100	0.457200	0.4572
23_noVmin	1000	316	0.1200	0.417900	0.4179
23_noVmin	1000	316	0.1300	0.381500	0.3815
23_noVmin	1000	316	0.1400	0.349000	0.3490
23_noVmin	1000	316	0.1500	0.319100	0.3191
23_noVmin	1000	316	0.1600	0.292100	0.2921
23_noVmin	1000	316	0.1700	0.269200	0.2692
23_noVmin	1000	316	0.1800	0.245800	0.2458
23_noVmin	1000	316	0.1900	0.224100	0.2241
23_noVmin	1000	316	0.2000	0.203300	0.2033
23_noVmin	1000	316	0.2100	0.186700	0.1867
23_noVmin	1000	316	0.2200	0.173000	0.1730
23_noVmin	1000	316	0.2300	0.158700	0.1587
23_noVmin	1000	316	0.2400	0.144600	0.1446
23_noVmin	1000	316	0.2500	0.134100	0.1341
23_noVmin	1000	316	0.2600	0.122600	0.1226
23_noVmin	1000	316	0.2700	0.112600	0.1126
23_noVmin	1000	316	0.2800	0.103500	0.1035
23_noVmin	1000	316	0.2900	0.094600	0.0946
23_noVmin	1000	316	0.3000	0.087400	0.0874
23_noVmin	1000	316	0.3100	0.080700	0.0807
23_noVmin	1000	316	0.3200	0.074300	0.0743
23_noVmin	1000	316	0.3300	0.067600	0.0676
23_noVmin	1000	316	0.3400	0.062300	0.0623
23_noVmin	1000	316	0.3500	0.057700	0.0577
23_noVmin	1000	316	0.3600	0.053500	0.0535
23_noVmin	1000	316	0.3700	0.049200	0.0492
23_noVmin	1000	316	0.3800	0.045800	0.0458
23_noVmin	1000	316	0.3900	0.042300	0.0423
23_noVmin	1000	316	0.4000	0.038300	0.0383
23_noVmin	1000	316	0.4100	0.135500	0.0355
23_noVmin	1000	316	0.4200	0.133300	0.0333
23_noVmin	1000	316	0.4300	0.131200	0.0312
23_noVmin	1000	316	0.4400	0.129200	0.0292
23_noVmin	1000	316	0.4500	0.127300	0.0273
23_noVmin	1000	316	0.4600	0.125100	0.0251
23_noVmin	1000	316	0.4700	0.122900	0.0229
23_noVmin	1000	316	0.4800	0.121100	0.0211
23_noVmin	1000	316	0.4900	0.119900	0.0199
23_noVmin	1000	316	0.5000	0.118600	0.0186
23_noVmin	1000	316	0.5100	0.117500	0.0175
23_noVmin	1000	316	0.5200	0.116600	0.0166
23_noVmin	1000	316	0.5300	0.115300	0.0153
23_noVmin	1000	316	0.5400	0.214400	0.0144
23_noVmin	1000	316	0.5500	0.213900	0.0139
23_noVmin	1000	316	0.5600	0.213000	0.0130
23_noVmin	1000	316	0.5700	0.312400	0.0124
23_noVmin	1000	316	0.5800	0.311800	0.0118
23_noVmin	1000	316	0.5900	0.311100	0.0111
23_noVmin	1000	316	0.6000	0.310600	0.0106
23_noVmin	1000	316	0.6100	0.309900	0.0099
23_noVmin	1000	316	0.6200	0.309000	0.0090
23_noVmin	1000	316	0.6300	0.608000	0.0080
23_noVmin	1000	316	0.6400	0.807400	0.0074
23_noVmin	1000	316	0.6500	1.007100	0.0071
23_noVmin	1000	316	0.6600	1.006200	0.0062
23_noVmin	1000	316	0.6700	1.105500	0.0055
23_noVmin	1000	316	0.6800	1.304800	0.0048
23_noVmin	1000	316	0.6900	1.604700	0.0047
23_noVmin	1000	316	0.7000	1.904200	0.0042
23_noVmin	1000	316	0.7100	2.204100	0.0041
23_noVmin	1000	316	0.7200	2.403800	0.0038
23_noVmin	1000	316	0.7300	2.703600	0.0036
23_noVmin	1000	316	0.7400	2.902900	0.0029
23_noVmin	1000	316	0.7500	3.302800	0.0028
23_noVmin	1000	316	0.7600	3.302700	0.0027
23_noVmin	1000	316	0.7700	3.402400	0.0024
23_noVmin	1000	316	0.7800	3.702000	0.0020
23_noVmin	1000	316	0.7900	4.001800	0.0018
23_noVmin	1000	316	0.8000	4.001600	0.0016
23_noVmin	1000	316	0.8100	4.701300	0.0013
23_noVmin	1000	316	0.8200	5.301100	0.0011
23_noVmin	1000	316	0.8300	5.600700	0.0007
