n_estimators	max_depth	learning_rate	subsample	scale_pos_weight	colsample_bytree	auc	f1	brier	ece
200	3	0.1	1.0	5	0.8	0.9371596827651516	0.441025641025641	0.011562115512788296	0.03652593237832188
200	3	0.1	1.0	25	0.8	0.9497965142496392	0.3792325056433409	0.03891727328300476	0.1425716253463179
200	3	0.2	0.6	1	0.8	0.967634633161977	0.4479166666666667	0.008209298364818096	0.006478028935194016
200	3	0.2	0.6	5	0.8	0.9787086828102454	0.6527196652719666	0.008300382643938065	0.026999366354942326
200	3	0.2	0.6	25	0.8	0.9886807528409091	0.5565610859728507	0.02524392120540142	0.09300909148007633
200	3	0.2	0.8	1	0.8	0.9610093682359307	0.44086021505376344	0.008264097385108471	0.0068369882282800975
200	3	0.2	0.8	5	0.8	0.9779561801046176	0.6173913043478261	0.008286872878670692	0.027923291914537553
200	3	0.2	0.8	25	0.8	0.986295009244228	0.5483870967741935	0.025613274425268173	0.09771282153725624
200	3	0.2	1.0	1	0.8	0.963800955988456	0.42162162162162165	0.008609462529420853	0.006617527996655553
200	3	0.2	1.0	5	0.8	0.9799889238365801	0.6173913043478261	0.008394732140004635	0.029915578695386653
200	3	0.2	1.0	25	0.8	0.9853755185786436	0.5916870415647921	0.026764653623104095	0.10402229477465154
200	5	0.05	0.6	1	0.8	0.9781746031746031	0.4574468085106383	0.00801676046103239	0.008934762837924066
200	5	0.05	0.6	5	0.8	0.9929061823593074	0.6090909090909091	0.0070439171977341175	0.02944448337517679
200	5	0.05	0.6	25	0.8	0.9931422201930015	0.6420454545454546	0.02060101367533207	0.09533675243780017
200	5	0.05	0.8	1	0.8	0.9812895979888168	0.44324324324324327	0.008067243732511997	0.008513931731134655
200	5	0.05	0.8	5	0.8	0.9891753754058442	0.6210045662100456	0.007081104442477226	0.03144900591187179
200	5	0.05	0.8	25	0.8	0.9928195177218615	0.623229461756374	0.021398337557911873	0.09929931964576243
200	5	0.05	1.0	1	0.8	0.9743409260010821	0.4	0.008993818424642086	0.006426232116669417
200	5	0.05	1.0	5	0.8	0.9867311507936508	0.5560975609756098	0.008312435820698738	0.034580061891675
200	5	0.05	1.0	25	0.8	0.9868417715097403	0.5942857142857143	0.02609274908900261	0.11598258282244206
200	5	0.1	0.6	1	0.8	0.9980348969606782	0.6542056074766355	0.005022373050451279	0.009525304502621295
200	5	0.1	0.6	5	0.8	0.9995222876082251	0.8955223880597015	0.003335442626848817	0.02040396404527128
200	5	0.1	0.6	25	0.8	0.9990840322871573	0.8137535816618912	0.010375269688665867	0.05465938284844161
200	5	0.1	0.8	1	0.8	0.9973373523178211	0.6604651162790698	0.004983500577509403	0.010614397579804064
200	5	0.1	0.8	5	0.8	0.9993616409632035	0.8856088560885609	0.0036530925426632166	0.021984180397540336
200	5	0.1	0.8	25	0.8	0.9992862497745311	0.815028901734104	0.010106474161148071	0.05641257269233466
200	5	0.1	1.0	1	0.8	0.996391791801948	0.5812807881773399	0.006008728872984648	0.010240429614810274
200	5	0.1	1.0	5	0.8	0.9990403476731602	0.8313725490196079	0.004265862051397562	0.025324721594154834
200	5	0.1	1.0	25	0.8	0.9986584595959596	0.8132530120481928	0.012596462853252888	0.068620725043118
200	5	0.2	0.6	1	0.8	0.9999661796536797	0.9527272727272728	0.0014852543827146292	0.006712859259359539
200	5	0.2	0.6	5	0.8	1.0	0.9965397923875432	0.0008607081254012883	0.00940289120459929
200	5	0.2	0.6	25	0.8	0.9999922495039681	0.96	0.0027110897935926914	0.019931561715900898
200	5	0.2	0.8	1	0.8	0.9999992954094516	0.9565217391304348	0.0013210235629230738	0.006472100897761995
200	5	0.2	0.8	5	0.8	1.0	1.0	0.0006906950147822499	0.00922555021727458
200	5	0.2	0.8	25	0.8	0.9999605429292929	0.9504950495049505	0.002558073727414012	0.02005609771460295
200	5	0.2	1.0	1	0.8	0.9999901357323232	0.945054945054945	0.0015440273564308882	0.007306144995242356
200	5	0.2	1.0	5	0.8	0.9999992954094516	0.9965156794425087	0.0009587546228431165	0.01156455182172358
200	5	0.2	1.0	25	0.8	0.9998964251893939	0.9568106312292359	0.003478860482573509	0.02659243124425411
200	7	0.05	0.6	1	0.8	0.9996484093163781	0.7027027027027027	0.004449842497706413	0.010494835604354739
200	7	0.05	0.6	5	0.8	0.9999485648899712	0.9304029304029304	0.002235316438600421	0.01817177305817604
200	7	0.05	0.6	25	0.8	0.9998442854888168	0.934640522875817	0.005589510314166546	0.04339152284860611
200	7	0.05	0.8	1	0.8	0.9996300899621213	0.7085201793721974	0.004196883179247379	0.0106350409604609
200	7	0.05	0.8	5	0.8	0.9999513832521645	0.9420289855072463	0.002134711481630802	0.01854682766161859
200	7	0.05	0.8	25	0.8	0.9999387006222944	0.9381107491856677	0.0054618618451058865	0.04487487024627627
200	7	0.05	1.0	1	0.8	0.9986598687770564	0.6086956521739131	0.005277324002236128	0.011088626005034893
200	7	0.05	1.0	5	0.8	0.9996885709776334	0.8812260536398467	0.0031021006871014833	0.023339654025435447
200	7	0.05	1.0	25	0.8	0.9997491657647908	0.9055374592833876	0.007910249754786491	0.05934619720056654
200	7	0.1	0.6	1	0.8	0.9999992954094516	0.9565217391304348	0.0012527318904176354	0.006112476252485067
200	7	0.1	0.6	5	0.8	1.0	1.0	0.00036507073673419654	0.00683140559894964
200	7	0.1	0.6	25	0.8	1.0	1.0	0.0009571595001034439	0.013052594669535756
200	7	0.1	0.8	1	0.8	1.0	0.9823321554770318	0.000983873731456697	0.005788684618845581
200	7	0.1	0.8	5	0.8	1.0	1.0	0.0003229320573154837	0.006925764087168501
200	7	0.1	0.8	25	0.8	1.0	0.9965397923875432	0.0009943853365257382	0.014148059902340176
200	7	0.1	1.0	1	0.8	0.9999950678661617	0.948905109489051	0.001565992133691907	0.007481590138352476
200	7	0.1	1.0	5	0.8	1.0	1.0	0.0004752429376821965	0.00872063802871853
200	7	0.1	1.0	25	0.8	1.0	0.9829351535836177	0.0015184071380645037	0.01922550870310515
200	7	0.2	0.6	1	0.8	1.0	1.0	0.0001337208814220503	0.0021262638628482817
200	7	0.2	0.6	5	0.8	1.0	1.0	2.5709170586196706e-05	0.0015732573349145243
200	7	0.2	0.6	25	0.8	1.0	1.0	6.140691402833909e-05	0.002315278341434896
200	7	0.2	0.8	1	0.8	1.0	1.0	7.260344864334911e-05	0.00167928983271122
200	7	0.2	0.8	5	0.8	1.0	1.0	1.726843765936792e-05	0.001360819663107395
200	7	0.2	0.8	25	0.8	1.0	1.0	2.9111972253303975e-05	0.0018108765676617623
200	7	0.2	1.0	1	0.8	1.0	1.0	0.00011421929957577959	0.002081782051920891
200	7	0.2	1.0	5	0.8	1.0	1.0	1.8896958863479085e-05	0.0015494392961263657
200	7	0.2	1.0	25	0.8	1.0	1.0	4.6499131713062525e-05	0.0025643277171067897
400	3	0.05	0.6	1	0.8	0.9319006189123376	0.31213872832369943	0.009906847961246967	0.006283335658162832
400	3	0.05	0.6	5	0.8	0.9559637953192641	0.45685279187817257	0.010644027031958103	0.03496077532842754
400	3	0.05	0.6	25	0.8	0.9627046130952381	0.4230769230769231	0.034906938672065735	0.13161025016531347
400	3	0.05	0.8	1	0.8	0.9363980203823954	0.3333333333333333	0.009976926259696484	0.005488923496752977
400	3	0.05	0.8	5	0.8	0.956335819128788	0.42857142857142855	0.01105566881597042	0.03525205882042646
400	3	0.05	0.8	25	0.8	0.9599567099567099	0.41148325358851673	0.03669456019997597	0.13667716004401445
400	3	0.05	1.0	1	0.8	0.9192504002074315	0.27380952380952384	0.010495280846953392	0.0052836281312629565
400	3	0.05	1.0	5	0.8	0.938971185064935	0.4126984126984127	0.011529594659805298	0.03703408638089895
400	3	0.05	1.0	25	0.8	0.9493758736922799	0.3844282238442822	0.03915867954492569	0.14566066288277504
400	3	0.1	0.6	1	0.8	0.9694404987373737	0.44919786096256686	0.00787364225834608	0.00804895005375147
400	3	0.1	0.6	5	0.8	0.9858046142225829	0.6379310344827587	0.007963578216731548	0.028194782337173818
400	3	0.1	0.6	25	0.8	0.9909748996663059	0.5742092457420924	0.02359599806368351	0.09315421011187136
400	3	0.1	0.8	1	0.8	0.9709870749909812	0.425531914893617	0.008291357196867466	0.00830212692730129
400	3	0.1	0.8	5	0.8	0.9850112452651516	0.6098654708520179	0.007930398918688297	0.029810179162397987
400	3	0.1	0.8	25	0.8	0.9884581022276334	0.5781990521327014	0.02525521256029606	0.09973665193617344
400	3	0.1	1.0	1	0.8	0.9609403183621933	0.3888888888888889	0.008940440602600574	0.007173771971184759
400	3	0.1	1.0	5	0.8	0.9839663374819625	0.5504587155963303	0.008749923668801785	0.031114763976074752
400	3	0.1	1.0	25	0.8	0.9854797979797979	0.5628140703517588	0.02651263400912285	0.10570878621153533
400	3	0.2	0.6	1	0.8	0.9904746403769842	0.6728110599078341	0.005099176894873381	0.009849200449697674
400	3	0.2	0.6	5	0.8	0.9987014396194084	0.8498168498168498	0.004653143230825663	0.020497638565301898
400	3	0.2	0.6	25	0.8	0.9978911604888167	0.6861313868613139	0.013707129284739494	0.05305049119722099
400	3	0.2	0.8	1	0.8	0.9938496291035354	0.6666666666666666	0.005253425799310207	0.009816277225967498
400	3	0.2	0.8	5	0.8	0.9987782399891775	0.8686131386861314	0.004292922094464302	0.021224934946931895
400	3	0.2	0.8	25	0.8	0.9987416012806638	0.7626666666666667	0.012511318549513817	0.05477265599891544
400	3	0.2	1.0	1	0.8	0.9929287292568544	0.6415094339622641	0.005386152770370245	0.009567401784565303
400	3	0.2	1.0	5	0.8	0.9977481286075036	0.8560885608856088	0.004470310639590025	0.02232130548097193
400	3	0.2	1.0	25	0.8	0.9985034496753247	0.7774647887323943	0.012985186651349068	0.05960291022304445
400	5	0.05	0.6	1	0.8	0.998659164186508	0.6666666666666666	0.004932565148919821	0.010630652997083961
400	5	0.05	0.6	5	0.8	0.999639954229798	0.8880597014925373	0.0033043052535504103	0.02072730097807943
400	5	0.05	0.6	25	0.8	0.9994342137896826	0.8502994011976048	0.009335051290690899	0.054898515195399525
400	5	0.05	0.8	1	0.8	0.9986175933441559	0.6728110599078341	0.004946259316056967	0.010811438746470958
400	5	0.05	0.8	5	0.8	0.9995103095689033	0.8913857677902621	0.003497107420116663	0.022732728336751454
400	5	0.05	0.8	25	0.8	0.9992749763257576	0.8383233532934131	0.010282041504979134	0.05969312212690712
400	5	0.05	1.0	1	0.8	0.9964397039592352	0.5527638190954773	0.006075853016227484	0.011401074433792381
400	5	0.05	1.0	5	0.8	0.9986648009108945	0.8333333333333334	0.0044201212003827095	0.026127002703584735
400	5	0.05	1.0	25	0.8	0.9984203079906205	0.8012048192771084	0.013387209735810757	0.07316428926102816
400	5	0.1	0.6	1	0.8	1.0	0.945054945054945	0.0014922822592779994	0.00677509926604107
400	5	0.1	0.6	5	0.8	1.0	1.0	0.0006526151555590332	0.008832179811596869
400	5	0.1	0.6	25	0.8	1.0	0.96	0.002415597205981612	0.02006259477566928
400	5	0.1	0.8	1	0.8	0.9999971816378067	0.9602888086642599	0.001362701877951622	0.00651501834737137
400	5	0.1	0.8	5	0.8	1.0	1.0	0.0006825820892117918	0.009581252628425135
400	5	0.1	0.8	25	0.8	1.0	0.9504950495049505	0.002341269748285413	0.020976854406855996
400	5	0.1	1.0	1	0.8	0.9999704071969696	0.9090909090909091	0.0020567786414176226	0.00800618932917714
400	5	0.1	1.0	5	0.8	0.9999992954094516	0.9965156794425087	0.000979770440608263	0.012125717840436846
400	5	0.1	1.0	25	0.8	0.9999556107954545	0.9442622950819672	0.0038278945721685886	0.03007482816148549
400	5	0.2	0.6	1	0.8	1.0	1.0	0.00012638750195037574	0.0020874224662780763
400	5	0.2	0.6	5	0.8	1.0	1.0	4.565725612337701e-05	0.0019563977488782254
400	5	0.2	0.6	25	0.8	1.0	1.0	0.0001121502646128647	0.00315396084561944
400	5	0.2	0.8	1	0.8	1.0	1.0	8.785763930063695e-05	0.0017757932871580125
400	5	0.2	0.8	5	0.8	1.0	1.0	3.305630525574088e-05	0.0018337728261947632
400	5	0.2	0.8	25	0.8	1.0	1.0	0.00011175360850756988	0.0031892675601877273
400	5	0.2	1.0	1	0.8	1.0	1.0	0.00013549580762628466	0.0022275709748268125
400	5	0.2	1.0	5	0.8	1.0	1.0	5.961615897831507e-05	0.0025316356063354757
400	5	0.2	1.0	25	0.8	1.0	1.0	0.0002757105103228241	0.005796308090817184
400	7	0.05	0.6	1	0.8	1.0	0.967741935483871	0.0011663463665172458	0.006208600931055843
400	7	0.05	0.6	5	0.8	1.0	1.0	0.0003234260657336563	0.006482100699562578
400	7	0.05	0.6	25	0.8	1.0	0.993103448275862	0.0009713201434351504	0.013346622282173483
400	7	0.05	0.8	1	0.8	1.0	0.9787234042553191	0.0009452907834202051	0.0058156767948530615
400	7	0.05	0.8	5	0.8	1.0	1.0	0.00030255698948167264	0.006673094933666288
400	7	0.05	0.8	25	0.8	1.0	1.0	0.0009253728785552084	0.013989402952510863
400	7	0.05	1.0	1	0.8	0.9999992954094516	0.929368029739777	0.0017597281839698553	0.0077890294332522885
400	7	0.05	1.0	5	0.8	1.0	0.9965156794425087	0.0006603532820008695	0.01034787626247853
400	7	0.05	1.0	25	0.8	1.0	0.9896907216494846	0.001842268044129014	0.022676545252464715
400	7	0.1	0.6	1	0.8	1.0	1.0	0.00011314325092826039	0.0020376407496631144
400	7	0.1	0.6	5	0.8	1.0	1.0	2.2433008780353703e-05	0.0016216171488165857
400	7	0.1	0.6	25	0.8	1.0	1.0	3.5036413464695215e-05	0.0020516506967949684
400	7	0.1	0.8	1	0.8	1.0	1.0	8.158898708643392e-05	0.0017653567261993886
400	7	0.1	0.8	5	0.8	1.0	1.0	1.740323205012828e-05	0.001457902243733406
400	7	0.1	0.8	25	0.8	1.0	1.0	3.401037974981591e-05	0.0020892363303573803
400	7	0.1	1.0	1	0.8	1.0	1.0	0.0001502063823863864	0.0023953238382935526
400	7	0.1	1.0	5	0.8	1.0	1.0	2.7721800506697036e-05	0.001906463798880577
400	7	0.1	1.0	25	0.8	1.0	1.0	5.3992302127880976e-05	0.0029147726217284794
400	7	0.2	0.6	1	0.8	1.0	1.0	1.6494475858053192e-05	0.0007836121626198292
400	7	0.2	0.6	5	0.8	1.0	1.0	2.735806219789083e-06	0.000502403462678194
400	7	0.2	0.6	25	0.8	1.0	1.0	2.7073353976447834e-06	0.0004881424777209759
400	7	0.2	0.8	1	0.8	1.0	1.0	9.58499003900215e-06	0.0006086319502443076
400	7	0.2	0.8	5	0.8	1.0	1.0	1.6295371096930467e-06	0.0003891257829964161
400	7	0.2	0.8	25	0.8	1.0	1.0	1.6289952782244654e-06	0.00038313547484576703
400	7	0.2	1.0	1	0.8	1.0	1.0	9.640354619477876e-06	0.0006099476240575314
400	7	0.2	1.0	5	0.8	1.0	1.0	1.3971515500088572e-06	0.00039009656384587286
400	7	0.2	1.0	25	0.8	1.0	1.0	1.7550461279824958e-06	0.0004471192337572575
