seed	rate_pct	tier	fset	cost_llm_per_call	n_test	n_pos	n_xgb_pos	n_lift	n_waste	n_xgb_only	n_llm_only	value_rate	esc_prec	esc_prec_boot_mean	esc_prec_boot_lo	esc_prec_boot_hi	esc_cost_per_lift	esc_value	breakeven
20260706	1.0	mid_tier	20raw	0.005	9956	100	37	38	4947	85	4985	0.6031746031746031	0.007622868605817452	0.0	0.0	0.0	0.655921052631579	1900.0	True
20260706	1.0	frontier_gpt4	20raw	0.03	9956	100	37	38	4947	85	4985	0.6031746031746031	0.007622868605817452	0.0	0.0	0.0	3.935526315789473	1900.0	True
20260706	1.0	cheap_heuristic	20raw+minmax	0.0001	9956	100	34	40	4950	90	4990	0.6060606060606061	0.008016032064128256	2.004008016032064e-07	0.0	0.0	0.012475	2000.0	True
20260706	1.0	small_open	20raw+minmax	0.0006	9956	100	34	40	4950	90	4990	0.6060606060606061	0.008016032064128256	2.004008016032064e-07	0.0	0.0	0.07485	2000.0	True
20260706	1.0	iter120_default	20raw+minmax	0.001	9956	100	34	40	4950	90	4990	0.6060606060606061	0.008016032064128256	2.004008016032064e-07	0.0	0.0	0.12475	2000.0	True
20260706	1.0	mid_tier	20raw+minmax	0.005	9956	100	34	40	4950	90	4990	0.6060606060606061	0.008016032064128256	2.004008016032064e-07	0.0	0.0	0.62375	2000.0	True
20260706	1.0	frontier_gpt4	20raw+minmax	0.03	9956	100	34	40	4950	90	4990	0.6060606060606061	0.008016032064128256	2.004008016032064e-07	0.0	0.0	3.7424999999999997	2000.0	True
20260706	1.0	cheap_heuristic	20raw+stat	0.0001	9956	100	37	38	4936	74	4974	0.6031746031746031	0.007639726578206675	0.0	0.0	0.0	0.013089473684210526	1900.0	True
20260706	1.0	small_open	20raw+stat	0.0006	9956	100	37	38	4936	74	4974	0.6031746031746031	0.007639726578206675	0.0	0.0	0.0	0.07853684210526315	1900.0	True
20260706	1.0	iter120_default	20raw+stat	0.001	9956	100	37	38	4936	74	4974	0.6031746031746031	0.007639726578206675	0.0	0.0	0.0	0.13089473684210526	1900.0	True
20260706	1.0	mid_tier	20raw+stat	0.005	9956	100	37	38	4936	74	4974	0.6031746031746031	0.007639726578206675	0.0	0.0	0.0	0.6544736842105263	1900.0	True
20260706	1.0	frontier_gpt4	20raw+stat	0.03	9956	100	37	38	4936	74	4974	0.6031746031746031	0.007639726578206675	0.0	0.0	0.0	3.926842105263158	1900.0	True
20260706	0.5	cheap_heuristic	24full	0.0001	9906	50	22	10	4926	68	4936	0.35714285714285715	0.002025931928687196	0.0	0.0	0.0	0.04936	500.0	True
20260706	0.5	small_open	24full	0.0006	9906	50	22	10	4926	68	4936	0.35714285714285715	0.002025931928687196	0.0	0.0	0.0	0.29616	500.0	True
20260706	0.5	iter120_default	24full	0.001	9906	50	22	10	4926	68	4936	0.35714285714285715	0.002025931928687196	0.0	0.0	0.0	0.4936	500.0	True
20260706	0.5	mid_tier	24full	0.005	9906	50	22	10	4926	68	4936	0.35714285714285715	0.002025931928687196	0.0	0.0	0.0	2.468	500.0	True
20260706	0.5	frontier_gpt4	24full	0.03	9906	50	22	10	4926	68	4936	0.35714285714285715	0.002025931928687196	0.0	0.0	0.0	14.807999999999998	500.0	True
20260706	0.5	cheap_heuristic	20raw	0.0001	9906	50	22	12	4935	79	4947	0.42857142857142855	0.002425712553062462	0.0	0.0	0.0	0.041225000000000005	600.0	True
20260706	0.5	small_open	20raw	0.0006	9906	50	22	12	4935	79	4947	0.42857142857142855	0.002425712553062462	0.0	0.0	0.0	0.24735	600.0	True
20260706	0.5	iter120_default	20raw	0.001	9906	50	22	12	4935	79	4947	0.42857142857142855	0.002425712553062462	0.0	0.0	0.0	0.41225	600.0	True
20260706	0.5	mid_tier	20raw	0.005	9906	50	22	12	4935	79	4947	0.42857142857142855	0.002425712553062462	0.0	0.0	0.0	2.06125	600.0	True
20260706	0.5	frontier_gpt4	20raw	0.03	9906	50	22	12	4935	79	4947	0.42857142857142855	0.002425712553062462	0.0	0.0	0.0	12.3675	600.0	True
20260706	0.5	cheap_heuristic	20raw+minmax	0.0001	9906	50	21	12	4942	86	4954	0.41379310344827586	0.0024222850222042794	0.0	0.0	0.0	0.04128333333333333	600.0	True
20260706	0.5	small_open	20raw+minmax	0.0006	9906	50	21	12	4942	86	4954	0.41379310344827586	0.0024222850222042794	0.0	0.0	0.0	0.2477	600.0	True
20260706	0.5	iter120_default	20raw+minmax	0.001	9906	50	21	12	4942	86	4954	0.41379310344827586	0.0024222850222042794	0.0	0.0	0.0	0.41283333333333333	600.0	True
20260706	0.5	mid_tier	20raw+minmax	0.005	9906	50	21	12	4942	86	4954	0.41379310344827586	0.0024222850222042794	0.0	0.0	0.0	2.0641666666666665	600.0	True
20260706	0.5	frontier_gpt4	20raw+minmax	0.03	9906	50	21	12	4942	86	4954	0.41379310344827586	0.0024222850222042794	0.0	0.0	0.0	12.385	600.0	True
20260706	0.5	cheap_heuristic	20raw+stat	0.0001	9906	50	24	10	4926	68	4936	0.38461538461538464	0.002025931928687196	0.0	0.0	0.0	0.04936	500.0	True
20260706	0.5	small_open	20raw+stat	0.0006	9906	50	24	10	4926	68	4936	0.38461538461538464	0.002025931928687196	0.0	0.0	0.0	0.29616	500.0	True
20260706	0.5	iter120_default	20raw+stat	0.001	9906	50	24	10	4926	68	4936	0.38461538461538464	0.002025931928687196	0.0	0.0	0.0	0.4936	500.0	True
20260706	0.5	mid_tier	20raw+stat	0.005	9906	50	24	10	4926	68	4936	0.38461538461538464	0.002025931928687196	0.0	0.0	0.0	2.468	500.0	True
20260706	0.5	frontier_gpt4	20raw+stat	0.03	9906	50	24	10	4926	68	4936	0.38461538461538464	0.002025931928687196	0.0	0.0	0.0	14.807999999999998	500.0	True
20260706	0.1	cheap_heuristic	24full	0.0001	9866	10	1	6	4915	69	4921	0.6666666666666666	0.001219264377159114	0.0	0.0	0.0	0.08201666666666667	300.0	True
20260706	0.1	small_open	24full	0.0006	9866	10	1	6	4915	69	4921	0.6666666666666666	0.001219264377159114	0.0	0.0	0.0	0.4921	300.0	True
20260706	0.1	iter120_default	24full	0.001	9866	10	1	6	4915	69	4921	0.6666666666666666	0.001219264377159114	0.0	0.0	0.0	0.8201666666666667	300.0	True
20260706	0.1	mid_tier	24full	0.005	9866	10	1	6	4915	69	4921	0.6666666666666666	0.001219264377159114	0.0	0.0	0.0	4.100833333333333	300.0	True
20260706	0.1	frontier_gpt4	24full	0.03	9866	10	1	6	4915	69	4921	0.6666666666666666	0.001219264377159114	0.0	0.0	0.0	24.605	300.0	True
20260706	0.1	cheap_heuristic	20raw	0.0001	9866	10	3	6	4925	79	4931	0.8571428571428571	0.0012167917258162643	0.0	0.0	0.0	0.08218333333333334	300.0	True
20260706	0.1	small_open	20raw	0.0006	9866	10	3	6	4925	79	4931	0.8571428571428571	0.0012167917258162643	0.0	0.0	0.0	0.4930999999999999	300.0	True
20260706	0.1	iter120_default	20raw	0.001	9866	10	3	6	4925	79	4931	0.8571428571428571	0.0012167917258162643	0.0	0.0	0.0	0.8218333333333333	300.0	True
20260706	0.1	mid_tier	20raw	0.005	9866	10	3	6	4925	79	4931	0.8571428571428571	0.0012167917258162643	0.0	0.0	0.0	4.109166666666667	300.0	True
20260706	0.1	frontier_gpt4	20raw	0.03	9866	10	3	6	4925	79	4931	0.8571428571428571	0.0012167917258162643	0.0	0.0	0.0	24.655	300.0	True
20260706	0.1	cheap_heuristic	20raw+minmax	0.0001	9866	10	2	6	4934	88	4940	0.75	0.0012145748987854252	0.0	0.0	0.0	0.08233333333333334	300.0	True
20260706	0.1	small_open	20raw+minmax	0.0006	9866	10	2	6	4934	88	4940	0.75	0.0012145748987854252	0.0	0.0	0.0	0.49399999999999994	300.0	True
20260706	0.1	iter120_default	20raw+minmax	0.001	9866	10	2	6	4934	88	4940	0.75	0.0012145748987854252	0.0	0.0	0.0	0.8233333333333334	300.0	True
20260706	0.1	mid_tier	20raw+minmax	0.005	9866	10	2	6	4934	88	4940	0.75	0.0012145748987854252	0.0	0.0	0.0	4.116666666666666	300.0	True
20260706	0.1	frontier_gpt4	20raw+minmax	0.03	9866	10	2	6	4934	88	4940	0.75	0.0012145748987854252	0.0	0.0	0.0	24.7	300.0	True
20260706	0.1	cheap_heuristic	20raw+stat	0.0001	9866	10	2	6	4915	69	4921	0.75	0.001219264377159114	0.0	0.0	0.0	0.08201666666666667	300.0	True
20260706	0.1	small_open	20raw+stat	0.0006	9866	10	2	6	4915	69	4921	0.75	0.001219264377159114	0.0	0.0	0.0	0.4921	300.0	True
20260706	0.1	iter120_default	20raw+stat	0.001	9866	10	2	6	4915	69	4921	0.75	0.001219264377159114	0.0	0.0	0.0	0.8201666666666667	300.0	True
20260706	0.1	mid_tier	20raw+stat	0.005	9866	10	2	6	4915	69	4921	0.75	0.001219264377159114	0.0	0.0	0.0	4.100833333333333	300.0	True
20260706	0.1	frontier_gpt4	20raw+stat	0.03	9866	10	2	6	4915	69	4921	0.75	0.001219264377159114	0.0	0.0	0.0	24.605	300.0	True
20260706	0.05	cheap_heuristic	24full	0.0001	9861	5	4	0	4916	66	4916	0.0	0.0	0.0	0.0	0.0	0.49160000000000004	0.0	True
20260706	0.05	small_open	24full	0.0006	9861	5	4	0	4916	66	4916	0.0	0.0	0.0	0.0	0.0	2.9495999999999998	0.0	True
20260706	0.05	iter120_default	24full	0.001	9861	5	4	0	4916	66	4916	0.0	0.0	0.0	0.0	0.0	4.916	0.0	True
20260706	0.05	mid_tier	24full	0.005	9861	5	4	0	4916	66	4916	0.0	0.0	0.0	0.0	0.0	24.580000000000002	0.0	True
20260706	0.05	frontier_gpt4	24full	0.03	9861	5	4	0	4916	66	4916	0.0	0.0	0.0	0.0	0.0	147.48	0.0	False
20260706	0.05	cheap_heuristic	20raw	0.0001	9861	5	4	0	4925	75	4925	0.0	0.0	0.0	0.0	0.0	0.49250000000000005	0.0	True
20260706	0.05	small_open	20raw	0.0006	9861	5	4	0	4925	75	4925	0.0	0.0	0.0	0.0	0.0	2.9549999999999996	0.0	True
20260706	0.05	iter120_default	20raw	0.001	9861	5	4	0	4925	75	4925	0.0	0.0	0.0	0.0	0.0	4.925	0.0	True
20260706	0.05	mid_tier	20raw	0.005	9861	5	4	0	4925	75	4925	0.0	0.0	0.0	0.0	0.0	24.625	0.0	True
20260706	0.05	frontier_gpt4	20raw	0.03	9861	5	4	0	4925	75	4925	0.0	0.0	0.0	0.0	0.0	147.75	0.0	False
20260706	0.05	cheap_heuristic	20raw+minmax	0.0001	9861	5	4	0	4935	85	4935	0.0	0.0	0.0	0.0	0.0	0.49350000000000005	0.0	True
20260706	0.05	small_open	20raw+minmax	0.0006	9861	5	4	0	4935	85	4935	0.0	0.0	0.0	0.0	0.0	2.961	0.0	True
20260706	0.05	iter120_default	20raw+minmax	0.001	9861	5	4	0	4935	85	4935	0.0	0.0	0.0	0.0	0.0	4.9350000000000005	0.0	True
20260706	0.05	mid_tier	20raw+minmax	0.005	9861	5	4	0	4935	85	4935	0.0	0.0	0.0	0.0	0.0	24.675	0.0	True
20260706	0.05	frontier_gpt4	20raw+minmax	0.03	9861	5	4	0	4935	85	4935	0.0	0.0	0.0	0.0	0.0	148.04999999999998	0.0	False
20260706	0.05	cheap_heuristic	20raw+stat	0.0001	9861	5	3	1	4915	66	4916	0.5	0.0002034174125305126	0.0	0.0	0.0	0.49160000000000004	50.0	True
20260706	0.05	small_open	20raw+stat	0.0006	9861	5	3	1	4915	66	4916	0.5	0.0002034174125305126	0.0	0.0	0.0	2.9495999999999998	50.0	True
20260706	0.05	iter120_default	20raw+stat	0.001	9861	5	3	1	4915	66	4916	0.5	0.0002034174125305126	0.0	0.0	0.0	4.916	50.0	True
20260706	0.05	mid_tier	20raw+stat	0.005	9861	5	3	1	4915	66	4916	0.5	0.0002034174125305126	0.0	0.0	0.0	24.580000000000002	50.0	True
20260706	0.05	frontier_gpt4	20raw+stat	0.03	9861	5	3	1	4915	66	4916	0.5	0.0002034174125305126	0.0	0.0	0.0	147.48	50.0	False
20260708	1.44	cheap_heuristic	24full	0.0001	10000	144	49	54	4944	77	4998	0.5684210526315789	0.010804321728691477	0.00017266906762705087	0.0	0.00020008003201280514	0.009255555555555557	2700.0	True
20260708	1.44	small_open	24full	0.0006	10000	144	49	54	4944	77	4998	0.5684210526315789	0.010804321728691477	0.00017266906762705087	0.0	0.00020008003201280514	0.05553333333333333	2700.0	True
20260708	1.44	iter120_default	24full	0.001	10000	144	49	54	4944	77	4998	0.5684210526315789	0.010804321728691477	0.00017266906762705087	0.0	0.00020008003201280514	0.09255555555555556	2700.0	True
20260708	1.44	mid_tier	24full	0.005	10000	144	49	54	4944	77	4998	0.5684210526315789	0.010804321728691477	0.00017266906762705087	0.0	0.00020008003201280514	0.4627777777777778	2700.0	True
20260708	1.44	frontier_gpt4	24full	0.03	10000	144	49	54	4944	77	4998	0.5684210526315789	0.010804321728691477	0.00017266906762705087	0.0	0.00020008003201280514	2.776666666666667	2700.0	True
20260708	1.44	cheap_heuristic	20raw	0.0001	10000	144	47	53	4954	86	5007	0.5463917525773195	0.010585180746954264	0.00015777910924705412	0.0	0.00019972039145196724	0.009447169811320755	2650.0	True
20260708	1.44	small_open	20raw	0.0006	10000	144	47	53	4954	86	5007	0.5463917525773195	0.010585180746954264	0.00015777910924705412	0.0	0.00019972039145196724	0.05668301886792452	2650.0	True
20260708	1.44	iter120_default	20raw	0.001	10000	144	47	53	4954	86	5007	0.5463917525773195	0.010585180746954264	0.00015777910924705412	0.0	0.00019972039145196724	0.09447169811320755	2650.0	True
20260708	1.44	mid_tier	20raw	0.005	10000	144	47	53	4954	86	5007	0.5463917525773195	0.010585180746954264	0.00015777910924705412	0.0	0.00019972039145196724	0.47235849056603774	2650.0	True
20260708	1.44	frontier_gpt4	20raw	0.03	10000	144	47	53	4954	86	5007	0.5463917525773195	0.010585180746954264	0.00015777910924705412	0.0	0.00019972039145196724	2.8341509433962266	2650.0	True
20260708	1.44	cheap_heuristic	20raw+minmax	0.0001	10000	144	55	49	4951	79	5000	0.550561797752809	0.0098	6.920000000000002e-05	0.0	0.0002	0.01020408163265306	2450.0	True
20260708	1.44	small_open	20raw+minmax	0.0006	10000	144	55	49	4951	79	5000	0.550561797752809	0.0098	6.920000000000002e-05	0.0	0.0002	0.06122448979591836	2450.0	True
20260708	1.44	iter120_default	20raw+minmax	0.001	10000	144	55	49	4951	79	5000	0.550561797752809	0.0098	6.920000000000002e-05	0.0	0.0002	0.10204081632653061	2450.0	True
20260708	1.44	mid_tier	20raw+minmax	0.005	10000	144	55	49	4951	79	5000	0.550561797752809	0.0098	6.920000000000002e-05	0.0	0.0002	0.5102040816326531	2450.0	True
20260708	1.44	frontier_gpt4	20raw+minmax	0.03	10000	144	55	49	4951	79	5000	0.550561797752809	0.0098	6.920000000000002e-05	0.0	0.0002	3.061224489795918	2450.0	True
20260708	1.44	cheap_heuristic	20raw+stat	0.0001	10000	144	53	51	4947	77	4998	0.5604395604395604	0.01020408163265306	0.00011504601840736298	0.0	0.00020008003201280514	0.0098	2550.0	True
20260708	1.44	small_open	20raw+stat	0.0006	10000	144	53	51	4947	77	4998	0.5604395604395604	0.01020408163265306	0.00011504601840736298	0.0	0.00020008003201280514	0.05879999999999999	2550.0	True
20260708	1.44	iter120_default	20raw+stat	0.001	10000	144	53	51	4947	77	4998	0.5604395604395604	0.01020408163265306	0.00011504601840736298	0.0	0.00020008003201280514	0.098	2550.0	True
20260708	1.44	mid_tier	20raw+stat	0.005	10000	144	53	51	4947	77	4998	0.5604395604395604	0.01020408163265306	0.00011504601840736298	0.0	0.00020008003201280514	0.49000000000000005	2550.0	True
20260708	1.44	frontier_gpt4	20raw+stat	0.03	10000	144	53	51	4947	77	4998	0.5604395604395604	0.01020408163265306	0.00011504601840736298	0.0	0.00020008003201280514	2.94	2550.0	True
20260708	1.0	cheap_heuristic	24full	0.0001	9956	100	33	34	4936	75	4970	0.5074626865671642	0.006841046277665996	0.0	0.0	0.0	0.014617647058823529	1700.0	True
20260708	1.0	small_open	24full	0.0006	9956	100	33	34	4936	75	4970	0.5074626865671642	0.006841046277665996	0.0	0.0	0.0	0.08770588235294118	1700.0	True
20260708	1.0	iter120_default	24full	0.001	9956	100	33	34	4936	75	4970	0.5074626865671642	0.006841046277665996	0.0	0.0	0.0	0.1461764705882353	1700.0	True
20260708	1.0	mid_tier	24full	0.005	9956	100	33	34	4936	75	4970	0.5074626865671642	0.006841046277665996	0.0	0.0	0.0	0.7308823529411765	1700.0	True
20260708	1.0	frontier_gpt4	24full	0.03	9956	100	33	34	4936	75	4970	0.5074626865671642	0.006841046277665996	0.0	0.0	0.0	4.385294117647058	1700.0	True
20260708	1.0	cheap_heuristic	20raw	0.0001	9956	100	31	36	4944	85	4980	0.5217391304347826	0.007228915662650603	0.0	0.0	0.0	0.013833333333333333	1800.0	True
20260708	1.0	small_open	20raw	0.0006	9956	100	31	36	4944	85	4980	0.5217391304347826	0.007228915662650603	0.0	0.0	0.0	0.08299999999999999	1800.0	True
20260708	1.0	iter120_default	20raw	0.001	9956	100	31	36	4944	85	4980	0.5217391304347826	0.007228915662650603	0.0	0.0	0.0	0.13833333333333334	1800.0	True
20260708	1.0	mid_tier	20raw	0.005	9956	100	31	36	4944	85	4980	0.5217391304347826	0.007228915662650603	0.0	0.0	0.0	0.6916666666666668	1800.0	True
20260708	1.0	frontier_gpt4	20raw	0.03	9956	100	31	36	4944	85	4980	0.5217391304347826	0.007228915662650603	0.0	0.0	0.0	4.15	1800.0	True
20260708	1.0	cheap_heuristic	20raw+minmax	0.0001	9956	100	39	30	4942	77	4972	0.4918032786885246	0.006033789219629927	0.0	0.0	0.0	0.016573333333333336	1500.0	True
20260708	1.0	small_open	20raw+minmax	0.0006	9956	100	39	30	4942	77	4972	0.4918032786885246	0.006033789219629927	0.0	0.0	0.0	0.09943999999999999	1500.0	True
20260708	1.0	iter120_default	20raw+minmax	0.001	9956	100	39	30	4942	77	4972	0.4918032786885246	0.006033789219629927	0.0	0.0	0.0	0.16573333333333334	1500.0	True
20260708	1.0	mid_tier	20raw+minmax	0.005	9956	100	39	30	4942	77	4972	0.4918032786885246	0.006033789219629927	0.0	0.0	0.0	0.8286666666666667	1500.0	True
20260708	1.0	frontier_gpt4	20raw+minmax	0.03	9956	100	39	30	4942	77	4972	0.4918032786885246	0.006033789219629927	0.0	0.0	0.0	4.9719999999999995	1500.0	True
20260708	1.0	cheap_heuristic	20raw+stat	0.0001	9956	100	36	33	4938	76	4971	0.515625	0.006638503319251659	0.0	0.0	0.0	0.015063636363636364	1650.0	True
20260708	1.0	small_open	20raw+stat	0.0006	9956	100	36	33	4938	76	4971	0.515625	0.006638503319251659	0.0	0.0	0.0	0.09038181818181817	1650.0	True
20260708	1.0	iter120_default	20raw+stat	0.001	9956	100	36	33	4938	76	4971	0.515625	0.006638503319251659	0.0	0.0	0.0	0.15063636363636365	1650.0	True
20260708	1.0	mid_tier	20raw+stat	0.005	9956	100	36	33	4938	76	4971	0.515625	0.006638503319251659	0.0	0.0	0.0	0.7531818181818182	1650.0	True
20260708	1.0	frontier_gpt4	20raw+stat	0.03	9956	100	36	33	4938	76	4971	0.515625	0.006638503319251659	0.0	0.0	0.0	4.519090909090909	1650.0	True
20260708	0.5	cheap_heuristic	24full	0.0001	9906	50	16	16	4928	75	4944	0.47058823529411764	0.003236245954692557	0.0	0.0	0.0	0.0309	800.0	True
20260708	0.5	small_open	24full	0.0006	9906	50	16	16	4928	75	4944	0.47058823529411764	0.003236245954692557	0.0	0.0	0.0	0.18539999999999998	800.0	True
20260708	0.5	iter120_default	24full	0.001	9906	50	16	16	4928	75	4944	0.47058823529411764	0.003236245954692557	0.0	0.0	0.0	0.309	800.0	True
20260708	0.5	mid_tier	24full	0.005	9906	50	16	16	4928	75	4944	0.47058823529411764	0.003236245954692557	0.0	0.0	0.0	1.545	800.0	True
20260708	0.5	frontier_gpt4	24full	0.03	9906	50	16	16	4928	75	4944	0.47058823529411764	0.003236245954692557	0.0	0.0	0.0	9.27	800.0	True
20260708	0.5	cheap_heuristic	20raw	0.0001	9906	50	15	16	4934	81	4950	0.45714285714285713	0.0032323232323232323	0.0	0.0	0.0	0.030937500000000003	800.0	True
20260708	0.5	small_open	20raw	0.0006	9906	50	15	16	4934	81	4950	0.45714285714285713	0.0032323232323232323	0.0	0.0	0.0	0.18562499999999998	800.0	True
20260708	0.5	iter120_default	20raw	0.001	9906	50	15	16	4934	81	4950	0.45714285714285713	0.0032323232323232323	0.0	0.0	0.0	0.309375	800.0	True
20260708	0.5	mid_tier	20raw	0.005	9906	50	15	16	4934	81	4950	0.45714285714285713	0.0032323232323232323	0.0	0.0	0.0	1.546875	800.0	True
20260708	0.5	frontier_gpt4	20raw	0.03	9906	50	15	16	4934	81	4950	0.45714285714285713	0.0032323232323232323	0.0	0.0	0.0	9.28125	800.0	True
20260708	0.5	cheap_heuristic	20raw+minmax	0.0001	9906	50	17	15	4927	73	4942	0.45454545454545453	0.003035208417644678	0.0	0.0	0.0	0.032946666666666666	750.0	True
20260708	0.5	small_open	20raw+minmax	0.0006	9906	50	17	15	4927	73	4942	0.45454545454545453	0.003035208417644678	0.0	0.0	0.0	0.19768	750.0	True
20260708	0.5	iter120_default	20raw+minmax	0.001	9906	50	17	15	4927	73	4942	0.45454545454545453	0.003035208417644678	0.0	0.0	0.0	0.3294666666666667	750.0	True
20260708	0.5	mid_tier	20raw+minmax	0.005	9906	50	17	15	4927	73	4942	0.45454545454545453	0.003035208417644678	0.0	0.0	0.0	1.6473333333333333	750.0	True
20260708	0.5	frontier_gpt4	20raw+minmax	0.03	9906	50	17	15	4927	73	4942	0.45454545454545453	0.003035208417644678	0.0	0.0	0.0	9.883999999999999	750.0	True
20260708	0.5	cheap_heuristic	20raw+stat	0.0001	9906	50	17	16	4927	74	4943	0.48484848484848486	0.0032369006676107627	0.0	0.0	0.0	0.03089375	800.0	True
20260708	0.5	small_open	20raw+stat	0.0006	9906	50	17	16	4927	74	4943	0.48484848484848486	0.0032369006676107627	0.0	0.0	0.0	0.18536249999999999	800.0	True
