controller	method	step	fired	zvf_obs	Gstar	zvf_target	cost_ratio	delta_z	net_benefit
ADAPTIVE_GSTAR	gift	5	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	6	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	7	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	8	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	9	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	10	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	11	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	12	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	13	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	14	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	15	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	16	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	17	1	0.7500	64	0.7500	8.0000	0.0000	-3.5000
ADAPTIVE_GSTAR	gift	18	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	19	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	20	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	21	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	22	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	23	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	24	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	25	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	26	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	27	1	0.9375	64	0.9375	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	28	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	29	1	0.9375	64	0.9375	8.0000	0.0000	-3.5000
ADAPTIVE_GSTAR	gift	30	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	31	1	0.9375	64	0.9375	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	32	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	33	1	0.9375	64	0.9375	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	34	1	1.0000	64	1.0000	8.0000	0.0000	-3.5000
ADAPTIVE_GSTAR	gift	35	1	0.9375	64	0.9375	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	36	1	0.9375	64	0.9375	8.0000	0.0000	-3.5000
ADAPTIVE_GSTAR	gift	37	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	38	1	0.9375	64	0.9375	8.0000	0.0000	-3.5000
ADAPTIVE_GSTAR	gift	39	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	0	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	1	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	2	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	3	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	4	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	5	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	6	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	7	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	8	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	9	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	10	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	11	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	12	1	0.8125	64	0.8125	8.0000	0.0000	-3.5000
ADAPTIVE_GSTAR	areal	13	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	14	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	15	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	16	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	17	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	18	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	19	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	20	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	21	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	22	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	23	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	24	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	25	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	26	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	27	1	0.9375	64	0.9375	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	28	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	29	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	30	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	31	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	32	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	33	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	34	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	35	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	36	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	37	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	areal	38	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	areal	39	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
