seed	rate_pct	tier	cost_llm	fset	n_test	n_pos	n_llm_grad	caught_xgb	k_top	cpd_xgb	cpd_grad	cppr_xgb	cppr_grad	acd
20260706	0.5	mid_tier	0.005	20raw+minmax	9906	50	72	50	198	0.0001	0.00013561477892186553	0.019812	0.026868	1.3561477892186553
20260706	0.5	mid_tier	0.005	20raw+stat	9906	50	89	50	198	0.0001	0.0001440238239450838	0.019812	0.028534	1.440238239450838
20260706	0.5	frontier_gpt4	0.03	24full	9906	50	88	50	198	0.0001	0.00036561679790026244	0.019812	0.072436	3.6561679790026242
20260706	0.5	frontier_gpt4	0.03	20raw	9906	50	82	50	198	0.0001	0.00034750656167979006	0.019812	0.068848	3.4750656167979006
20260706	0.5	frontier_gpt4	0.03	20raw+minmax	9906	50	72	50	198	0.0001	0.0003173228346456693	0.019812	0.06286800000000001	3.1732283464566926
20260706	0.5	frontier_gpt4	0.03	20raw+stat	9906	50	89	50	198	0.0001	0.00036863517060367455	0.019812	0.073034	3.6863517060367452
20260706	0.1	cheap_heuristic	0.0001	24full	9866	10	90	10	197	0.0001	0.0001	0.09866	0.09866	1.0
20260706	0.1	cheap_heuristic	0.0001	20raw	9866	10	97	10	197	0.0001	0.0001	0.09866	0.09866	1.0
20260706	0.1	cheap_heuristic	0.0001	20raw+minmax	9866	10	84	10	197	0.0001	0.0001	0.09866	0.09866	1.0
20260706	0.1	cheap_heuristic	0.0001	20raw+stat	9866	10	93	10	197	0.0001	0.0001	0.09866	0.09866	1.0
20260706	0.1	small_open	0.0006	24full	9866	10	90	10	197	0.0001	0.00010456111899452667	0.09866	0.10316	1.0456111899452667
20260706	0.1	small_open	0.0006	20raw	9866	10	97	10	197	0.0001	0.00010491587269410094	0.09866	0.10350999999999999	1.0491587269410094
20260706	0.1	small_open	0.0006	20raw+minmax	9866	10	84	10	197	0.0001	0.00010425704439489155	0.09866	0.10286	1.0425704439489154
20260706	0.1	small_open	0.0006	20raw+stat	9866	10	93	10	197	0.0001	0.00010471315629434423	0.09866	0.10331000000000001	1.0471315629434423
20260706	0.1	iter120_default	0.001	24full	9866	10	90	10	197	0.0001	0.000108210014190148	0.09866	0.10676000000000001	1.08210014190148
20260706	0.1	iter120_default	0.001	20raw	9866	10	97	10	197	0.0001	0.00010884857084938172	0.09866	0.10739000000000001	1.088485708493817
20260706	0.1	iter120_default	0.001	20raw+minmax	9866	10	84	10	197	0.0001	0.00010766267991080478	0.09866	0.10622000000000001	1.0766267991080478
20260706	0.1	iter120_default	0.001	20raw+stat	9866	10	93	10	197	0.0001	0.00010848368132981959	0.09866	0.10703	1.0848368132981958
20260706	0.1	mid_tier	0.005	24full	9866	10	90	10	197	0.0001	0.00014469896614636123	0.09866	0.14275999999999997	1.4469896614636122
20260706	0.1	mid_tier	0.005	20raw	9866	10	97	10	197	0.0001	0.00014817555240218932	0.09866	0.14619	1.4817555240218931
20260706	0.1	mid_tier	0.005	20raw+minmax	9866	10	84	10	197	0.0001	0.00014171903506993716	0.09866	0.13982	1.4171903506993715
20260706	0.1	mid_tier	0.005	20raw+stat	9866	10	93	10	197	0.0001	0.00014618893168457327	0.09866	0.14423	1.4618893168457328
20260706	0.1	frontier_gpt4	0.03	24full	9866	10	90	10	197	0.0001	0.0003727549158726941	0.09866	0.36776	3.7275491587269407
20260706	0.1	frontier_gpt4	0.03	20raw	9866	10	97	10	197	0.0001	0.000393969187107237	0.09866	0.38869000000000004	3.93969187107237
20260706	0.1	frontier_gpt4	0.03	20raw+minmax	9866	10	84	10	197	0.0001	0.0003545712548145145	0.09866	0.34982	3.545712548145145
20260706	0.1	frontier_gpt4	0.03	20raw+stat	9866	10	93	10	197	0.0001	0.0003818467464017839	0.09866	0.37672999999999995	3.818467464017839
20260706	0.05	cheap_heuristic	0.0001	24full	9861	5	91	5	197	0.0001	0.0001	0.19722	0.19722	1.0
20260706	0.05	cheap_heuristic	0.0001	20raw	9861	5	98	5	197	0.0001	0.0001	0.19722	0.19722	1.0
20260706	0.05	cheap_heuristic	0.0001	20raw+minmax	9861	5	88	5	197	0.0001	0.0001	0.19722	0.19722	1.0
20260706	0.05	cheap_heuristic	0.0001	20raw+stat	9861	5	96	5	197	0.0001	0.0001	0.19722	0.19722	1.0
20260706	0.05	small_open	0.0006	24full	9861	5	91	5	197	0.0001	0.00010461413649731265	0.19722	0.20632	1.0461413649731264
20260706	0.05	small_open	0.0006	20raw	9861	5	98	5	197	0.0001	0.00010496907007402902	0.19722	0.20702000000000004	1.0496907007402903
20260706	0.05	small_open	0.0006	20raw+minmax	9861	5	88	5	197	0.0001	0.00010446202210729136	0.19722	0.20602	1.0446202210729134
20260706	0.05	small_open	0.0006	20raw+stat	9861	5	96	5	197	0.0001	0.00010486766048068147	0.19722	0.20682	1.0486766048068146
20260706	0.05	iter120_default	0.001	24full	9861	5	91	5	197	0.0001	0.00010830544569516277	0.19722	0.2136	1.0830544569516276
20260706	0.05	iter120_default	0.001	20raw	9861	5	98	5	197	0.0001	0.0001089443261332522	0.19722	0.21486	1.089443261332522
20260706	0.05	iter120_default	0.001	20raw+minmax	9861	5	88	5	197	0.0001	0.00010803163979312444	0.19722	0.21306000000000003	1.0803163979312445
20260706	0.05	iter120_default	0.001	20raw+stat	9861	5	96	5	197	0.0001	0.00010876178886522665	0.19722	0.2145	1.0876178886522665
20260706	0.05	mid_tier	0.005	24full	9861	5	91	5	197	0.0001	0.0001452185376736639	0.19722	0.28639999999999993	1.452185376736639
20260706	0.05	mid_tier	0.005	20raw	9861	5	98	5	197	0.0001	0.00014869688672548422	0.19722	0.29325999999999997	1.486968867254842
20260706	0.05	mid_tier	0.005	20raw+minmax	9861	5	88	5	197	0.0001	0.00014372781665145522	0.19722	0.28345999999999993	1.437278166514552
20260706	0.05	mid_tier	0.005	20raw+stat	9861	5	96	5	197	0.0001	0.00014770307271067844	0.19722	0.2913	1.4770307271067844
20260706	0.05	frontier_gpt4	0.03	24full	9861	5	91	5	197	0.0001	0.0003759253625392962	0.19722	0.7414	3.759253625392962
20260706	0.05	frontier_gpt4	0.03	20raw	9861	5	98	5	197	0.0001	0.0003971503904269344	0.19722	0.7832600000000001	3.971503904269344
20260706	0.05	frontier_gpt4	0.03	20raw+minmax	9861	5	88	5	197	0.0001	0.0003668289220160227	0.19722	0.72346	3.6682892201602266
20260706	0.05	frontier_gpt4	0.03	20raw+stat	9861	5	96	5	197	0.0001	0.00039108609674475204	0.19722	0.7713	3.9108609674475203
20260708	1.44	cheap_heuristic	0.0001	24full	10000	144	101	134	200	0.0001	0.0001	0.007462686567164179	0.007462686567164179	1.0
20260708	1.44	cheap_heuristic	0.0001	20raw	10000	144	91	135	200	0.0001	0.0001	0.007407407407407408	0.007407407407407408	1.0
20260708	1.44	cheap_heuristic	0.0001	20raw+minmax	10000	144	100	134	200	0.0001	0.0001	0.007462686567164179	0.007462686567164179	1.0
20260708	1.44	cheap_heuristic	0.0001	20raw+stat	10000	144	107	135	200	0.0001	0.0001	0.007407407407407408	0.007407407407407408	1.0
20260708	1.44	small_open	0.0006	24full	10000	144	101	134	200	0.0001	0.00010505	0.007462686567164179	0.00783955223880597	1.0505
20260708	1.44	small_open	0.0006	20raw	10000	144	91	135	200	0.0001	0.00010455000000000001	0.007407407407407408	0.007744444444444445	1.0455
20260708	1.44	small_open	0.0006	20raw+minmax	10000	144	100	134	200	0.0001	0.000105	0.007462686567164179	0.00783582089552239	1.05
20260708	1.44	small_open	0.0006	20raw+stat	10000	144	107	135	200	0.0001	0.00010535000000000001	0.007407407407407408	0.007803703703703704	1.0535
20260708	1.44	iter120_default	0.001	24full	10000	144	101	134	200	0.0001	0.00010909	0.007462686567164179	0.008141044776119403	1.0909
20260708	1.44	iter120_default	0.001	20raw	10000	144	91	135	200	0.0001	0.00010819	0.007407407407407408	0.008014074074074075	1.0819
20260708	1.44	iter120_default	0.001	20raw+minmax	10000	144	100	134	200	0.0001	0.000109	0.007462686567164179	0.008134328358208955	1.09
20260708	1.44	iter120_default	0.001	20raw+stat	10000	144	107	135	200	0.0001	0.00010963	0.007407407407407408	0.008120740740740741	1.0963
20260708	1.44	mid_tier	0.005	24full	10000	144	101	134	200	0.0001	0.00014948999999999998	0.007462686567164179	0.01115597014925373	1.4948999999999997
20260708	1.44	mid_tier	0.005	20raw	10000	144	91	135	200	0.0001	0.00014459	0.007407407407407408	0.01071037037037037	1.4459
20260708	1.44	mid_tier	0.005	20raw+minmax	10000	144	100	134	200	0.0001	0.000149	0.007462686567164179	0.011119402985074626	1.4899999999999998
20260708	1.44	mid_tier	0.005	20raw+stat	10000	144	107	135	200	0.0001	0.00015243	0.007407407407407408	0.011291111111111111	1.5243
20260708	1.44	frontier_gpt4	0.03	24full	10000	144	101	134	200	0.0001	0.00040198999999999996	0.007462686567164179	0.02999925373134328	4.0199
20260708	1.44	frontier_gpt4	0.03	20raw	10000	144	91	135	200	0.0001	0.00037209	0.007407407407407408	0.02756222222222222	3.7209
20260708	1.44	frontier_gpt4	0.03	20raw+minmax	10000	144	100	134	200	0.0001	0.000399	0.007462686567164179	0.029776119402985073	3.9899999999999998
20260708	1.44	frontier_gpt4	0.03	20raw+stat	10000	144	107	135	200	0.0001	0.00041993	0.007407407407407408	0.031105925925925926	4.1993
20260708	1.0	cheap_heuristic	0.0001	24full	9956	100	85	97	199	0.0001	0.0001	0.010263917525773197	0.010263917525773197	1.0
20260708	1.0	cheap_heuristic	0.0001	20raw	9956	100	84	99	199	0.0001	0.0001	0.010056565656565658	0.010056565656565658	1.0
20260708	1.0	cheap_heuristic	0.0001	20raw+minmax	9956	100	88	97	199	0.0001	0.0001	0.010263917525773197	0.010263917525773197	1.0
20260708	1.0	cheap_heuristic	0.0001	20raw+stat	9956	100	90	98	199	0.0001	0.0001	0.010159183673469388	0.010159183673469388	1.0
20260708	1.0	small_open	0.0006	24full	9956	100	85	97	199	0.0001	0.00010426878264363199	0.010263917525773197	0.010702061855670103	1.0426878264363197
20260708	1.0	small_open	0.0006	20raw	9956	100	84	99	199	0.0001	0.00010421856167135397	0.010056565656565658	0.010480808080808082	1.0421856167135397
20260708	1.0	small_open	0.0006	20raw+minmax	9956	100	88	97	199	0.0001	0.00010441944556046606	0.010263917525773197	0.010717525773195877	1.0441944556046605
20260708	1.0	small_open	0.0006	20raw+stat	9956	100	90	98	199	0.0001	0.00010451988750502209	0.010159183673469388	0.010618367346938775	1.0451988750502208
20260708	1.0	iter120_default	0.001	24full	9956	100	85	97	199	0.0001	0.00010768380875853758	0.010263917525773197	0.01105257731958763	1.0768380875853758
20260708	1.0	iter120_default	0.001	20raw	9956	100	84	99	199	0.0001	0.00010759341100843713	0.010056565656565658	0.010820202020202022	1.0759341100843713
20260708	1.0	iter120_default	0.001	20raw+minmax	9956	100	88	97	199	0.0001	0.00010795500200883889	0.010263917525773197	0.01108041237113402	1.0795500200883887
20260708	1.0	iter120_default	0.001	20raw+stat	9956	100	90	98	199	0.0001	0.00010813579750903977	0.010159183673469388	0.010985714285714286	1.0813579750903977
20260708	1.0	mid_tier	0.005	24full	9956	100	85	97	199	0.0001	0.00014183406990759344	0.010263917525773197	0.014557731958762891	1.4183406990759344
20260708	1.0	mid_tier	0.005	20raw	9956	100	84	99	199	0.0001	0.00014134190437926878	0.010056565656565658	0.014214141414141413	1.4134190437926877
20260708	1.0	mid_tier	0.005	20raw+minmax	9956	100	88	97	199	0.0001	0.0001433105664925673	0.010263917525773197	0.014709278350515465	1.433105664925673
20260708	1.0	mid_tier	0.005	20raw+stat	9956	100	90	98	199	0.0001	0.00014429489754921656	0.010159183673469388	0.014659183673469389	1.4429489754921656
20260708	1.0	frontier_gpt4	0.03	24full	9956	100	85	97	199	0.0001	0.00035527320208919247	0.010263917525773197	0.03646494845360825	3.5527320208919244
20260708	1.0	frontier_gpt4	0.03	20raw	9956	100	84	99	199	0.0001	0.00035226998794696664	0.010056565656565658	0.035426262626262625	3.5226998794696662
20260708	1.0	frontier_gpt4	0.03	20raw+minmax	9956	100	88	97	199	0.0001	0.0003642828445158698	0.010263917525773197	0.03738969072164948	3.6428284451586976
20260708	1.0	frontier_gpt4	0.03	20raw+stat	9956	100	90	98	199	0.0001	0.0003702892728003214	0.010159183673469388	0.037618367346938776	3.7028927280032136
20260708	0.5	cheap_heuristic	0.0001	24full	9906	50	80	50	198	0.0001	0.0001	0.019812	0.019812	1.0
20260708	0.5	cheap_heuristic	0.0001	20raw	9906	50	86	49	198	0.0001	0.0001	0.020216326530612245	0.020216326530612245	1.0
20260708	0.5	cheap_heuristic	0.0001	20raw+minmax	9906	50	76	50	198	0.0001	0.0001	0.019812	0.019812	1.0
20260708	0.5	cheap_heuristic	0.0001	20raw+stat	9906	50	90	50	198	0.0001	0.0001	0.019812	0.019812	1.0
20260708	0.5	small_open	0.0006	24full	9906	50	80	50	198	0.0001	0.0001040379567938623	0.019812	0.020612	1.040379567938623
20260708	0.5	small_open	0.0006	20raw	9906	50	86	49	198	0.0001	0.00010434080355340198	0.020216326530612245	0.02109387755102041	1.0434080355340198
20260708	0.5	small_open	0.0006	20raw+minmax	9906	50	76	50	198	0.0001	0.00010383605895416918	0.019812	0.020572	1.0383605895416919
20260708	0.5	small_open	0.0006	20raw+stat	9906	50	90	50	198	0.0001	0.0001045427013930951	0.019812	0.020712	1.045427013930951
20260708	0.5	iter120_default	0.001	24full	9906	50	80	50	198	0.0001	0.00010726832222895214	0.019812	0.021252	1.0726832222895213
20260708	0.5	iter120_default	0.001	20raw	9906	50	86	49	198	0.0001	0.00010781344639612356	0.020216326530612245	0.02179591836734694	1.0781344639612356
20260708	0.5	iter120_default	0.001	20raw+minmax	9906	50	76	50	198	0.0001	0.00010690490611750453	0.019812	0.021179999999999997	1.0690490611750454
20260708	0.5	iter120_default	0.001	20raw+stat	9906	50	90	50	198	0.0001	0.00010817686250757119	0.019812	0.021432000000000003	1.0817686250757117
20260708	0.5	mid_tier	0.005	24full	9906	50	80	50	198	0.0001	0.0001395719765798506	0.019812	0.027652	1.395719765798506
20260708	0.5	mid_tier	0.005	20raw	9906	50	86	49	198	0.0001	0.00014253987482333938	0.020216326530612245	0.028816326530612245	1.4253987482333936
20260708	0.5	mid_tier	0.005	20raw+minmax	9906	50	76	50	198	0.0001	0.00013759337775085805	0.019812	0.02726	1.3759337775085805
20260708	0.5	mid_tier	0.005	20raw+stat	9906	50	90	50	198	0.0001	0.00014451847365233193	0.019812	0.028632	1.4451847365233192
20260708	0.5	frontier_gpt4	0.03	24full	9906	50	80	50	198	0.0001	0.0003414698162729659	0.019812	0.067652	3.4146981627296586
20260708	0.5	frontier_gpt4	0.03	20raw	9906	50	86	49	198	0.0001	0.00035958005249343833	0.020216326530612245	0.07269387755102041	3.595800524934383
20260708	0.5	frontier_gpt4	0.03	20raw+minmax	9906	50	76	50	198	0.0001	0.00032939632545931757	0.019812	0.06526	3.2939632545931756
20260708	0.5	frontier_gpt4	0.03	20raw+stat	9906	50	90	50	198	0.0001	0.0003716535433070866	0.019812	0.073632	3.7165354330708658
20260708	0.1	cheap_heuristic	0.0001	24full	9866	10	86	10	197	0.0001	0.0001	0.09866	0.09866	1.0
20260708	0.1	cheap_heuristic	0.0001	20raw	9866	10	94	10	197	0.0001	0.0001	0.09866	0.09866	1.0
20260708	0.1	cheap_heuristic	0.0001	20raw+minmax	9866	10	87	10	197	0.0001	0.0001	0.09866	0.09866	1.0
20260708	0.1	cheap_heuristic	0.0001	20raw+stat	9866	10	93	10	197	0.0001	0.0001	0.09866	0.09866	1.0
20260708	0.1	small_open	0.0006	24full	9866	10	86	10	197	0.0001	0.00010435840259476992	0.09866	0.10296000000000001	1.0435840259476992
20260708	0.1	small_open	0.0006	20raw	9866	10	94	10	197	0.0001	0.0001047638353942834	0.09866	0.10336000000000001	1.047638353942834
20260708	0.1	small_open	0.0006	20raw+minmax	9866	10	87	10	197	0.0001	0.0001044090816947091	0.09866	0.10301	1.044090816947091
20260708	0.1	small_open	0.0006	20raw+stat	9866	10	93	10	197	0.0001	0.00010471315629434423	0.09866	0.10331000000000001	1.0471315629434423
20260708	0.1	iter120_default	0.001	24full	9866	10	86	10	197	0.0001	0.00010784512467058586	0.09866	0.10640000000000001	1.0784512467058585
20260708	0.1	iter120_default	0.001	20raw	9866	10	94	10	197	0.0001	0.00010857490370971011	0.09866	0.10711999999999999	1.085749037097101
20260708	0.1	iter120_default	0.001	20raw+minmax	9866	10	87	10	197	0.0001	0.00010793634705047637	0.09866	0.10649	1.0793634705047637
20260708	0.1	iter120_default	0.001	20raw+stat	9866	10	93	10	197	0.0001	0.00010848368132981959	0.09866	0.10703	1.0848368132981958
20260708	0.1	mid_tier	0.005	24full	9866	10	86	10	197	0.0001	0.00014271234542874518	0.09866	0.14079999999999998	1.4271234542874518
20260708	0.1	mid_tier	0.005	20raw	9866	10	94	10	197	0.0001	0.0001466855868639773	0.09866	0.14472000000000002	1.466855868639773
20260708	0.1	mid_tier	0.005	20raw+minmax	9866	10	87	10	197	0.0001	0.0001432090006081492	0.09866	0.14129	1.432090006081492
20260708	0.1	mid_tier	0.005	20raw+stat	9866	10	93	10	197	0.0001	0.00014618893168457327	0.09866	0.14423	1.4618893168457328
20260708	0.1	frontier_gpt4	0.03	24full	9866	10	86	10	197	0.0001	0.00036063247516724106	0.09866	0.3558	3.6063247516724104
20260708	0.1	frontier_gpt4	0.03	20raw	9866	10	94	10	197	0.0001	0.0003848773565781472	0.09866	0.37972000000000006	3.848773565781472
20260708	0.1	frontier_gpt4	0.03	20raw+minmax	9866	10	87	10	197	0.0001	0.0003636630853436043	0.09866	0.35879000000000005	3.636630853436043
20260708	0.1	frontier_gpt4	0.03	20raw+stat	9866	10	93	10	197	0.0001	0.0003818467464017839	0.09866	0.37672999999999995	3.818467464017839
20260708	0.05	cheap_heuristic	0.0001	24full	9861	5	89	5	197	0.0001	0.0001	0.19722	0.19722	1.0
20260708	0.05	cheap_heuristic	0.0001	20raw	9861	5	97	5	197	0.0001	0.0001	0.19722	0.19722	1.0
20260708	0.05	cheap_heuristic	0.0001	20raw+minmax	9861	5	89	5	197	0.0001	0.0001	0.19722	0.19722	1.0
20260708	0.05	cheap_heuristic	0.0001	20raw+stat	9861	5	94	5	197	0.0001	0.0001	0.19722	0.19722	1.0
20260708	0.05	small_open	0.0006	24full	9861	5	89	5	197	0.0001	0.00010451272690396514	0.19722	0.20612000000000003	1.0451272690396514
20260708	0.05	small_open	0.0006	20raw	9861	5	97	5	197	0.0001	0.00010491836527735525	0.19722	0.20692000000000005	1.0491836527735525
20260708	0.05	small_open	0.0006	20raw+minmax	9861	5	89	5	197	0.0001	0.00010451272690396514	0.19722	0.20612000000000003	1.0451272690396514
20260708	0.05	small_open	0.0006	20raw+stat	9861	5	94	5	197	0.0001	0.00010476625088733396	0.19722	0.20662000000000003	1.0476625088733396
20260708	0.05	iter120_default	0.001	24full	9861	5	89	5	197	0.0001	0.00010812290842713722	0.19722	0.21324	1.081229084271372
20260708	0.05	iter120_default	0.001	20raw	9861	5	97	5	197	0.0001	0.00010885305749923944	0.19722	0.21468000000000004	1.0885305749923944
20260708	0.05	iter120_default	0.001	20raw+minmax	9861	5	89	5	197	0.0001	0.00010812290842713722	0.19722	0.21324	1.081229084271372
20260708	0.05	iter120_default	0.001	20raw+stat	9861	5	94	5	197	0.0001	0.0001085792515972011	0.19722	0.21414	1.085792515972011
20260708	0.05	mid_tier	0.005	24full	9861	5	89	5	197	0.0001	0.00014422472365885813	0.19722	0.28444	1.4422472365885812
20260708	0.05	mid_tier	0.005	20raw	9861	5	97	5	197	0.0001	0.00014819997971808133	0.19722	0.29228	1.4819997971808132
20260708	0.05	mid_tier	0.005	20raw+minmax	9861	5	89	5	197	0.0001	0.00014422472365885813	0.19722	0.28444	1.4422472365885812
20260708	0.05	mid_tier	0.005	20raw+stat	9861	5	94	5	197	0.0001	0.00014670925869587263	0.19722	0.28934000000000004	1.4670925869587264
