method	seed	step	group_size	zvf	frac_all_zero	frac_all_one	pcd	larq	reward_mean	mean_len	cv_len	lag1_autocorr	loss
grpo	0	17	8	0.5	0.0	0.5	0.0859375	1.015625	0.84375	379.59375	0.2840127638195292	-0.684814964585238	804.4136390686035
grpo	0	18	8	0.5625	0.1875	0.375	0.0947265625	0.837890625	0.6484375	425.9296875	0.2055178875760218	-0.5620115608845889	531.433805346489
grpo	0	19	8	0.625	0.0625	0.5625	0.056640625	0.89453125	0.78125	354.28125	0.3203904359522501	-0.5179317163741594	284.32106494903564
grpo	0	20	8	0.625	0.0	0.625	0.072265625	0.97265625	0.828125	358.515625	0.2692728589263019	-0.4714150159596132	698.055100440979
grpo	0	21	8	0.75	0.0625	0.6875	0.04296875	0.9453125	0.859375	345.9609375	0.2968885885024615	-0.32929014513756044	557.1499176025391
grpo	0	22	8	0.75	0.0	0.75	0.0478515625	0.978515625	0.8828125	299.671875	0.33360839013968685	-0.08668869399955322	426.47537994384766
grpo	0	23	8	0.875	0.0625	0.8125	0.0185546875	0.919921875	0.8828125	335.21875	0.2946281118043679	0.11245918930507248	175.8913688659668
grpo	0	24	8	0.8125	0.0	0.8125	0.0205078125	0.970703125	0.9296875	329.578125	0.31735375996933024	0.20687074616285775	115.37774658203125
grpo	0	25	8	0.5625	0.0	0.5625	0.0771484375	0.943359375	0.7890625	334.375	0.302961306643991	0.18267816862238725	709.8602561950684
grpo	0	26	8	0.8125	0.0625	0.75	0.025390625	0.92578125	0.875	326.3203125	0.263691662524579	0.18528711274863788	75.0733871459961
grpo	0	27	8	0.9375	0.0	0.9375	0.015625	1.0	0.96875	310.9296875	0.21728145370621352	0.4567741467567692	137.70989990234375
grpo	0	28	8	0.8125	0.0625	0.75	0.0283203125	0.955078125	0.8984375	349.6015625	0.2636717325475414	0.12964218851924797	455.60343170166016
grpo	0	29	8	0.8125	0.0	0.8125	0.029296875	1.01171875	0.953125	329.921875	0.2547141299679499	-0.012578458966204173	361.86901473999023
grpo	0	30	8	0.8125	0.0	0.8125	0.025390625	0.98828125	0.9375	307.4609375	0.3087808428552465	0.00699711428541321	283.57772064208984
grpo	0	31	8	0.75	0.0	0.75	0.0322265625	0.978515625	0.9140625	315.0	0.3137664561658324	-0.009367912707947797	292.85629653930664
grpo	0	32	8	0.6875	0.0	0.6875	0.060546875	1.01171875	0.890625	304.8125	0.34486653438067294	-0.037389520763626505	473.2203063964844
grpo	0	33	8	0.6875	0.0625	0.625	0.046875	0.96875	0.875	301.9140625	0.36956234530089044	0.008047707531659632	343.49543380737305
grpo	0	34	8	0.875	0.0	0.875	0.0185546875	0.935546875	0.8984375	315.7109375	0.2898818815710191	0.24303518847695657	-15.303230285644531
grpo	0	35	8	0.9375	0.125	0.8125	0.01171875	0.8828125	0.859375	341.6484375	0.2768706671130387	-0.03669336074173538	156.5989227294922
grpo	0	36	8	0.8125	0.0625	0.75	0.0283203125	0.955078125	0.8984375	312.53125	0.3476499053646576	0.27741935483870966	72.70246505737305
grpo	0	37	8	0.75	0.125	0.625	0.0458984375	0.818359375	0.7265625	348.9609375	0.31941987533026395	0.22219891738446945	435.1291313171387
grpo	0	38	8	0.6875	0.0625	0.625	0.0517578125	0.908203125	0.8046875	308.671875	0.3409298577026335	0.43495424175081787	-48.40755271911621
grpo	0	39	8	0.75	0.0625	0.6875	0.0478515625	0.900390625	0.8046875	339.3984375	0.3408130968728077	0.3958932986421248	343.60802459716797
aero	0	0	8	0.6875	0.0625	0.625	0.0419921875	0.873046875	0.7890625	361.4140625	0.30336810348018106	nan	510.85408782958984
aero	0	1	8	0.6875	0.0625	0.625	0.0712890625	0.962890625	0.8203125	352.7734375	0.32691749433412703	nan	334.95338439941406
aero	0	2	8	0.8125	0.0625	0.75	0.0205078125	0.908203125	0.8671875	378.625	0.2454451727519594	1.0	48.08186721801758
aero	0	3	8	0.6875	0.125	0.5625	0.0595703125	0.876953125	0.7578125	406.7578125	0.2198546210188346	-0.6600250006041248	378.8155002593994
aero	0	4	8	0.75	0.0625	0.6875	0.05859375	0.9453125	0.828125	388.1484375	0.26208739548590276	-0.5538006082965973	267.8232879638672
aero	0	5	8	0.5625	0.125	0.4375	0.0703125	0.78125	0.640625	417.9296875	0.2499809071794648	-0.42895224413683597	320.93960762023926
aero	0	6	8	0.75	0.125	0.625	0.0498046875	0.841796875	0.7421875	377.65625	0.23947961024262687	-0.014569363284474007	8.526168823242188
aero	0	7	8	0.625	0.125	0.5	0.0654296875	0.841796875	0.7109375	396.8515625	0.24639713952293119	0.05361229625999761	579.1081962585449
aero	0	8	8	0.6875	0.0625	0.625	0.072265625	0.89453125	0.75	372.6015625	0.309238010421285	0.0771866897422635	312.9723014831543
aero	0	9	8	0.625	0.0	0.625	0.06640625	0.9921875	0.859375	370.1484375	0.28061442171061646	0.029284637675081725	377.62894439697266
aero	0	10	8	0.75	0.0625	0.6875	0.0419921875	0.935546875	0.8515625	381.6640625	0.2389641705956488	0.15064368845365086	384.30908203125
aero	0	11	8	0.5625	0.0	0.5625	0.0849609375	0.927734375	0.7578125	370.34375	0.3105955818046835	0.04091793025976228	46.036298751831055
aero	0	12	8	0.6875	0.0	0.6875	0.0595703125	0.986328125	0.8671875	352.078125	0.2542244326847725	0.04091793025976228	558.8170928955078
aero	0	13	8	0.5625	0.0625	0.5	0.1005859375	0.912109375	0.7109375	400.1640625	0.2570793570498747	-0.06524595146230312	482.24182975292206
aero	0	14	8	0.75	0.0	0.75	0.044921875	1.01171875	0.921875	349.078125	0.28041488373638057	-0.0798004987531172	117.43001937866211
aero	0	15	8	0.8125	0.0	0.8125	0.0361328125	0.955078125	0.8828125	371.2109375	0.25716465652709913	-0.0341545712481188	105.65707015991211
aero	0	16	8	0.5625	0.0625	0.5	0.083984375	0.88671875	0.71875	381.3125	0.28777233340340175	-0.30653701088497065	794.7154564857483
aero	0	17	8	0.5625	0.0625	0.5	0.0859375	0.953125	0.78125	391.8828125	0.2710893712267204	-0.39326220126923184	495.71202659606934
aero	0	18	8	0.625	0.1875	0.4375	0.068359375	0.83984375	0.703125	429.171875	0.1969386571886165	-0.23744810013801182	270.16024923324585
aero	0	19	8	0.625	0.0625	0.5625	0.072265625	0.92578125	0.78125	359.71875	0.3170635701753055	-0.250093879087049	505.80512619018555
aero	0	20	8	0.625	0.0	0.625	0.06640625	0.9609375	0.828125	371.7890625	0.2536166723232498	-0.22614982176408557	415.9846954345703
aero	0	21	8	0.8125	0.0	0.8125	0.029296875	0.96484375	0.90625	354.078125	0.2738531508563559	-0.10643857229384522	270.6028137207031
aero	0	22	8	0.6875	0.0	0.6875	0.0419921875	0.982421875	0.8984375	313.03125	0.3153244082030546	0.17247559681179198	385.3528289794922
aero	0	23	8	0.8125	0.0625	0.75	0.0302734375	0.927734375	0.8671875	359.2578125	0.256285581968564	0.473383306249058	254.50194549560547
aero	0	24	8	0.8125	0.0	0.8125	0.0205078125	0.970703125	0.9296875	349.0234375	0.28805104400175097	0.44896965883128276	73.19612884521484
aero	0	25	8	0.6875	0.0625	0.625	0.0517578125	0.923828125	0.8203125	352.9296875	0.24235940192053979	0.591480427838691	395.08140563964844
aero	0	26	8	0.875	0.125	0.75	0.0263671875	0.873046875	0.8203125	360.984375	0.2565316294127571	0.5473427102231947	101.52019500732422
aero	0	27	8	0.9375	0.0	0.9375	0.0146484375	1.005859375	0.9765625	334.2109375	0.19579393187480923	0.3371483686800353	104.84088134765625
aero	0	28	8	0.8125	0.0	0.8125	0.029296875	0.96484375	0.90625	374.1796875	0.25306638406142257	0.03966919186425488	157.32937622070312
aero	0	29	8	0.875	0.0	0.875	0.0234375	0.984375	0.9375	346.453125	0.26033925571730887	-0.1503548083029719	82.34486389160156
aero	0	30	8	0.8125	0.0	0.8125	0.025390625	0.98828125	0.9375	333.0703125	0.2699292961037784	-0.04231542509125557	145.9349594116211
aero	0	31	8	0.8125	0.0625	0.75	0.025390625	0.95703125	0.90625	346.140625	0.29112328546572763	-0.029283861469244086	73.42971801757812
aero	0	32	8	0.75	0.0	0.75	0.048828125	0.97265625	0.875	328.2421875	0.32520263497598256	-0.03862098629414819	317.7246742248535
aero	0	33	8	0.625	0.0	0.625	0.0615234375	0.990234375	0.8671875	326.1953125	0.34071755663017445	0.0417655201073054	599.6457901000977
aero	0	34	8	0.875	0.0625	0.8125	0.021484375	0.93359375	0.890625	356.6484375	0.2755011203583036	0.18731074144891172	60.29753112792969
aero	0	35	8	0.8125	0.125	0.6875	0.0341796875	0.888671875	0.8203125	374.7734375	0.25821418364041465	-0.12228479485116653	518.6473541259766
aero	0	36	8	0.8125	0.0625	0.75	0.0302734375	0.958984375	0.8984375	349.5390625	0.293295859643215	0.32233738226073033	292.9403381347656
aero	0	37	8	0.6875	0.125	0.5625	0.05078125	0.8046875	0.703125	375.8046875	0.3006772630652863	0.10595768485193828	239.3378562927246
aero	0	38	8	0.6875	0.0625	0.625	0.0517578125	0.908203125	0.8046875	349.7890625	0.2723971517706902	0.2664320969629031	525.2561569213867
aero	0	39	8	0.625	0.0625	0.5625	0.048828125	0.86328125	0.765625	366.6796875	0.2819098387473727	0.22747469420548938	129.8211784362793
gift	0	0	8	0.75	0.0625	0.6875	0.0537109375	0.927734375	0.8203125	354.421875	0.29405314205727756	nan	-16549.779052734375
gift	0	1	8	0.5625	0.0	0.5625	0.0751953125	0.955078125	0.8046875	362.3828125	0.32784281312262276	nan	-16529.704650878906
gift	0	2	8	0.6875	0.0625	0.625	0.0341796875	0.919921875	0.8515625	381.5703125	0.23316605270911034	-1.0	-20260.86981201172
gift	0	3	8	0.5625	0.125	0.4375	0.0673828125	0.892578125	0.7578125	402.8671875	0.2230356196516232	-0.9819805060619657	-17595.121948242188
gift	0	4	8	0.6875	0.0625	0.625	0.0517578125	0.970703125	0.8671875	392.4765625	0.25293147058683824	-0.9276014469827246	-20657.339263916016
gift	0	5	8	0.625	0.125	0.5	0.048828125	0.72265625	0.625	406.8828125	0.2608533630772925	-0.8725503343770521	-13981.211456298828
gift	0	6	8	0.75	0.125	0.625	0.0478515625	0.884765625	0.7890625	377.921875	0.24128264241071562	-0.41035539272316657	-17410.35546875
gift	0	7	8	0.6875	0.125	0.5625	0.0439453125	0.814453125	0.7265625	391.890625	0.24642622182593843	-0.3980978892884691	-16108.252182006836
gift	0	8	8	0.625	0.125	0.5	0.0673828125	0.845703125	0.7109375	382.328125	0.29805865829508166	-0.2876597030980873	-14884.57453918457
gift	0	9	8	0.625	0.0	0.625	0.0537109375	0.990234375	0.8828125	373.265625	0.2791148882795004	-0.38301644396753004	-19883.133850097656
gift	0	10	8	0.75	0.0625	0.6875	0.0361328125	0.955078125	0.8828125	377.8828125	0.2385958766875981	-0.1643285133364536	-20181.209426879883
gift	0	11	8	0.625	0.0625	0.5625	0.0693359375	0.896484375	0.7578125	367.5078125	0.31500887302684694	-0.21890264400059045	-15697.922271728516
gift	0	12	8	0.75	0.0	0.75	0.044921875	1.02734375	0.9375	341.9765625	0.26186528166204315	-0.2185477806421302	-19714.707641601562
gift	0	13	8	0.5625	0.0625	0.5	0.0908203125	0.892578125	0.7109375	395.953125	0.25523046522997406	-0.3008994276369583	-16211.397186279297
gift	0	14	8	0.8125	0.0	0.8125	0.037109375	1.01171875	0.9375	347.8125	0.2757087272612117	-0.2883407182533677	-20165.824829101562
gift	0	15	8	0.625	0.0	0.625	0.0625	0.96875	0.84375	362.7734375	0.2611307473432722	-0.32844081986497914	-18188.211700439453
gift	0	16	8	0.625	0.125	0.5	0.0634765625	0.869140625	0.7421875	370.34375	0.29221345518982844	-0.4031283268399792	-16374.848098754883
gift	0	17	8	0.75	0.0625	0.6875	0.0625	0.9375	0.8125	388.5546875	0.2669721166858998	-0.6170552304324637	-18690.747589111328
gift	0	18	8	0.625	0.1875	0.4375	0.0703125	0.84375	0.703125	420.296875	0.19561484398268542	-0.48399182091142806	-17780.45135498047
gift	0	19	8	0.75	0.0625	0.6875	0.041015625	0.92578125	0.84375	348.5703125	0.321773777182855	-0.5777326098089163	-17340.7177734375
gift	0	20	8	0.6875	0.0	0.6875	0.056640625	0.94140625	0.828125	361.9296875	0.27552186621176805	-0.5386124261420963	-17493.517181396484
gift	0	21	8	0.75	0.0	0.75	0.0478515625	0.962890625	0.8671875	329.140625	0.2796361762974189	-0.4761243799341802	-16956.31851196289
gift	0	22	8	0.875	0.0625	0.8125	0.021484375	0.93359375	0.890625	310.21875	0.31448618784613436	-0.18874609578042523	-16317.53091430664
gift	0	23	8	0.875	0.0625	0.8125	0.021484375	0.93359375	0.890625	344.4921875	0.2561942119028351	0.2203006286131799	-18404.66648864746
gift	0	24	8	0.875	0.0	0.875	0.013671875	0.96484375	0.9375	326.75	0.32770827906425654	0.3503678055849629	-18794.080505371094
gift	0	25	8	0.75	0.0625	0.6875	0.0537109375	0.958984375	0.8515625	334.609375	0.2727503690086879	0.40524902216880415	-16884.735717773438
gift	0	26	8	0.8125	0.0	0.8125	0.0283203125	0.955078125	0.8984375	331.296875	0.2623823600152678	0.3565465130230433	-18590.8740234375
gift	0	27	8	0.9375	0.0	0.9375	0.01171875	0.9765625	0.953125	318.9921875	0.24255779114100542	0.43558997390093857	-19103.960235595703
gift	0	28	8	0.875	0.0	0.875	0.0185546875	0.966796875	0.9296875	348.3671875	0.2523402904574364	0.3901153427371394	-19941.581787109375
gift	0	29	8	0.9375	0.0	0.9375	0.0146484375	0.990234375	0.9609375	325.453125	0.26655610789475503	0.35179598728050704	-19527.673553466797
gift	0	30	8	0.875	0.0	0.875	0.02734375	0.9765625	0.921875	326.2109375	0.29310564848901993	0.1631036034279962	-18129.784149169922
gift	0	31	8	0.9375	0.0625	0.875	0.0068359375	0.943359375	0.9296875	311.484375	0.3123196444963768	0.07247243311826919	-17587.806854248047
gift	0	32	8	0.75	0.0	0.75	0.04296875	0.9296875	0.84375	310.5546875	0.384538817399635	-0.08057532048628875	-14675.286224365234
gift	0	33	8	0.9375	0.0625	0.875	0.0068359375	0.943359375	0.9296875	300.3984375	0.34763987334983515	-0.10646322275431022	-16982.371124267578
gift	0	34	8	1.0	0.0625	0.9375	0.0	0.9375	0.9375	315.4140625	0.29185221146996837	0.038027446261495894	-19387.133575439453
gift	0	35	8	0.9375	0.125	0.8125	0.0068359375	0.833984375	0.8203125	332.5703125	0.29205286194882996	-0.20926007652075845	-15563.584732055664
gift	0	36	8	0.9375	0.0625	0.875	0.015625	0.9375	0.90625	293.921875	0.34707362487270255	-0.08172536479247934	-15765.975311279297
gift	0	37	8	0.875	0.1875	0.6875	0.021484375	0.82421875	0.78125	325.7421875	0.3260617575008739	-0.0900179683243886	-14967.060119628906
gift	0	38	8	0.9375	0.125	0.8125	0.0146484375	0.865234375	0.8359375	308.671875	0.31694386222005716	0.057422199406690806	-14960.187973022461
gift	0	39	8	0.8125	0.0625	0.75	0.0419921875	0.951171875	0.8671875	332.25	0.3607387412762629	-0.05519667139573089	-16867.420623779297
areal	0	0	8	0.6875	0.0	0.6875	0.0546875	0.96875	0.859375	355.109375	0.2908105078257264	nan	292.3951530456543
areal	0	1	8	0.5	0.0	0.5	0.0908203125	1.033203125	0.8515625	364.6015625	0.29857729588942356	nan	765.0079574584961
areal	0	2	8	0.6875	0.125	0.5625	0.04296875	0.8984375	0.8125	381.3046875	0.23980039248790364	1.0	271.12770080566406
areal	0	3	8	0.6875	0.125	0.5625	0.0595703125	0.861328125	0.7421875	411.125	0.21316765222415393	0.9792768368874349	532.6706504821777
areal	0	4	8	0.5	0.0	0.5	0.068359375	0.96484375	0.828125	381.796875	0.2762336446557033	0.10486258199911003	448.02381134033203
areal	0	5	8	0.75	0.25	0.5	0.04296875	0.7421875	0.65625	404.828125	0.2572307358541832	-0.042814322803747015	9.562118530273438
areal	0	6	8	0.6875	0.0625	0.625	0.0498046875	0.919921875	0.8203125	382.3125	0.22891280346330406	-0.22162383431315996	162.7557830810547
areal	0	7	8	0.875	0.1875	0.6875	0.013671875	0.77734375	0.75	397.234375	0.23130835345878975	-0.24413305673709587	59.036231994628906
areal	0	8	8	0.625	0.0625	0.5625	0.0703125	0.890625	0.75	376.609375	0.30104854280189974	-0.19483697774130632	146.78471207618713
areal	0	9	8	0.6875	0.0	0.6875	0.0625	0.984375	0.859375	373.28125	0.2713295755679284	-0.2583105201407899	287.6326038837433
areal	0	10	8	0.6875	0.0	0.6875	0.0419921875	0.966796875	0.8828125	383.328125	0.2338232394922479	-0.17935385365068013	386.6543273925781
areal	0	11	8	0.5	0.0625	0.4375	0.080078125	0.89453125	0.734375	382.2421875	0.30492191780246436	-0.32666582735214683	255.94033813476562
areal	0	12	8	0.8125	0.0	0.8125	0.0439453125	1.001953125	0.9140625	344.9296875	0.2508860072092897	-0.3820868528285906	186.57669830322266
areal	0	13	8	0.5625	0.0625	0.5	0.09375	0.90625	0.71875	403.7578125	0.24290365923307342	-0.4545670659541662	603.3043727874756
areal	0	14	8	0.6875	0.0	0.6875	0.052734375	0.99609375	0.890625	356.3984375	0.27100626629341584	-0.5266047445368914	448.22387409210205
areal	0	15	8	0.6875	0.0625	0.625	0.0419921875	0.919921875	0.8359375	375.0234375	0.248244533152397	-0.5303176288599087	193.47377920150757
areal	0	16	8	0.625	0.125	0.5	0.05859375	0.8671875	0.75	369.109375	0.2957342984744644	-0.5496083550913838	411.0942268371582
areal	0	17	8	0.5	0.0625	0.4375	0.0927734375	0.974609375	0.7890625	393.3125	0.26424687583397033	-0.629641716422783	697.556715965271
areal	0	18	8	0.5625	0.1875	0.375	0.0771484375	0.818359375	0.6640625	430.8515625	0.19261358777209964	-0.4038476992280597	355.0749931335449
areal	0	19	8	0.75	0.125	0.625	0.0546875	0.859375	0.75	367.0234375	0.3031293614767559	-0.3393691454212643	491.4737491607666
areal	0	20	8	0.6875	0.0	0.6875	0.0703125	0.984375	0.84375	361.84375	0.25543168560700397	-0.307951146560319	444.06623458862305
areal	0	21	8	0.6875	0.0	0.6875	0.04296875	0.9296875	0.84375	357.9609375	0.2834512198783276	-0.14978683412394855	408.15476854145527
areal	0	22	8	0.8125	0.0	0.8125	0.029296875	0.96484375	0.90625	321.9296875	0.30704101176543763	0.18390027918302312	313.7368965148926
areal	0	23	8	0.8125	0.0625	0.75	0.033203125	0.94140625	0.875	369.8125	0.2584511917041661	0.4773737499457918	157.2277603149414
areal	0	24	8	0.875	0.0	0.875	0.0185546875	0.966796875	0.9296875	344.0	0.2976900229688868	0.546183423840943	41.70909881591797
areal	0	25	8	0.625	0.0	0.625	0.08203125	0.9921875	0.828125	350.546875	0.2567443873209347	0.5474531419160487	920.4529027938843
areal	0	26	8	0.875	0.125	0.75	0.0263671875	0.888671875	0.8359375	355.5546875	0.23913359494664907	0.5289191419315885	288.90653228759766
areal	0	27	8	0.9375	0.0	0.9375	0.01171875	0.9765625	0.953125	341.0859375	0.2065182470849881	0.547029603373216	48.81536102294922
areal	0	28	8	0.875	0.0625	0.8125	0.021484375	0.94921875	0.90625	369.484375	0.23896588995391085	0.14081112739242338	288.7285690307617
areal	0	29	8	0.8125	0.0	0.8125	0.029296875	1.01171875	0.953125	346.2578125	0.2353920896153413	0.016038644042990283	225.4249496459961
areal	0	30	8	0.75	0.0	0.75	0.0400390625	0.994140625	0.9140625	327.3671875	0.2718399305943621	-0.04249085731119019	683.3946304321289
areal	0	31	8	0.5625	0.0625	0.5	0.052734375	0.98046875	0.875	345.90625	0.28778327945395754	-0.045240887284254794	638.2777252197266
areal	0	32	8	0.75	0.0	0.75	0.0478515625	0.994140625	0.8984375	321.0625	0.3259445586231135	-0.03527485080990277	499.95479691028595
areal	0	33	8	0.625	0.0	0.625	0.0625	1.0	0.875	335.6953125	0.34449706336109664	0.009972984868259599	379.2762451171875
areal	0	34	8	0.6875	0.0625	0.625	0.0390625	0.9375	0.859375	356.8125	0.26726918353180573	0.22050081971848356	253.8389892578125
areal	0	35	8	0.8125	0.125	0.6875	0.025390625	0.89453125	0.84375	375.46875	0.2351425311809793	0.0780733304114194	306.63018798828125
areal	0	36	8	0.75	0.0	0.75	0.0400390625	0.978515625	0.8984375	339.078125	0.298129734254083	0.43222528861003157	157.8600114583969
areal	0	37	8	0.6875	0.1875	0.5	0.056640625	0.78515625	0.671875	376.6796875	0.277711265267197	0.09220551683672652	425.4132995605469
areal	0	38	8	0.8125	0.125	0.6875	0.033203125	0.84765625	0.78125	349.2421875	0.28258393270986004	0.30217393340222576	-131.19292831420898
areal	0	39	8	0.75	0.0625	0.6875	0.044921875	0.88671875	0.796875	370.0546875	0.2786605546007895	0.23790480111584547	285.5520877838135
