# Pillar 2 iter78 per-step EWS features.
# W=10 trailing window; H/M/L at 0.10/0.50 (iter74 cutoffs).
# CUSUM drift k=0.05 (Page 1954 small-shift).
# Source: scripts/zvf_iter78.py
source	method	seed	step	zvf	heldout_acc	held_mean_10	is_failure	h_run	ar1	cusum	variance_ratio	kurtosis	composite_ews
variance_mitigation	grpo	0	20	0.000000	0.060700	0.049130	0	0	0.502488	0.000000	1.607143	-1.238095	0.502488
variance_mitigation	grpo	0	21	0.000000	0.064400	0.051830	0	0	0.651741	0.000000	1.666667	-1.238095	0.651741
variance_mitigation	grpo	0	22	0.000000	0.064400	0.054130	0	0	0.487179	0.000000	1.406250	0.250000	0.487179
variance_mitigation	grpo	0	23	0.000000	0.064400	0.056430	0	0	-0.011236	0.000000	0.555556	5.111111	0.000000
variance_mitigation	grpo	0	24	0.000000	0.074800	0.059770	0	0	0.000000	0.000000	1.000000	0.000000	0.000000
variance_mitigation	grpo	0	25	0.000000	0.074800	0.062330	0	0	0.000000	0.000000	1.000000	0.000000	0.000000
variance_mitigation	grpo	0	26	0.000000	0.074800	0.064890	0	0	0.000000	0.000000	1.000000	0.000000	0.000000
variance_mitigation	grpo	0	27	0.000000	0.087000	0.068670	0	0	0.000000	0.000000	1.000000	0.000000	0.000000
variance_mitigation	grpo	0	28	0.000000	0.087000	0.071300	0	0	0.000000	0.000000	1.000000	0.000000	0.000000
variance_mitigation	grpo	0	29	0.000000	0.087000	0.073930	0	0	0.000000	0.000000	1.000000	0.000000	0.000000
variance_mitigation	grpo	0	30	0.048800	0.099900	0.077850	0	0	-0.111111	0.000000	0.555556	5.111111	0.000000
variance_mitigation	grpo	0	31	0.048800	0.099900	0.081400	0	0	0.791667	0.000000	1.406250	0.250000	0.791667
variance_mitigation	grpo	0	32	0.048800	0.099900	0.084950	0	0	0.813665	0.000000	1.666667	-1.238095	0.813665
variance_mitigation	grpo	0	33	0.000000	0.098800	0.088390	0	0	0.502488	0.000000	1.607143	-1.238095	0.502488
variance_mitigation	grpo	0	34	0.000000	0.098800	0.090790	0	0	0.502488	0.000000	1.607143	-1.238095	0.502488
variance_mitigation	grpo	0	35	0.000000	0.098800	0.093190	0	0	0.502488	0.000000	1.607143	-1.238095	0.502488
variance_mitigation	grpo	0	36	0.000000	0.104000	0.096110	0	0	0.502488	0.000000	1.607143	-1.238095	0.502488
variance_mitigation	grpo	0	37	0.000000	0.104000	0.097810	0	0	0.502488	0.000000	1.607143	-1.238095	0.502488
variance_mitigation	grpo	0	38	0.000000	0.104000	0.099510	0	0	0.502488	0.000000	1.607143	-1.238095	0.502488
variance_mitigation	grpo	0	39	0.016300	0.113400	0.102150	0	0	0.611020	0.000000	1.673511	-1.333789	0.611020
variance_mitigation	grpo	0	40	0.016300	0.113400	0.103500	0	0	0.454257	0.000000	1.406250	-0.336164	0.454257
variance_mitigation	grpo	0	41	0.016300	0.113400	0.104850	0	0	0.053832	0.000000	0.729990	1.813275	0.053832
variance_mitigation	grpo	0	42	0.016000	0.122400	0.107100	0	0	0.799180	0.000000	1.776482	-1.832631	0.799180
variance_mitigation	grpo	0	43	0.016000	0.122400	0.109460	0	0	0.773099	0.000000	1.801594	-1.999345	0.773099
variance_mitigation	grpo	0	44	0.016000	0.122400	0.111820	0	0	0.727218	0.000000	1.769826	-1.832974	0.727218
variance_mitigation	grpo	0	45	0.056100	0.130600	0.115000	0	0	0.686419	0.000000	0.887621	2.219977	0.686419
variance_mitigation	grpo	0	46	0.056100	0.130600	0.117660	0	0	0.761507	0.000000	1.403546	-0.161011	0.761507
variance_mitigation	grpo	0	47	0.056100	0.130600	0.120320	0	0	0.725342	0.000000	1.537757	-1.188115	0.725342
variance_mitigation	grpo	0	48	0.011900	0.138100	0.123730	0	0	0.465518	0.000000	1.536011	-1.240361	0.465518
variance_mitigation	grpo	0	49	0.011900	0.138100	0.126200	0	0	0.485920	0.000000	1.567671	-1.243030	0.485920
variance_mitigation	grpo	0	50	0.011900	0.138100	0.128670	0	0	0.504174	0.000000	1.596374	-1.245113	0.504174
variance_mitigation	grpo	0	51	0.037500	0.148000	0.132130	0	0	0.398925	0.000000	1.527483	-1.526659	0.398925
variance_mitigation	grpo	0	52	0.037500	0.148000	0.134690	0	0	0.366851	0.000000	1.488563	-1.637665	0.366851
variance_mitigation	grpo	0	53	0.037500	0.148000	0.137250	0	0	0.311939	0.000000	1.416752	-1.582056	0.311939
variance_mitigation	grpo	0	54	0.024300	0.156100	0.140620	0	0	0.465119	0.000000	1.522179	-1.462371	0.465119
variance_mitigation	grpo	0	55	0.024300	0.156100	0.143170	0	0	0.332352	0.000000	1.335675	-1.173817	0.332352
variance_mitigation	grpo	0	56	0.024300	0.156100	0.145720	0	0	0.041839	0.000000	0.906336	-0.549623	0.041839
variance_mitigation	grpo	0	57	0.010500	0.155400	0.148200	0	0	0.507300	0.000000	1.447138	-1.511611	0.507300
variance_mitigation	grpo	0	58	0.010500	0.155400	0.149930	0	0	0.524587	0.000000	1.476477	-1.517471	0.524587
variance_mitigation	grpo	0	59	0.010500	0.155400	0.151660	0	0	0.540505	0.000000	1.503907	-1.526452	0.540505
variance_mitigation	grpo	0	60	0.032700	0.163900	0.154240	0	0	0.566104	0.000000	1.601547	-1.447951	0.566104
variance_mitigation	grpo	0	61	0.032700	0.163900	0.155830	0	0	0.516896	0.000000	1.517133	-1.389173	0.516896
variance_mitigation	grpo	0	62	0.032700	0.163900	0.157420	0	0	0.452632	0.000000	1.409985	-1.359398	0.452632
variance_mitigation	grpo	0	63	0.037100	0.168100	0.159430	0	0	0.657129	0.000000	1.614519	-1.369864	0.657129
variance_mitigation	grpo	0	64	0.037100	0.168100	0.160630	0	0	0.707203	0.000000	1.740015	-1.431060	0.707203
variance_mitigation	grpo	0	65	0.037100	0.168100	0.161830	0	0	0.732492	0.000000	1.816552	-1.404064	0.732492
variance_mitigation	grpo	0	66	0.000000	0.174900	0.163710	0	0	0.418734	0.000000	1.171079	-1.442327	0.418734
variance_mitigation	grpo	0	67	0.000000	0.174900	0.165660	0	0	0.559162	0.000000	1.398327	-1.504789	0.559162
variance_mitigation	grpo	0	68	0.000000	0.174900	0.167610	0	0	0.638878	0.000000	1.551262	-1.658936	0.638878
variance_mitigation	grpo	0	69	0.079600	0.176800	0.169750	0	0	0.059160	0.013000	0.851264	0.077667	0.059160
variance_mitigation	grpo	0	70	0.079600	0.176800	0.171040	0	0	0.493189	0.026000	1.354264	-0.819972	0.493189
variance_mitigation	grpo	0	71	0.079600	0.176800	0.172330	0	0	0.614092	0.039000	1.581670	-1.335901	0.614092
variance_mitigation	grpo	0	72	0.022600	0.187100	0.174650	0	0	0.436933	0.039000	1.591891	-1.375647	0.436933
variance_mitigation	grpo	0	73	0.022600	0.187100	0.176550	0	0	0.448293	0.039000	1.609607	-1.382439	0.448293
variance_mitigation	grpo	0	74	0.022600	0.187100	0.178450	0	0	0.456610	0.039000	1.623011	-1.354537	0.456610
variance_mitigation	grpo	0	75	0.043000	0.189900	0.180630	0	0	0.447750	0.039000	1.549871	-1.407046	0.447750
variance_mitigation	grpo	0	76	0.043000	0.189900	0.182130	0	0	0.345801	0.039000	1.405342	-1.340198	0.345801
variance_mitigation	grpo	0	77	0.043000	0.189900	0.183630	0	0	0.163576	0.039000	1.141834	-1.173599	0.163576
variance_mitigation	grpo	0	78	0.122800	0.200100	0.186150	0	0	0.444466	0.056200	1.064679	-0.513003	0.444466
variance_mitigation	grpo	0	79	0.122800	0.200100	0.188480	0	0	0.668853	0.112400	1.455181	-1.017743	0.668853
variance_mitigation	grpo	0	80	0.122800	0.200100	0.190810	0	0	0.749193	0.168600	1.660693	-1.470011	0.749193
variance_mitigation	grpo	0	81	0.090400	0.202500	0.193380	0	0	0.731765	0.192400	1.838943	-1.578548	0.731765
variance_mitigation	grpo	0	82	0.090400	0.202500	0.194920	0	0	0.677910	0.216200	1.768406	-1.636663	0.677910
variance_mitigation	grpo	0	83	0.090400	0.202500	0.196460	0	0	0.583502	0.240000	1.624037	-1.494901	0.583502
variance_mitigation	grpo	0	84	0.108600	0.209300	0.198680	0	0	0.520594	0.282000	1.547004	-1.375566	0.520594
variance_mitigation	grpo	0	85	0.108600	0.209300	0.200620	0	0	0.360124	0.324000	1.313949	-0.609074	0.360124
variance_mitigation	grpo	0	86	0.108600	0.209300	0.202560	0	0	-0.052969	0.366000	0.675046	1.249598	0.366000
variance_mitigation	grpo	0	87	0.082700	0.214200	0.204990	0	0	0.423748	0.382100	1.276602	-1.488233	0.423748
variance_mitigation	grpo	0	88	0.082700	0.214200	0.206400	0	0	0.387499	0.342000	1.279135	-1.392695	0.387499
variance_mitigation	grpo	0	89	0.082700	0.214200	0.207810	0	0	0.216537	0.301900	1.065544	-1.055163	0.301900
variance_mitigation	grpo	0	90	0.128000	0.220300	0.209830	0	0	0.073746	0.307100	0.890037	-0.570628	0.307100
variance_mitigation	grpo	0	91	0.128000	0.220300	0.211610	0	0	0.428030	0.344700	1.313687	-1.253605	0.428030
variance_mitigation	grpo	0	92	0.128000	0.220300	0.213390	0	0	0.512216	0.382300	1.481094	-1.532313	0.512216
variance_mitigation	grpo	0	93	0.130100	0.224300	0.215570	0	0	0.639064	0.422000	1.674875	-1.455306	0.639064
variance_mitigation	grpo	0	94	0.130100	0.224300	0.217070	0	0	0.675347	0.443500	1.758693	-1.487376	0.675347
variance_mitigation	grpo	0	95	0.130100	0.224300	0.218570	0	0	0.695479	0.465000	1.812670	-1.417581	0.695479
variance_mitigation	grpo	0	96	0.170900	0.229200	0.220560	0	0	0.738687	0.527300	1.339520	-0.621378	0.738687
variance_mitigation	grpo	0	97	0.170900	0.229200	0.222060	0	0	0.668427	0.615500	1.419849	-0.498019	0.668427
variance_mitigation	grpo	0	98	0.170900	0.229200	0.223560	0	0	0.510262	0.703700	1.258022	-0.243902	0.703700
variance_mitigation	grpo	0	99	0.123800	0.234300	0.225570	0	0	0.469329	0.744800	1.528175	-1.242790	0.744800
variance_mitigation	grpo	0	100	0.123800	0.234300	0.226970	0	0	0.489036	0.740600	1.558981	-1.246811	0.740600
variance_mitigation	grpo	0	101	0.123800	0.234300	0.228370	0	0	0.506799	0.736400	1.587106	-1.251180	0.736400
variance_mitigation	grpo	0	102	0.187000	0.236800	0.230020	0	0	0.213164	0.795400	1.101263	-1.543953	0.795400
variance_mitigation	grpo	0	103	0.187000	0.236800	0.231270	0	0	0.368262	0.852300	1.323002	-1.779413	0.852300
variance_mitigation	grpo	0	104	0.187000	0.236800	0.232520	0	0	0.397340	0.909200	1.394031	-1.725399	0.909200
variance_mitigation	grpo	0	105	0.258200	0.242200	0.234310	0	0	0.757067	1.037300	1.218721	0.262700	1.000000
variance_mitigation	grpo	0	106	0.258200	0.242200	0.235610	0	0	0.838518	1.124600	1.623818	-0.802550	1.000000
variance_mitigation	grpo	0	107	0.258200	0.242200	0.236910	0	0	0.853027	1.211900	1.797318	-1.352119	1.000000
variance_mitigation	grpo	0	108	0.268100	0.244500	0.238440	0	0	0.826379	1.309100	1.733457	-1.555425	1.000000
variance_mitigation	grpo	0	109	0.268100	0.244500	0.239460	0	0	0.744666	1.453400	1.669030	-1.287254	1.000000
variance_mitigation	grpo	0	110	0.268100	0.244500	0.240480	0	0	0.586478	1.597700	1.431558	-0.631533	1.000000
variance_mitigation	grpo	0	111	0.200600	0.252400	0.242290	0	0	0.544253	1.674500	1.509019	-1.754694	1.000000
variance_mitigation	grpo	0	112	0.200600	0.252400	0.243850	0	0	0.490967	1.688100	1.416110	-1.712388	1.000000
variance_mitigation	grpo	0	113	0.200600	0.252400	0.245410	0	0	0.421599	1.701700	1.299852	-1.713715	1.000000
variance_mitigation	grpo	0	114	0.197400	0.257800	0.247510	0	0	0.788600	1.712100	1.743825	-1.803260	1.000000
variance_mitigation	grpo	0	115	0.197400	0.257800	0.249070	0	0	0.778613	1.651300	1.804094	-1.954175	1.000000
variance_mitigation	grpo	0	116	0.197400	0.257800	0.250630	0	0	0.752320	1.590500	1.811105	-1.790573	1.000000
variance_mitigation	grpo	0	117	0.214300	0.261000	0.252510	0	0	0.634411	1.546600	1.693648	-1.274784	1.000000
variance_mitigation	grpo	0	118	0.214300	0.261000	0.254160	0	0	0.472483	1.492800	1.420332	-0.018689	1.000000
variance_mitigation	grpo	0	119	0.214300	0.261000	0.255810	0	0	0.018720	1.439000	0.639988	3.398130	1.000000
variance_mitigation	grpo	0	120	0.349600	0.264800	0.257840	0	0	0.627471	1.520500	0.667437	4.728406	1.000000
variance_mitigation	grpo	0	121	0.349600	0.264800	0.259080	0	0	0.849548	1.669500	1.451270	0.180263	1.000000
variance_mitigation	grpo	0	122	0.349600	0.264800	0.260320	0	0	0.843550	1.818500	1.691831	-1.248506	1.000000
variance_mitigation	grpo	0	123	0.304200	0.264600	0.261540	0	0	0.733672	1.922100	1.836937	-1.646835	1.000000
variance_mitigation	grpo	0	124	0.304200	0.264600	0.262220	0	0	0.691855	2.028900	1.791038	-1.772448	1.000000
variance_mitigation	grpo	0	125	0.304200	0.264600	0.262900	0	0	0.620584	2.135700	1.690128	-1.661016	1.000000
variance_mitigation	grpo	0	126	0.394100	0.275000	0.264620	0	0	0.543400	2.332400	1.356642	-1.243446	1.000000
variance_mitigation	grpo	0	127	0.394100	0.275000	0.266020	0	0	0.459317	2.512200	1.304710	-0.763198	1.000000
variance_mitigation	grpo	0	128	0.394100	0.275000	0.267420	0	0	0.207773	2.692000	0.964025	0.142101	1.000000
variance_mitigation	grpo	0	129	0.422900	0.283200	0.269640	0	0	0.736946	2.900600	1.580344	-1.343141	1.000000
variance_mitigation	grpo	0	130	0.422900	0.283200	0.271480	0	0	0.777560	2.973900	1.748391	-1.498018	1.000000
variance_mitigation	grpo	0	131	0.422900	0.283200	0.273320	0	0	0.789505	3.047200	1.835485	-1.497530	1.000000
variance_mitigation	grpo	0	132	0.354600	0.278700	0.274710	0	0	0.612481	3.052200	1.668611	-1.457285	1.000000
variance_mitigation	grpo	0	133	0.354600	0.278700	0.276120	0	0	0.498494	3.102600	1.468290	-1.020145	1.000000
variance_mitigation	grpo	0	134	0.354600	0.278700	0.277530	0	0	0.275264	3.153000	1.090621	-0.536632	1.000000
variance_mitigation	grpo	0	135	0.455700	0.279600	0.279030	0	0	0.174077	3.304500	1.062728	-1.063085	1.000000
variance_mitigation	grpo	0	136	0.455700	0.279600	0.279490	0	0	0.416305	3.366100	1.377632	-1.330007	1.000000
variance_mitigation	grpo	0	137	0.455700	0.279600	0.279950	0	0	0.509674	3.427700	1.536273	-1.442832	1.000000
variance_mitigation	grpo	0	138	0.490700	0.287000	0.281150	0	0	0.667643	3.524300	1.547870	-1.221562	1.000000
variance_mitigation	grpo	0	139	0.490700	0.287000	0.281530	0	0	0.730818	3.592100	1.716444	-1.341401	1.000000
variance_mitigation	grpo	0	140	0.490700	0.287000	0.281910	0	0	0.759744	3.659900	1.813954	-1.385055	1.000000
variance_mitigation	grpo	0	141	0.509000	0.288100	0.282400	0	1	0.759125	3.746000	1.672488	-1.309449	1.000000
variance_mitigation	grpo	0	142	0.509000	0.288100	0.283340	0	2	0.640433	3.900400	1.525636	-0.341914	1.000000
variance_mitigation	grpo	0	143	0.509000	0.288100	0.284280	0	3	0.340884	4.054800	1.029241	2.048312	1.000000
variance_mitigation	grpo	0	144	0.571700	0.295100	0.285920	0	4	0.914086	4.271900	1.204813	0.487513	1.000000
variance_mitigation	grpo	0	145	0.571700	0.295100	0.287470	0	5	0.822223	4.387900	1.498863	-0.546860	1.000000
variance_mitigation	grpo	0	146	0.571700	0.295100	0.289020	0	6	0.739568	4.503900	1.537726	-1.114311	1.000000
variance_mitigation	grpo	0	147	0.504400	0.291100	0.290170	0	7	0.564427	4.552600	1.665142	-1.274399	1.000000
variance_mitigation	grpo	0	148	0.504400	0.291100	0.290580	0	8	0.530977	4.566300	1.610590	-1.254725	1.000000
variance_mitigation	grpo	0	149	0.504400	0.291100	0.290990	0	9	0.490052	4.580000	1.544750	-1.239873	1.000000
variance_mitigation	grpo	0	150	0.603700	0.298600	0.292150	0	10	0.196673	4.693000	1.043491	-1.343898	1.000000
variance_mitigation	grpo	0	151	0.603700	0.298600	0.293200	0	11	0.383081	4.787700	1.305187	-1.668255	1.000000
variance_mitigation	grpo	0	152	0.603700	0.298600	0.294250	1	12	0.412969	4.882400	1.384812	-1.692929	1.000000
variance_mitigation	grpo	0	153	0.598100	0.297900	0.295230	1	13	0.572064	4.971500	1.674673	-1.345903	1.000000
variance_mitigation	grpo	0	154	0.598100	0.297900	0.295510	1	14	0.599082	4.997900	1.723297	-1.349234	1.000000
variance_mitigation	grpo	0	155	0.598100	0.297900	0.295790	1	15	0.619185	5.024300	1.761037	-1.314242	1.000000
variance_mitigation	grpo	0	156	0.618700	0.308600	0.297140	1	16	0.653355	5.071300	1.603563	-1.243091	1.000000
variance_mitigation	grpo	0	157	0.618700	0.308600	0.298890	1	17	0.499661	5.185600	1.385640	0.109305	1.000000
variance_mitigation	grpo	0	158	0.618700	0.308600	0.300640	1	18	0.048989	5.299900	0.647761	4.118062	1.000000
variance_mitigation	grpo	0	159	0.613200	0.312400	0.302770	1	19	0.658554	5.408700	1.794724	-1.590095	1.000000
variance_mitigation	grpo	0	160	0.613200	0.312400	0.304150	1	20	0.655230	5.418200	1.804034	-1.682989	1.000000
variance_mitigation	grpo	0	161	0.613200	0.312400	0.305530	1	21	0.642269	5.427700	1.795843	-1.589021	1.000000
variance_mitigation	grpo	0	162	0.682300	0.307400	0.306410	1	22	0.409722	5.506300	0.718861	3.316036	1.000000
variance_mitigation	grpo	0	163	0.682300	0.307400	0.307360	1	23	0.739636	5.590500	1.377263	-0.011315	1.000000
variance_mitigation	grpo	0	164	0.682300	0.307400	0.308310	1	24	0.736411	5.674700	1.567295	-1.238462	1.000000
variance_mitigation	grpo	0	165	0.716600	0.311300	0.309650	1	25	0.908198	5.793200	1.560013	-1.297965	1.000000
variance_mitigation	grpo	0	166	0.716600	0.311300	0.309920	1	26	0.869770	5.891100	1.735097	-1.641657	1.000000
variance_mitigation	grpo	0	167	0.716600	0.311300	0.310190	1	27	0.831142	5.989000	1.790407	-1.682734	1.000000
variance_mitigation	grpo	0	168	0.716600	0.317900	0.311120	1	28	0.759395	6.086900	1.730474	-1.363574	1.000000
variance_mitigation	grpo	0	169	0.716600	0.317900	0.311670	1	29	0.643565	6.190300	1.568855	-0.459158	1.000000
variance_mitigation	grpo	0	170	0.716600	0.317900	0.312220	1	30	0.351296	6.293700	1.068374	1.846408	1.000000
variance_mitigation	grpo	0	171	0.688000	0.319400	0.312920	1	31	0.537073	6.368500	1.494758	-1.779454	1.000000
variance_mitigation	grpo	0	172	0.688000	0.319400	0.314120	1	32	0.486074	6.374200	1.406250	-1.744293	1.000000
variance_mitigation	grpo	0	173	0.688000	0.319400	0.315320	1	33	0.420709	6.379900	1.297090	-1.748881	1.000000
variance_mitigation	grpo	0	174	0.714600	0.320500	0.316630	1	34	0.525712	6.412200	1.650309	-1.240588	1.000000
variance_mitigation	grpo	0	175	0.714600	0.320500	0.317550	1	35	0.515346	6.410200	1.634131	-1.241961	1.000000
variance_mitigation	grpo	0	176	0.714600	0.320500	0.318470	1	36	0.504252	6.408200	1.616890	-1.242353	1.000000
variance_mitigation	grpo	0	177	0.773200	0.316400	0.318980	1	37	0.648532	6.464800	0.965545	1.634159	1.000000
variance_mitigation	grpo	0	178	0.773200	0.316400	0.318830	1	38	0.829546	6.521400	1.536006	-0.398248	1.000000
variance_mitigation	grpo	0	179	0.773200	0.316400	0.318680	1	39	0.854795	6.578000	1.758000	-1.303534	1.000000
variance_mitigation	grpo	0	180	0.770000	0.324300	0.319320	1	40	0.815506	6.631400	1.786494	-1.703623	1.000000
variance_mitigation	grpo	0	181	0.770000	0.324300	0.319810	1	41	0.753165	6.713400	1.740849	-1.695673	1.000000
variance_mitigation	grpo	0	182	0.770000	0.324300	0.320300	1	42	0.641093	6.795400	1.582756	-1.390265	1.000000
variance_mitigation	grpo	0	183	0.694900	0.322200	0.320580	1	43	0.454993	6.802300	1.224209	-1.581880	1.000000
variance_mitigation	grpo	0	184	0.694900	0.322200	0.320750	1	44	0.565389	6.782600	1.409824	-1.605552	1.000000
variance_mitigation	grpo	0	185	0.694900	0.322200	0.320920	1	45	0.634357	6.762900	1.542459	-1.710282	1.000000
variance_mitigation	grpo	0	186	0.735100	0.332900	0.322160	1	46	0.662137	6.783400	1.819686	-1.449430	1.000000
variance_mitigation	grpo	0	187	0.735100	0.332900	0.323810	1	47	0.624802	6.745300	1.767503	-1.531396	1.000000
variance_mitigation	grpo	0	188	0.735100	0.332900	0.325460	1	48	0.568226	6.707200	1.683393	-1.491998	1.000000
variance_mitigation	grpo	0	189	0.825100	0.332900	0.327110	1	49	0.496822	6.759100	1.133762	-0.529550	1.000000
variance_mitigation	grpo	0	190	0.825100	0.332900	0.327970	1	50	0.688228	6.814200	1.494617	-1.002986	1.000000
variance_mitigation	grpo	0	191	0.825100	0.332900	0.328830	1	51	0.759579	6.869300	1.686773	-1.424682	1.000000
variance_mitigation	grpo	0	192	0.894000	0.334400	0.329840	1	52	0.945480	6.993300	1.526782	-1.090288	1.000000
variance_mitigation	grpo	0	193	0.894000	0.334400	0.331060	1	53	0.864059	7.192400	1.664386	-1.399566	1.000000
variance_mitigation	grpo	0	194	0.894000	0.334400	0.332280	1	54	0.784323	7.391500	1.655737	-1.476055	1.000000
variance_mitigation	grpo	0	195	0.794000	0.331300	0.333190	1	55	0.621637	7.490600	1.697570	-1.393411	1.000000
variance_mitigation	grpo	0	196	0.794000	0.331300	0.333030	1	56	0.530631	7.549500	1.539133	-1.120133	1.000000
variance_mitigation	grpo	0	197	0.794000	0.331300	0.332870	1	57	0.371514	7.608400	1.269757	-0.866904	1.000000
variance_mitigation	grpo	0	198	0.844200	0.335400	0.333120	1	58	0.446229	7.717500	1.618209	-1.368951	1.000000
variance_mitigation	grpo	0	199	0.844200	0.335400	0.333370	1	59	0.438221	7.736600	1.608141	-1.397726	1.000000
variance_mitigation	grpo	0	200	0.844200	0.335400	0.333620	1	60	0.427062	7.755700	1.593545	-1.386577	1.000000
variance_mitigation	grpo	0	201	0.869500	0.340900	0.334420	1	61	0.505854	7.800100	1.555154	-1.418988	1.000000
variance_mitigation	grpo	0	202	0.869500	0.340900	0.335070	1	62	0.429938	7.775600	1.433157	-1.311550	1.000000
variance_mitigation	grpo	0	203	0.869500	0.340900	0.335720	1	63	0.320425	7.751100	1.262624	-1.247589	1.000000
variance_mitigation	grpo	0	204	0.792900	0.340100	0.336290	1	64	0.504599	7.650000	1.421711	-1.690497	1.000000
variance_mitigation	grpo	0	205	0.792900	0.340100	0.337170	1	65	0.509601	7.648900	1.430230	-1.691393	1.000000
variance_mitigation	grpo	0	206	0.792900	0.340100	0.338050	1	66	0.514488	7.647800	1.438591	-1.692596	1.000000
variance_mitigation	grpo	0	207	0.822000	0.341400	0.339060	1	67	0.600991	7.675800	1.775265	-1.448350	1.000000
variance_mitigation	grpo	0	208	0.822000	0.341400	0.339660	1	68	0.597709	7.653600	1.775161	-1.497199	1.000000
variance_mitigation	grpo	0	209	0.822000	0.341400	0.340260	1	69	0.589653	7.631400	1.767292	-1.455894	1.000000
variance_mitigation	grpo	0	210	0.871600	0.348300	0.341550	1	70	0.506894	7.658800	1.426606	-1.649756	1.000000
variance_mitigation	grpo	0	211	0.871600	0.348300	0.342290	1	71	0.516153	7.660900	1.442409	-1.651707	1.000000
variance_mitigation	grpo	0	212	0.871600	0.348300	0.343030	1	72	0.525021	7.663000	1.457670	-1.654681	1.000000
variance_mitigation	grpo	0	213	0.831600	0.349300	0.343870	1	73	0.673103	7.625100	1.796332	-1.346831	1.000000
variance_mitigation	grpo	0	214	0.831600	0.349300	0.344790	1	74	0.595607	7.663800	1.669215	-1.168258	1.000000
variance_mitigation	grpo	0	215	0.831600	0.349300	0.345710	1	75	0.456942	7.702500	1.437825	-0.919452	1.000000
variance_mitigation	grpo	0	216	0.798700	0.347900	0.346490	1	76	0.550746	7.708300	1.385352	-1.076432	1.000000
variance_mitigation	grpo	0	217	0.798700	0.347900	0.347140	1	77	0.650172	7.685000	1.576922	-1.198421	1.000000
variance_mitigation	grpo	0	218	0.798700	0.347900	0.347790	1	78	0.705827	7.661700	1.701775	-1.352843	1.000000
variance_mitigation	grpo	0	219	0.861900	0.351100	0.348760	1	79	0.550117	7.701600	1.553713	-1.530969	1.000000
variance_mitigation	grpo	0	220	0.861900	0.351100	0.349040	1	80	0.510022	7.691900	1.484711	-1.494505	1.000000
variance_mitigation	grpo	0	221	0.861900	0.351100	0.349320	1	81	0.460706	7.682200	1.402106	-1.479118	1.000000
variance_mitigation	grpo	0	222	0.914100	0.358700	0.350360	1	82	0.831744	7.724700	1.346342	-0.302095	1.000000
variance_mitigation	grpo	0	223	0.914100	0.358700	0.351300	1	83	0.858513	7.807200	1.675631	-1.067304	1.000000
