training_run_id,base_model,is_lora,lora_rank,corrupted,last_request_time,checkpoint_count,last_checkpoint_path,match_confidence,match_method,matched_wandb_runs,wandb_project,wandb_run_id,wandb_name,wandb_state,wandb_url,time_delta_minutes,algorithm,dataset,group_size,learning_rate,steps,seed,final_metric,all_wandb_urls,wandb_model_labels,wandb_model_consistent,hf_repos,hf_model_label,hf_model_consistent,resolution
83515ec3-e231-5914-8f11-d9256651eb84:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:15:56.306228Z,6,tinker://83515ec3-e231-5914-8f11-d9256651eb84:train:0/sampler_weights/G16-s0_8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
854455c5-deb9-56b8-ba3f-9142c2f2b7ed:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:13:19.382122Z,2,tinker://854455c5-deb9-56b8-ba3f-9142c2f2b7ed:train:0/sampler_weights/G2-s0_4,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
920cdb2d-fe91-5ab4-a63d-69b76e33d95e:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:15:39.825664Z,3,tinker://920cdb2d-fe91-5ab4-a63d-69b76e33d95e:train:0/sampler_weights/G4-s0_6,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
72f98e53-e0de-5d03-a287-05b5ca9bf403:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:14:40.675834Z,4,tinker://72f98e53-e0de-5d03-a287-05b5ca9bf403:train:0/sampler_weights/G8-s0_6,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
f4141e3c-9249-5db7-9ba5-1293394814a9:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:20:08.053870Z,11,tinker://f4141e3c-9249-5db7-9ba5-1293394814a9:train:0/sampler_weights/curriculum-G4-s4_s10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
9d476752-2e87-5e14-b9ee-1ab368b8735f:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:12:17.829802Z,11,tinker://9d476752-2e87-5e14-b9ee-1ab368b8735f:train:0/sampler_weights/baseline-G4-s4_s10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
0ae112bd-e7ab-5ebd-a2ad-069062115e3b:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:17:58.055784Z,11,tinker://0ae112bd-e7ab-5ebd-a2ad-069062115e3b:train:0/sampler_weights/curriculum-G4-s3_s10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
caa3eea7-b76b-5348-93be-5679c21cf86f:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:11:01.608350Z,11,tinker://caa3eea7-b76b-5348-93be-5679c21cf86f:train:0/sampler_weights/baseline-G4-s3_s10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
b3ddf899-32cb-55a9-9aae-ed3035300ba7:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:03:08.111531Z,11,tinker://b3ddf899-32cb-55a9-9aae-ed3035300ba7:train:0/sampler_weights/baseline-G4-s2_s10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
598d9974-9aaa-5a28-8175-64e997656dae:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:03:22.479798Z,11,tinker://598d9974-9aaa-5a28-8175-64e997656dae:train:0/sampler_weights/baseline-G4-s0_s10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
e5093613-deb1-5a04-8b75-229d9a65f8b4:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:03:54.517518Z,11,tinker://e5093613-deb1-5a04-8b75-229d9a65f8b4:train:0/sampler_weights/baseline-G4-s1_s10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
3b6c55f7-cea6-5778-b448-413e6f722976:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:10:35.768436Z,10,tinker://3b6c55f7-cea6-5778-b448-413e6f722976:train:0/sampler_weights/curriculum-G4-s1_s10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
8440482d-e117-5b48-96fb-0b9b0e6d6ba5:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:10:15.819007Z,10,tinker://8440482d-e117-5b48-96fb-0b9b0e6d6ba5:train:0/sampler_weights/curriculum-G4-s0_s10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
12719b9d-01a8-58cf-9926-ab2663866a20:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T20:05:25.965970Z,10,tinker://12719b9d-01a8-58cf-9926-ab2663866a20:train:0/sampler_weights/curriculum-G4-s2_s9,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
170305ff-4a79-5c8c-a750-59731b7dcd5c:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T18:18:39.340094Z,11,tinker://170305ff-4a79-5c8c-a750-59731b7dcd5c:train:0/sampler_weights/curriculum-hard-s2_10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
c4f825f7-5686-562d-b5c3-ca9562373844:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T18:16:11.208808Z,11,tinker://c4f825f7-5686-562d-b5c3-ca9562373844:train:0/sampler_weights/baseline-hard-s2_10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
0dbc0dd0-4890-5432-890a-1836174e6603:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T18:15:07.163881Z,10,tinker://0dbc0dd0-4890-5432-890a-1836174e6603:train:0/sampler_weights/curriculum-hard-s1_9,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
58e1f89a-83c9-5030-a382-3551c1eb1f3a:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T17:54:03.948547Z,11,tinker://58e1f89a-83c9-5030-a382-3551c1eb1f3a:train:0/sampler_weights/baseline-hard-s0_10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
709b4c82-1c83-59f9-80d5-86acceb14082:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T17:51:13.778992Z,11,tinker://709b4c82-1c83-59f9-80d5-86acceb14082:train:0/sampler_weights/baseline-hard-s1_10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
0dd82d43-27fb-5900-89ee-9d6932c1f10d:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T17:51:10.264268Z,10,tinker://0dd82d43-27fb-5900-89ee-9d6932c1f10d:train:0/sampler_weights/curriculum-hard-s0_10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
2b57179d-9f22-5354-a3af-fc1abf8c1b5e:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T17:21:14.645018Z,1,tinker://2b57179d-9f22-5354-a3af-fc1abf8c1b5e:train:0/sampler_weights/curriculum-hard-s2_0,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d3ff1761-3001-592c-9550-fd1dfa558eb5:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T17:20:51.477826Z,1,tinker://d3ff1761-3001-592c-9550-fd1dfa558eb5:train:0/sampler_weights/curriculum-hard-s1_0,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
5aa8227b-a5ad-5516-80a3-8f2d6981ac4b:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T17:20:51.013933Z,1,tinker://5aa8227b-a5ad-5516-80a3-8f2d6981ac4b:train:0/sampler_weights/baseline-hard-s2_0,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
3e897ab6-c4fd-589a-8180-221fc41bf79b:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T17:08:26.150266Z,1,tinker://3e897ab6-c4fd-589a-8180-221fc41bf79b:train:0/sampler_weights/curriculum-hard-s0_0,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
57001d08-e989-59d1-93c4-5fae9a4294c4:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T17:08:25.360656Z,1,tinker://57001d08-e989-59d1-93c4-5fae9a4294c4:train:0/sampler_weights/baseline-hard-s0_0,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
68141fa4-2d32-51ec-8f17-d0e80c560194:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T17:08:25.580190Z,1,tinker://68141fa4-2d32-51ec-8f17-d0e80c560194:train:0/sampler_weights/baseline-hard-s1_0,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
713fa53b-163d-5d41-8b14-857b4fa9fce4:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T16:45:28.803773Z,6,tinker://713fa53b-163d-5d41-8b14-857b4fa9fce4:train:0/sampler_weights/curriculum-b30000-s2_5,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
379a4531-2fda-52f1-a426-11bf1ef3069b:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T16:46:36.850945Z,11,tinker://379a4531-2fda-52f1-a426-11bf1ef3069b:train:0/sampler_weights/baseline-b30000-s2_10,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
944978ab-e3cf-5d01-a6c9-7dd7da8f5263:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T16:43:41.545543Z,9,tinker://944978ab-e3cf-5d01-a6c9-7dd7da8f5263:train:0/sampler_weights/curriculum-b30000-s1_8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
2b60e955-e5bf-57b2-9032-5b0559231281:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T16:42:25.201255Z,6,tinker://2b60e955-e5bf-57b2-9032-5b0559231281:train:0/sampler_weights/surprise-s1_8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
3eb1a932-6bb2-5d04-b3e8-4f1740bffe62:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T16:42:20.276730Z,7,tinker://3eb1a932-6bb2-5d04-b3e8-4f1740bffe62:train:0/sampler_weights/mean-s1_8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d35493e2-0524-5dc5-baec-f5f8a19ebab8:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T16:42:12.724535Z,7,tinker://d35493e2-0524-5dc5-baec-f5f8a19ebab8:train:0/sampler_weights/sum-s1_8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
caaeace6-ddd0-53ca-88ae-686ce55ec2c2:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T16:36:57.933274Z,2,tinker://caaeace6-ddd0-53ca-88ae-686ce55ec2c2:train:0/sampler_weights/mean-s0_3,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
f49ac863-5346-579c-8c87-c59e6cbb6e7e:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T16:40:50.877796Z,13,tinker://f49ac863-5346-579c-8c87-c59e6cbb6e7e:train:0/sampler_weights/baseline-b30000-s0_12,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
c73fec78-c118-5e40-bbb2-252fc523afb9:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T16:37:47.915831Z,3,tinker://c73fec78-c118-5e40-bbb2-252fc523afb9:train:0/sampler_weights/curriculum-b30000-s0_2,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
ce510c58-7829-5626-8096-4d9cd3deb545:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T16:36:46.345065Z,2,tinker://ce510c58-7829-5626-8096-4d9cd3deb545:train:0/sampler_weights/surprise-s0_2,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
417573d5-d7ca-58de-a797-fa3de7508726:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T16:37:21.484332Z,4,tinker://417573d5-d7ca-58de-a797-fa3de7508726:train:0/sampler_weights/sum-s0_3,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
11cf8dc6-9ba7-5c87-af7d-352ff17ee8e0:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T16:40:23.770023Z,12,tinker://11cf8dc6-9ba7-5c87-af7d-352ff17ee8e0:train:0/sampler_weights/baseline-b30000-s1_11,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
3d4242cd-8f0a-565e-b1af-0953ce5fef02:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T14:08:05.289043Z,9,tinker://3d4242cd-8f0a-565e-b1af-0953ce5fef02:train:0/sampler_weights/baseline-G16-s0_s8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
306e5c7d-aa79-52ff-bbbf-b1961d463bc7:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T14:07:23.566971Z,9,tinker://306e5c7d-aa79-52ff-bbbf-b1961d463bc7:train:0/sampler_weights/baseline-G8-s0_s8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
3695a291-8ff3-5be4-a9ac-c4211b5e8806:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T14:05:49.909790Z,9,tinker://3695a291-8ff3-5be4-a9ac-c4211b5e8806:train:0/sampler_weights/baseline-G2-s0_s8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
0cce2120-db30-566a-a288-553d5e89c354:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T14:07:47.906430Z,9,tinker://0cce2120-db30-566a-a288-553d5e89c354:train:0/sampler_weights/curriculum-G4-s2_s8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
508b320b-71ce-5ad1-a50d-093e9eadda25:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T14:02:04.858396Z,9,tinker://508b320b-71ce-5ad1-a50d-093e9eadda25:train:0/sampler_weights/baseline-G4-s2_s8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
1a44e1ae-1fbc-53fc-8e32-e7cb46f68644:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T13:56:58.691853Z,9,tinker://1a44e1ae-1fbc-53fc-8e32-e7cb46f68644:train:0/sampler_weights/baseline-G4-s1_s8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
53d262bb-49ea-5ecb-8d41-7420dd1418b1:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T13:56:46.531984Z,9,tinker://53d262bb-49ea-5ecb-8d41-7420dd1418b1:train:0/sampler_weights/baseline-G4-s0_s8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
b9760176-82d6-57c6-82ba-f31faf01b315:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T13:59:47.561319Z,8,tinker://b9760176-82d6-57c6-82ba-f31faf01b315:train:0/sampler_weights/curriculum-G4-s1_s7,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
6f0b713e-6e25-51f1-b9d5-4bde5d60f6a0:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T14:02:43.659558Z,9,tinker://6f0b713e-6e25-51f1-b9d5-4bde5d60f6a0:train:0/sampler_weights/curriculum-G4-s0_s8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
da47880c-e994-5a66-9938-caf7547d696d:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T13:24:53.198304Z,7,tinker://da47880c-e994-5a66-9938-caf7547d696d:train:0/sampler_weights/G2_s6,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
da47880c-e994-5a66-9938-caf7547d696d:train:1,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T13:25:13.590402Z,7,tinker://da47880c-e994-5a66-9938-caf7547d696d:train:1/sampler_weights/G4_s6,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
da47880c-e994-5a66-9938-caf7547d696d:train:2,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T13:25:16.417297Z,7,tinker://da47880c-e994-5a66-9938-caf7547d696d:train:2/sampler_weights/G8_s6,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
da47880c-e994-5a66-9938-caf7547d696d:train:3,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T13:25:19.694235Z,7,tinker://da47880c-e994-5a66-9938-caf7547d696d:train:3/sampler_weights/G16_s6,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
69274667-30c5-5ec7-8bdb-1b54bf07804f:train:1,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T13:30:12.518001Z,9,tinker://69274667-30c5-5ec7-8bdb-1b54bf07804f:train:1/sampler_weights/curriculum_s8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
69274667-30c5-5ec7-8bdb-1b54bf07804f:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T13:18:25.770913Z,9,tinker://69274667-30c5-5ec7-8bdb-1b54bf07804f:train:0/sampler_weights/baseline_s8,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
f46d5f5b-e030-5c1a-9e74-177ac917bbf5:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T13:08:14.563383Z,3,tinker://f46d5f5b-e030-5c1a-9e74-177ac917bbf5:train:0/sampler_weights/final,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
c411aa35-1529-5d3a-b3b4-fb181b7e7b15:train:0,Qwen/Qwen3.5-4B,True,8,False,2026-07-06T12:58:31.211378Z,1,tinker://c411aa35-1529-5d3a-b3b4-fb181b7e7b15:train:0/sampler_weights/billing_probe_step0,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d4efe8d6-dc9a-53c9-8888-00aa02d7c0ed:train:5,Qwen/Qwen3-8B,True,8,False,2026-07-04T12:06:47.785777Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d4efe8d6-dc9a-53c9-8888-00aa02d7c0ed:train:4,Qwen/Qwen3-8B,True,8,False,2026-07-04T12:06:47.031951Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
6e841b81-8dbf-5c90-a57f-edfcbe5c8dc2:train:0,Qwen/Qwen3.5-4B,True,16,False,2026-07-04T12:17:10.703175Z,5,tinker://6e841b81-8dbf-5c90-a57f-edfcbe5c8dc2:train:0/sampler_weights/n10_grpo_s727_final,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
81286f93-9efa-5cb3-a275-24e7c47db2db:train:0,Qwen/Qwen3.5-4B,True,16,False,2026-07-04T11:59:26.026869Z,5,tinker://81286f93-9efa-5cb3-a275-24e7c47db2db:train:0/sampler_weights/n10_grpo_s590_final,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
2986e3d1-a8f9-52fe-8eed-40ffe36b589a:train:0,Qwen/Qwen3.5-4B,True,16,False,2026-07-04T11:43:10.528394Z,5,tinker://2986e3d1-a8f9-52fe-8eed-40ffe36b589a:train:0/sampler_weights/n10_grpo_s453_final,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d4efe8d6-dc9a-53c9-8888-00aa02d7c0ed:train:3,Qwen/Qwen3.5-4B,True,8,False,2026-07-04T11:25:57.986871Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
86af7b6e-4218-5d9f-89da-edec4105bd96:train:4,Qwen/Qwen3.5-4B,True,32,False,2026-07-04T11:52:59.145356Z,10,tinker://86af7b6e-4218-5d9f-89da-edec4105bd96:train:4/sampler_weights/areal_s36,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
078846ae-cc22-5263-810d-f3f945473444:train:0,Qwen/Qwen3.5-4B,True,16,False,2026-07-04T11:26:10.167328Z,5,tinker://078846ae-cc22-5263-810d-f3f945473444:train:0/sampler_weights/n10_grpo_s316_final,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
86af7b6e-4218-5d9f-89da-edec4105bd96:train:3,Qwen/Qwen3.5-4B,True,32,False,2026-07-04T11:18:04.601036Z,40,tinker://86af7b6e-4218-5d9f-89da-edec4105bd96:train:3/sampler_weights/gift_s39,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
1773660e-5a4d-513a-a540-754dd79612d5:train:0,Qwen/Qwen3.5-4B,True,16,False,2026-07-04T11:09:04.494547Z,5,tinker://1773660e-5a4d-513a-a540-754dd79612d5:train:0/sampler_weights/n10_grpo_s179_final,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
86af7b6e-4218-5d9f-89da-edec4105bd96:train:2,Qwen/Qwen3.5-4B,True,32,False,2026-07-04T11:06:18.032996Z,40,tinker://86af7b6e-4218-5d9f-89da-edec4105bd96:train:2/sampler_weights/aero_s39,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d4efe8d6-dc9a-53c9-8888-00aa02d7c0ed:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-07-04T10:44:00.987768Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d4efe8d6-dc9a-53c9-8888-00aa02d7c0ed:train:1,meta-llama/Llama-3.2-3B,True,8,False,2026-07-04T10:44:00.970101Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d4efe8d6-dc9a-53c9-8888-00aa02d7c0ed:train:2,meta-llama/Llama-3.2-3B,True,8,False,2026-07-04T10:44:00.746181Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
86af7b6e-4218-5d9f-89da-edec4105bd96:train:1,Qwen/Qwen3.5-4B,True,32,False,2026-07-04T10:54:26.326827Z,40,tinker://86af7b6e-4218-5d9f-89da-edec4105bd96:train:1/sampler_weights/grpo_s39,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
