G	T_tokens	acc_pred	is_measured
64	1289978.4268989158	0.3922448979591835	False
64	1404246.2189716576	0.4063265306122448	False
64	1528635.9852052915	0.42040816326530606	False
64	1664044.3418646054	0.43448979591836734	False
64	1811447.3285278135	0.4485714285714286	False
64	1971907.4434961975	0.4626530612244896	False
64	2146581.3024085467	0.47673469387755085	False
64	2336727.975264554	0.49081632653061213	False
64	2543718.0619514934	0.5048979591836734	False
64	2769043.571691609	0.5189795918367347	False
64	3014328.6776224594	0.5330612244897956	False
64	3281341.424030548	0.5471428571428569	False
64	3572006.470625299	0.5612244897959182	False
64	3888418.965715718	0.5753061224489795	True
64	4232859.648289185	0.5889795918367347	True
64	4607811.287849982	0.6024489795918367	False
64	5015976.5805178825	0.6159183673469388	False
64	5460297.630383983	0.6293877551020407	False
64	5943977.15654779	0.6428571428571428	False
64	6470501.578698265	0.6563265306122449	False
64	7043666.147642625	0.669795918367347	False
64	7667602.301926628	0.6832653061224491	False
64	8346807.447736144	0.6967346938775509	False
64	9086177.376737168	0.7102040816326527	False
64	9891041.555525823	0.7236734693877551	False
64	10767201.54105883	0.7371428571428569	False
64	11720972.798967978	0.7506122448979593	False
64	12759230.226189012	0.7640816326530611	False
64	13889457.70603871	0.7775510204081635	False
64	15119802.052937701	0.7910204081632654	True
64	16459131.735620407	0.8014285714285714	True
64	17917100.802114848	0.8057142857142858	False
64	19504218.467271585	0.8099999999999999	False
64	21231924.86443772	0.8142857142857144	False
64	23112673.507301427	0.8185714285714286	False
64	25160021.056303885	0.822857142857143	False
64	27388725.036663365	0.8271428571428572	False
64	29814850.212376956	0.8314285714285714	False
64	32455884.3829545	0.8357142857142857	False
64	35330864.437561974	0.84	False
64	38460513.57518885	0.8442857142857142	False
64	41867390.67993676	0.8485714285714285	False
64	45576052.92814507	0.8528571428571428	False
64	49613232.79944672	0.8571428571428572	False
64	54008030.76766718	0.8614285714285714	False
64	58792125.060510546	0.8657142857142858	True
64	64000000.0	0.87	True
