cell_id	mutation_id	mutation_name	n_checks_failed	flipped_check_ids	caught
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	M8	per_step_zvf_path_break	1	C10	1
