method	step	prompt_idx	k	p_hat	controller	G_prime	yield_base	yield_ctrl	delta_yield
gift	31	10	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	31	10	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	31	10	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	31	10	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	31	10	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	31	10	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	31	10	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	31	10	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	31	10	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	31	11	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	31	11	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	31	11	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	31	11	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	31	11	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	31	11	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	31	11	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	31	11	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	31	11	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	31	12	7	0.875	C0_fixed	8	0.6564	0.6564	0.0
gift	31	12	7	0.875	C1_zvf_triage	16	0.6564	0.8819	0.2255
gift	31	12	7	0.875	C2_dualformer	4	0.6564	0.4136	-0.2428
gift	31	12	7	0.875	C3_hybrid	4	0.6564	0.4136	-0.2428
gift	31	12	7	0.875	C4_bayesian	16	0.6564	0.8819	0.2255
gift	31	12	7	0.875	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
gift	31	12	7	0.875	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
gift	31	12	7	0.875	C5_iso_g_0.90	24	0.6564	0.9594	0.303
gift	31	12	7	0.875	C5_iso_g_0.95	24	0.6564	0.9594	0.303
gift	31	13	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	31	13	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	31	13	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	31	13	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	31	13	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	31	13	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	31	13	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	31	13	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	31	13	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	31	14	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	31	14	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	31	14	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	31	14	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	31	14	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	31	14	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	31	14	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	31	14	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	31	14	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	31	15	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	31	15	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	31	15	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	31	15	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	31	15	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	31	15	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	31	15	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	31	15	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	31	15	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	32	0	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	32	0	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	32	0	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	32	0	8	1.0	C3_hybrid	16	0.0	0.0	0.0
gift	32	0	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	32	0	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	32	0	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	32	0	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	32	0	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	32	1	5	0.625	C0_fixed	8	0.9763	0.9763	0.0
gift	32	1	5	0.625	C1_zvf_triage	16	0.9763	0.9995	0.0231
gift	32	1	5	0.625	C2_dualformer	16	0.9763	0.9995	0.0231
gift	32	1	5	0.625	C3_hybrid	16	0.9763	0.9995	0.0231
gift	32	1	5	0.625	C4_bayesian	16	0.9763	0.9995	0.0231
gift	32	1	5	0.625	C5_iso_g_0.50	4	0.9763	0.8276	-0.1487
gift	32	1	5	0.625	C5_iso_g_0.70	4	0.9763	0.8276	-0.1487
gift	32	1	5	0.625	C5_iso_g_0.90	6	0.9763	0.9376	-0.0387
gift	32	1	5	0.625	C5_iso_g_0.95	8	0.9763	0.9763	0.0
gift	32	2	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	32	2	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	32	2	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	32	2	8	1.0	C3_hybrid	16	0.0	0.0	0.0
gift	32	2	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	32	2	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	32	2	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	32	2	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	32	2	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	32	3	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	32	3	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	32	3	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	32	3	8	1.0	C3_hybrid	16	0.0	0.0	0.0
gift	32	3	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	32	3	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	32	3	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	32	3	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	32	3	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	32	4	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	32	4	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	32	4	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	32	4	8	1.0	C3_hybrid	16	0.0	0.0	0.0
gift	32	4	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	32	4	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	32	4	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	32	4	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	32	4	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	32	5	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	32	5	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	32	5	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	32	5	8	1.0	C3_hybrid	16	0.0	0.0	0.0
gift	32	5	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	32	5	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	32	5	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	32	5	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	32	5	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	32	6	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	32	6	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	32	6	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	32	6	8	1.0	C3_hybrid	16	0.0	0.0	0.0
gift	32	6	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	32	6	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	32	6	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	32	6	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	32	6	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	32	7	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	32	7	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	32	7	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	32	7	8	1.0	C3_hybrid	16	0.0	0.0	0.0
gift	32	7	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	32	7	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	32	7	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	32	7	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	32	7	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	32	8	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	32	8	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	32	8	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	32	8	8	1.0	C3_hybrid	16	0.0	0.0	0.0
gift	32	8	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	32	8	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	32	8	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	32	8	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	32	8	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	32	9	5	0.625	C0_fixed	8	0.9763	0.9763	0.0
gift	32	9	5	0.625	C1_zvf_triage	16	0.9763	0.9995	0.0231
gift	32	9	5	0.625	C2_dualformer	16	0.9763	0.9995	0.0231
gift	32	9	5	0.625	C3_hybrid	16	0.9763	0.9995	0.0231
gift	32	9	5	0.625	C4_bayesian	16	0.9763	0.9995	0.0231
gift	32	9	5	0.625	C5_iso_g_0.50	4	0.9763	0.8276	-0.1487
gift	32	9	5	0.625	C5_iso_g_0.70	4	0.9763	0.8276	-0.1487
gift	32	9	5	0.625	C5_iso_g_0.90	6	0.9763	0.9376	-0.0387
gift	32	9	5	0.625	C5_iso_g_0.95	8	0.9763	0.9763	0.0
gift	32	10	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	32	10	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	32	10	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	32	10	8	1.0	C3_hybrid	16	0.0	0.0	0.0
gift	32	10	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	32	10	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	32	10	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	32	10	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	32	10	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	32	11	1	0.125	C0_fixed	8	0.6564	0.6564	0.0
gift	32	11	1	0.125	C1_zvf_triage	16	0.6564	0.8819	0.2255
gift	32	11	1	0.125	C2_dualformer	16	0.6564	0.8819	0.2255
gift	32	11	1	0.125	C3_hybrid	16	0.6564	0.8819	0.2255
gift	32	11	1	0.125	C4_bayesian	16	0.6564	0.8819	0.2255
gift	32	11	1	0.125	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
gift	32	11	1	0.125	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
gift	32	11	1	0.125	C5_iso_g_0.90	24	0.6564	0.9594	0.303
gift	32	11	1	0.125	C5_iso_g_0.95	24	0.6564	0.9594	0.303
gift	32	12	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	32	12	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	32	12	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	32	12	8	1.0	C3_hybrid	16	0.0	0.0	0.0
gift	32	12	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	32	12	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	32	12	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	32	12	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	32	12	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	32	13	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	32	13	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	32	13	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	32	13	8	1.0	C3_hybrid	16	0.0	0.0	0.0
gift	32	13	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	32	13	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	32	13	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	32	13	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	32	13	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	32	14	1	0.125	C0_fixed	8	0.6564	0.6564	0.0
gift	32	14	1	0.125	C1_zvf_triage	16	0.6564	0.8819	0.2255
gift	32	14	1	0.125	C2_dualformer	16	0.6564	0.8819	0.2255
gift	32	14	1	0.125	C3_hybrid	16	0.6564	0.8819	0.2255
gift	32	14	1	0.125	C4_bayesian	16	0.6564	0.8819	0.2255
gift	32	14	1	0.125	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
gift	32	14	1	0.125	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
gift	32	14	1	0.125	C5_iso_g_0.90	24	0.6564	0.9594	0.303
gift	32	14	1	0.125	C5_iso_g_0.95	24	0.6564	0.9594	0.303
gift	32	15	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	32	15	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	32	15	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	32	15	8	1.0	C3_hybrid	16	0.0	0.0	0.0
gift	32	15	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	32	15	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	32	15	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	32	15	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	32	15	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	0	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	0	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	0	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	0	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	0	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	0	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	0	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	0	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	0	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	1	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	1	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	1	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	1	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	1	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	1	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	1	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	1	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	1	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	2	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	2	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	2	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	2	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	2	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	2	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	2	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	2	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	2	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	3	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	3	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	3	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	3	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	3	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	3	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	3	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	3	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	3	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	4	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	4	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	4	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	4	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	4	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	4	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	4	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	4	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	4	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	5	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	5	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	5	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	5	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	5	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	5	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	5	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	5	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	5	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	6	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	6	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	6	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	6	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	6	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	6	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	6	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	6	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	6	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	7	7	0.875	C0_fixed	8	0.6564	0.6564	0.0
gift	33	7	7	0.875	C1_zvf_triage	16	0.6564	0.8819	0.2255
gift	33	7	7	0.875	C2_dualformer	4	0.6564	0.4136	-0.2428
gift	33	7	7	0.875	C3_hybrid	4	0.6564	0.4136	-0.2428
gift	33	7	7	0.875	C4_bayesian	16	0.6564	0.8819	0.2255
gift	33	7	7	0.875	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
gift	33	7	7	0.875	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
gift	33	7	7	0.875	C5_iso_g_0.90	24	0.6564	0.9594	0.303
gift	33	7	7	0.875	C5_iso_g_0.95	24	0.6564	0.9594	0.303
gift	33	8	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	8	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	8	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	8	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	8	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	8	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	8	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	8	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	8	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	9	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	9	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	9	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	9	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	9	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	9	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	9	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	9	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	9	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	10	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	10	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	10	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	10	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	10	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	10	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	10	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	10	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	10	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	11	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	11	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	11	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	11	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	11	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	11	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	11	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	11	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	11	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	12	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	12	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	12	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	12	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	12	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	12	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	12	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	12	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	12	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	13	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	13	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	13	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	13	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	13	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	13	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	13	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	13	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	13	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	14	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	33	14	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	14	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	33	14	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	14	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	14	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	14	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	14	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	14	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	33	15	0	0.0	C0_fixed	8	0.0	0.0	0.0
gift	33	15	0	0.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	33	15	0	0.0	C2_dualformer	16	0.0	0.0	0.0
gift	33	15	0	0.0	C3_hybrid	4	0.0	0.0	0.0
gift	33	15	0	0.0	C4_bayesian	16	0.0	0.0	0.0
gift	33	15	0	0.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	33	15	0	0.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	33	15	0	0.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	33	15	0	0.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	34	0	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	34	0	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	34	0	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	34	0	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	34	0	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	34	0	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	34	0	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	34	0	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	34	0	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	34	1	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	34	1	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	34	1	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	34	1	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	34	1	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	34	1	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	34	1	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	34	1	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	34	1	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	34	2	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	34	2	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	34	2	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	34	2	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	34	2	8	1.0	C4_bayesian	16	0.0	0.0	0.0
gift	34	2	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
gift	34	2	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
gift	34	2	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
gift	34	2	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
gift	34	3	8	1.0	C0_fixed	8	0.0	0.0	0.0
gift	34	3	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
gift	34	3	8	1.0	C2_dualformer	2	0.0	0.0	0.0
gift	34	3	8	1.0	C3_hybrid	4	0.0	0.0	0.0
gift	34	3	8	1.0	C4_bayesian	16	0.0	0.0	0.0
