method	step	prompt_idx	k	p_hat	controller	G_prime	yield_base	yield_ctrl	delta_yield
aero	24	10	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	24	10	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	24	10	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	24	10	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	24	10	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	24	10	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	24	10	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	24	11	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	24	11	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	24	11	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	24	11	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	24	11	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	24	11	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	24	11	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	24	11	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	24	11	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	24	12	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	24	12	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	24	12	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	24	12	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	24	12	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	24	12	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	24	12	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	24	12	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	24	12	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	24	13	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	24	13	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	24	13	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	24	13	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	24	13	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	24	13	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	24	13	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	24	13	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	24	13	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	24	14	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	24	14	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	24	14	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	24	14	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	24	14	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	24	14	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	24	14	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	24	14	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	24	14	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	24	15	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	24	15	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	24	15	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	24	15	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	24	15	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	24	15	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	24	15	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	24	15	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	24	15	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	25	0	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	25	0	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
aero	25	0	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	25	0	8	1.0	C3_hybrid	8	0.0	0.0	0.0
aero	25	0	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	25	0	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	25	0	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	25	0	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	25	0	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	25	1	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	25	1	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
aero	25	1	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	25	1	8	1.0	C3_hybrid	8	0.0	0.0	0.0
aero	25	1	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	25	1	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	25	1	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	25	1	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	25	1	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	25	2	3	0.375	C0_fixed	8	0.9763	0.9763	0.0
aero	25	2	3	0.375	C1_zvf_triage	8	0.9763	0.9763	0.0
aero	25	2	3	0.375	C2_dualformer	16	0.9763	0.9995	0.0231
aero	25	2	3	0.375	C3_hybrid	8	0.9763	0.9763	0.0
aero	25	2	3	0.375	C4_bayesian	16	0.9763	0.9995	0.0231
aero	25	2	3	0.375	C5_iso_g_0.50	4	0.9763	0.8276	-0.1487
aero	25	2	3	0.375	C5_iso_g_0.70	4	0.9763	0.8276	-0.1487
aero	25	2	3	0.375	C5_iso_g_0.90	6	0.9763	0.9376	-0.0387
aero	25	2	3	0.375	C5_iso_g_0.95	8	0.9763	0.9763	0.0
aero	25	3	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	25	3	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
aero	25	3	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	25	3	8	1.0	C3_hybrid	8	0.0	0.0	0.0
aero	25	3	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	25	3	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	25	3	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	25	3	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	25	3	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	25	4	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	25	4	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
aero	25	4	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	25	4	8	1.0	C3_hybrid	8	0.0	0.0	0.0
aero	25	4	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	25	4	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	25	4	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	25	4	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	25	4	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	25	5	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	25	5	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
aero	25	5	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	25	5	8	1.0	C3_hybrid	8	0.0	0.0	0.0
aero	25	5	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	25	5	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	25	5	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	25	5	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	25	5	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	25	6	0	0.0	C0_fixed	8	0.0	0.0	0.0
aero	25	6	0	0.0	C1_zvf_triage	8	0.0	0.0	0.0
aero	25	6	0	0.0	C2_dualformer	16	0.0	0.0	0.0
aero	25	6	0	0.0	C3_hybrid	8	0.0	0.0	0.0
aero	25	6	0	0.0	C4_bayesian	16	0.0	0.0	0.0
aero	25	6	0	0.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	25	6	0	0.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	25	6	0	0.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	25	6	0	0.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	25	7	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	25	7	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
aero	25	7	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	25	7	8	1.0	C3_hybrid	8	0.0	0.0	0.0
aero	25	7	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	25	7	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	25	7	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	25	7	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	25	7	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	25	8	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	25	8	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
aero	25	8	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	25	8	8	1.0	C3_hybrid	8	0.0	0.0	0.0
aero	25	8	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	25	8	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	25	8	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	25	8	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	25	8	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	25	9	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	25	9	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
aero	25	9	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	25	9	8	1.0	C3_hybrid	8	0.0	0.0	0.0
aero	25	9	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	25	9	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	25	9	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	25	9	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	25	9	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	25	10	6	0.75	C0_fixed	8	0.8999	0.8999	0.0
aero	25	10	6	0.75	C1_zvf_triage	8	0.8999	0.8999	0.0
aero	25	10	6	0.75	C2_dualformer	8	0.8999	0.8999	0.0
aero	25	10	6	0.75	C3_hybrid	8	0.8999	0.8999	0.0
aero	25	10	6	0.75	C4_bayesian	16	0.8999	0.99	0.0901
aero	25	10	6	0.75	C5_iso_g_0.50	4	0.8999	0.6797	-0.2202
aero	25	10	6	0.75	C5_iso_g_0.70	6	0.8999	0.8218	-0.0781
aero	25	10	6	0.75	C5_iso_g_0.90	10	0.8999	0.9437	0.0438
aero	25	10	6	0.75	C5_iso_g_0.95	12	0.8999	0.9683	0.0685
aero	25	11	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	25	11	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
aero	25	11	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	25	11	8	1.0	C3_hybrid	8	0.0	0.0	0.0
aero	25	11	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	25	11	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	25	11	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	25	11	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	25	11	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	25	12	2	0.25	C0_fixed	8	0.8999	0.8999	0.0
aero	25	12	2	0.25	C1_zvf_triage	8	0.8999	0.8999	0.0
aero	25	12	2	0.25	C2_dualformer	16	0.8999	0.99	0.0901
aero	25	12	2	0.25	C3_hybrid	8	0.8999	0.8999	0.0
aero	25	12	2	0.25	C4_bayesian	16	0.8999	0.99	0.0901
aero	25	12	2	0.25	C5_iso_g_0.50	4	0.8999	0.6797	-0.2202
aero	25	12	2	0.25	C5_iso_g_0.70	6	0.8999	0.8218	-0.0781
aero	25	12	2	0.25	C5_iso_g_0.90	10	0.8999	0.9437	0.0438
aero	25	12	2	0.25	C5_iso_g_0.95	12	0.8999	0.9683	0.0685
aero	25	13	7	0.875	C0_fixed	8	0.6564	0.6564	0.0
aero	25	13	7	0.875	C1_zvf_triage	8	0.6564	0.6564	0.0
aero	25	13	7	0.875	C2_dualformer	4	0.6564	0.4136	-0.2428
aero	25	13	7	0.875	C3_hybrid	8	0.6564	0.6564	0.0
aero	25	13	7	0.875	C4_bayesian	16	0.6564	0.8819	0.2255
aero	25	13	7	0.875	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
aero	25	13	7	0.875	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
aero	25	13	7	0.875	C5_iso_g_0.90	24	0.6564	0.9594	0.303
aero	25	13	7	0.875	C5_iso_g_0.95	24	0.6564	0.9594	0.303
aero	25	14	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	25	14	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
aero	25	14	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	25	14	8	1.0	C3_hybrid	8	0.0	0.0	0.0
aero	25	14	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	25	14	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	25	14	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	25	14	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	25	14	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	25	15	7	0.875	C0_fixed	8	0.6564	0.6564	0.0
aero	25	15	7	0.875	C1_zvf_triage	8	0.6564	0.6564	0.0
aero	25	15	7	0.875	C2_dualformer	4	0.6564	0.4136	-0.2428
aero	25	15	7	0.875	C3_hybrid	8	0.6564	0.6564	0.0
aero	25	15	7	0.875	C4_bayesian	16	0.6564	0.8819	0.2255
aero	25	15	7	0.875	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
aero	25	15	7	0.875	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
aero	25	15	7	0.875	C5_iso_g_0.90	24	0.6564	0.9594	0.303
aero	25	15	7	0.875	C5_iso_g_0.95	24	0.6564	0.9594	0.303
aero	26	0	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	26	0	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	0	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	26	0	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	0	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	0	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	0	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	0	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	0	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	1	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	26	1	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	1	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	26	1	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	1	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	1	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	1	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	1	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	1	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	2	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	26	2	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	2	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	26	2	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	2	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	2	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	2	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	2	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	2	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	3	0	0.0	C0_fixed	8	0.0	0.0	0.0
aero	26	3	0	0.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	3	0	0.0	C2_dualformer	16	0.0	0.0	0.0
aero	26	3	0	0.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	3	0	0.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	3	0	0.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	3	0	0.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	3	0	0.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	3	0	0.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	4	6	0.75	C0_fixed	8	0.8999	0.8999	0.0
aero	26	4	6	0.75	C1_zvf_triage	16	0.8999	0.99	0.0901
aero	26	4	6	0.75	C2_dualformer	8	0.8999	0.8999	0.0
aero	26	4	6	0.75	C3_hybrid	16	0.8999	0.99	0.0901
aero	26	4	6	0.75	C4_bayesian	16	0.8999	0.99	0.0901
aero	26	4	6	0.75	C5_iso_g_0.50	4	0.8999	0.6797	-0.2202
aero	26	4	6	0.75	C5_iso_g_0.70	6	0.8999	0.8218	-0.0781
aero	26	4	6	0.75	C5_iso_g_0.90	10	0.8999	0.9437	0.0438
aero	26	4	6	0.75	C5_iso_g_0.95	12	0.8999	0.9683	0.0685
aero	26	5	0	0.0	C0_fixed	8	0.0	0.0	0.0
aero	26	5	0	0.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	5	0	0.0	C2_dualformer	16	0.0	0.0	0.0
aero	26	5	0	0.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	5	0	0.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	5	0	0.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	5	0	0.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	5	0	0.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	5	0	0.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	6	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	26	6	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	6	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	26	6	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	6	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	6	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	6	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	6	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	6	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	7	3	0.375	C0_fixed	8	0.9763	0.9763	0.0
aero	26	7	3	0.375	C1_zvf_triage	16	0.9763	0.9995	0.0231
aero	26	7	3	0.375	C2_dualformer	16	0.9763	0.9995	0.0231
aero	26	7	3	0.375	C3_hybrid	16	0.9763	0.9995	0.0231
aero	26	7	3	0.375	C4_bayesian	16	0.9763	0.9995	0.0231
aero	26	7	3	0.375	C5_iso_g_0.50	4	0.9763	0.8276	-0.1487
aero	26	7	3	0.375	C5_iso_g_0.70	4	0.9763	0.8276	-0.1487
aero	26	7	3	0.375	C5_iso_g_0.90	6	0.9763	0.9376	-0.0387
aero	26	7	3	0.375	C5_iso_g_0.95	8	0.9763	0.9763	0.0
aero	26	8	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	26	8	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	8	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	26	8	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	8	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	8	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	8	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	8	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	8	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	9	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	26	9	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	9	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	26	9	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	9	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	9	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	9	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	9	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	9	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	10	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	26	10	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	10	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	26	10	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	10	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	10	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	10	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	10	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	10	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	11	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	26	11	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	11	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	26	11	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	11	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	11	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	11	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	11	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	11	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	12	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	26	12	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	12	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	26	12	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	12	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	12	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	12	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	12	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	12	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	13	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	26	13	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	13	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	26	13	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	13	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	13	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	13	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	13	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	13	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	14	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	26	14	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	14	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	26	14	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	14	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	14	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	14	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	14	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	14	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	26	15	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	26	15	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	26	15	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	26	15	8	1.0	C3_hybrid	16	0.0	0.0	0.0
aero	26	15	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	26	15	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	26	15	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	26	15	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	26	15	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	27	0	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	27	0	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	27	0	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	27	0	8	1.0	C3_hybrid	4	0.0	0.0	0.0
aero	27	0	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	27	0	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	27	0	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	27	0	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	27	0	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	27	1	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	27	1	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	27	1	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	27	1	8	1.0	C3_hybrid	4	0.0	0.0	0.0
aero	27	1	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	27	1	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	27	1	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	27	1	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	27	1	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	27	2	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	27	2	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	27	2	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	27	2	8	1.0	C3_hybrid	4	0.0	0.0	0.0
aero	27	2	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	27	2	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
aero	27	2	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
aero	27	2	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
aero	27	2	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
aero	27	3	8	1.0	C0_fixed	8	0.0	0.0	0.0
aero	27	3	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
aero	27	3	8	1.0	C2_dualformer	2	0.0	0.0	0.0
aero	27	3	8	1.0	C3_hybrid	4	0.0	0.0	0.0
aero	27	3	8	1.0	C4_bayesian	16	0.0	0.0	0.0
aero	27	3	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
