method	step	tau	G_N	zvf_step	n_boundary_prompts	n_total_prompts	mean_restored_step
gift	25	0.6	16	0.75	12	16	0.0132
gift	26	0.6	16	0.8125	13	16	0.0296
gift	27	0.6	16	0.9375	15	16	0.0056
gift	28	0.6	16	0.875	14	16	0.0197
gift	29	0.6	16	0.9375	15	16	0.0014
gift	30	0.6	16	0.875	14	16	0.0061
gift	31	0.6	16	0.9375	15	16	0.0141
gift	32	0.6	16	0.75	12	16	0.0311
gift	33	0.6	16	0.9375	15	16	0.0141
gift	34	0.6	16	1.0	16	16	0.0
gift	35	0.6	16	0.9375	15	16	0.0141
gift	36	0.6	16	0.9375	15	16	0.0005
gift	37	0.6	16	0.875	14	16	0.0155
gift	38	0.6	16	0.9375	15	16	0.0014
gift	39	0.6	16	0.8125	13	16	0.0076
gift	0	0.6	32	0.75	12	16	0.0145
gift	2	0.6	32	0.6875	11	16	0.103
gift	4	0.6	32	0.6875	11	16	0.0552
gift	5	0.6	32	0.625	10	16	0.1045
gift	6	0.6	32	0.75	12	16	0.0298
gift	7	0.6	32	0.6875	11	16	0.0743
gift	8	0.6	32	0.625	10	16	0.0557
gift	9	0.6	32	0.625	10	16	0.0901
gift	10	0.6	32	0.75	12	16	0.0623
gift	11	0.6	32	0.625	10	16	0.0461
gift	12	0.6	32	0.75	12	16	0.0346
gift	14	0.6	32	0.8125	13	16	0.0226
gift	15	0.6	32	0.625	10	16	0.07
gift	16	0.6	32	0.625	10	16	0.0614
gift	17	0.6	32	0.75	12	16	0.002
gift	18	0.6	32	0.625	10	16	0.0509
gift	19	0.6	32	0.75	12	16	0.0479
gift	20	0.6	32	0.6875	11	16	0.0484
gift	21	0.6	32	0.75	12	16	0.0298
gift	22	0.6	32	0.875	14	16	0.0221
gift	23	0.6	32	0.875	14	16	0.0221
gift	24	0.6	32	0.875	14	16	0.0412
gift	25	0.6	32	0.75	12	16	0.0145
gift	26	0.6	32	0.8125	13	16	0.0427
gift	27	0.6	32	0.9375	15	16	0.0063
gift	28	0.6	32	0.875	14	16	0.0269
gift	29	0.6	32	0.9375	15	16	0.0015
gift	30	0.6	32	0.875	14	16	0.0067
gift	31	0.6	32	0.9375	15	16	0.0206
gift	32	0.6	32	0.75	12	16	0.0442
gift	33	0.6	32	0.9375	15	16	0.0206
gift	34	0.6	32	1.0	16	16	0.0
gift	35	0.6	32	0.9375	15	16	0.0206
gift	36	0.6	32	0.9375	15	16	0.0005
gift	37	0.6	32	0.875	14	16	0.0221
gift	38	0.6	32	0.9375	15	16	0.0015
gift	39	0.6	32	0.8125	13	16	0.0082
gift	0	0.65	12	0.75	12	16	0.0103
gift	2	0.65	12	0.6875	11	16	0.0444
gift	4	0.65	12	0.6875	11	16	0.0276
gift	6	0.65	12	0.75	12	16	0.0157
gift	7	0.65	12	0.6875	11	16	0.0352
gift	10	0.65	12	0.75	12	16	0.0271
gift	12	0.65	12	0.75	12	16	0.0187
gift	14	0.65	12	0.8125	13	16	0.0106
gift	17	0.65	12	0.75	12	16	0.0018
gift	19	0.65	12	0.75	12	16	0.0225
gift	20	0.65	12	0.6875	11	16	0.023
gift	21	0.65	12	0.75	12	16	0.0157
gift	22	0.65	12	0.875	14	16	0.0101
gift	23	0.65	12	0.875	14	16	0.0101
gift	24	0.65	12	0.875	14	16	0.0178
gift	25	0.65	12	0.75	12	16	0.0103
gift	26	0.65	12	0.8125	13	16	0.019
gift	27	0.65	12	0.9375	15	16	0.0043
gift	28	0.65	12	0.875	14	16	0.0132
gift	29	0.65	12	0.9375	15	16	0.0013
gift	30	0.65	12	0.875	14	16	0.0047
gift	31	0.65	12	0.9375	15	16	0.0089
gift	32	0.65	12	0.75	12	16	0.0203
gift	33	0.65	12	0.9375	15	16	0.0089
gift	34	0.65	12	1.0	16	16	0.0
gift	35	0.65	12	0.9375	15	16	0.0089
gift	36	0.65	12	0.9375	15	16	0.0005
gift	37	0.65	12	0.875	14	16	0.0101
gift	38	0.65	12	0.9375	15	16	0.0013
gift	39	0.65	12	0.8125	13	16	0.006
gift	0	0.65	16	0.75	12	16	0.0132
gift	2	0.65	16	0.6875	11	16	0.0705
gift	4	0.65	16	0.6875	11	16	0.0409
gift	6	0.65	16	0.75	12	16	0.0226
gift	7	0.65	16	0.6875	11	16	0.0536
gift	10	0.65	16	0.75	12	16	0.0428
gift	12	0.65	16	0.75	12	16	0.0268
gift	14	0.65	16	0.8125	13	16	0.016
gift	17	0.65	16	0.75	12	16	0.0019
gift	19	0.65	16	0.75	12	16	0.0343
gift	20	0.65	16	0.6875	11	16	0.0348
gift	21	0.65	16	0.75	12	16	0.0226
gift	22	0.65	16	0.875	14	16	0.0155
gift	23	0.65	16	0.875	14	16	0.0155
gift	24	0.65	16	0.875	14	16	0.0282
gift	25	0.65	16	0.75	12	16	0.0132
gift	26	0.65	16	0.8125	13	16	0.0296
gift	27	0.65	16	0.9375	15	16	0.0056
gift	28	0.65	16	0.875	14	16	0.0197
gift	29	0.65	16	0.9375	15	16	0.0014
gift	30	0.65	16	0.875	14	16	0.0061
gift	31	0.65	16	0.9375	15	16	0.0141
gift	32	0.65	16	0.75	12	16	0.0311
gift	33	0.65	16	0.9375	15	16	0.0141
gift	34	0.65	16	1.0	16	16	0.0
gift	35	0.65	16	0.9375	15	16	0.0141
gift	36	0.65	16	0.9375	15	16	0.0005
gift	37	0.65	16	0.875	14	16	0.0155
gift	38	0.65	16	0.9375	15	16	0.0014
gift	39	0.65	16	0.8125	13	16	0.0076
gift	0	0.65	32	0.75	12	16	0.0145
gift	2	0.65	32	0.6875	11	16	0.103
gift	4	0.65	32	0.6875	11	16	0.0552
gift	6	0.65	32	0.75	12	16	0.0298
gift	7	0.65	32	0.6875	11	16	0.0743
gift	10	0.65	32	0.75	12	16	0.0623
gift	12	0.65	32	0.75	12	16	0.0346
gift	14	0.65	32	0.8125	13	16	0.0226
gift	17	0.65	32	0.75	12	16	0.002
gift	19	0.65	32	0.75	12	16	0.0479
gift	20	0.65	32	0.6875	11	16	0.0484
gift	21	0.65	32	0.75	12	16	0.0298
gift	22	0.65	32	0.875	14	16	0.0221
gift	23	0.65	32	0.875	14	16	0.0221
gift	24	0.65	32	0.875	14	16	0.0412
gift	25	0.65	32	0.75	12	16	0.0145
gift	26	0.65	32	0.8125	13	16	0.0427
gift	27	0.65	32	0.9375	15	16	0.0063
gift	28	0.65	32	0.875	14	16	0.0269
gift	29	0.65	32	0.9375	15	16	0.0015
gift	30	0.65	32	0.875	14	16	0.0067
gift	31	0.65	32	0.9375	15	16	0.0206
gift	32	0.65	32	0.75	12	16	0.0442
gift	33	0.65	32	0.9375	15	16	0.0206
gift	34	0.65	32	1.0	16	16	0.0
gift	35	0.65	32	0.9375	15	16	0.0206
gift	36	0.65	32	0.9375	15	16	0.0005
gift	37	0.65	32	0.875	14	16	0.0221
gift	38	0.65	32	0.9375	15	16	0.0015
gift	39	0.65	32	0.8125	13	16	0.0082
gift	0	0.7	12	0.75	12	16	0.0103
gift	6	0.7	12	0.75	12	16	0.0157
gift	10	0.7	12	0.75	12	16	0.0271
gift	12	0.7	12	0.75	12	16	0.0187
gift	14	0.7	12	0.8125	13	16	0.0106
gift	17	0.7	12	0.75	12	16	0.0018
gift	19	0.7	12	0.75	12	16	0.0225
gift	21	0.7	12	0.75	12	16	0.0157
gift	22	0.7	12	0.875	14	16	0.0101
gift	23	0.7	12	0.875	14	16	0.0101
gift	24	0.7	12	0.875	14	16	0.0178
gift	25	0.7	12	0.75	12	16	0.0103
gift	26	0.7	12	0.8125	13	16	0.019
gift	27	0.7	12	0.9375	15	16	0.0043
gift	28	0.7	12	0.875	14	16	0.0132
gift	29	0.7	12	0.9375	15	16	0.0013
gift	30	0.7	12	0.875	14	16	0.0047
gift	31	0.7	12	0.9375	15	16	0.0089
gift	32	0.7	12	0.75	12	16	0.0203
gift	33	0.7	12	0.9375	15	16	0.0089
gift	34	0.7	12	1.0	16	16	0.0
gift	35	0.7	12	0.9375	15	16	0.0089
gift	36	0.7	12	0.9375	15	16	0.0005
gift	37	0.7	12	0.875	14	16	0.0101
gift	38	0.7	12	0.9375	15	16	0.0013
gift	39	0.7	12	0.8125	13	16	0.006
gift	0	0.7	16	0.75	12	16	0.0132
gift	6	0.7	16	0.75	12	16	0.0226
gift	10	0.7	16	0.75	12	16	0.0428
gift	12	0.7	16	0.75	12	16	0.0268
gift	14	0.7	16	0.8125	13	16	0.016
gift	17	0.7	16	0.75	12	16	0.0019
gift	19	0.7	16	0.75	12	16	0.0343
gift	21	0.7	16	0.75	12	16	0.0226
gift	22	0.7	16	0.875	14	16	0.0155
gift	23	0.7	16	0.875	14	16	0.0155
gift	24	0.7	16	0.875	14	16	0.0282
gift	25	0.7	16	0.75	12	16	0.0132
gift	26	0.7	16	0.8125	13	16	0.0296
gift	27	0.7	16	0.9375	15	16	0.0056
gift	28	0.7	16	0.875	14	16	0.0197
gift	29	0.7	16	0.9375	15	16	0.0014
gift	30	0.7	16	0.875	14	16	0.0061
gift	31	0.7	16	0.9375	15	16	0.0141
gift	32	0.7	16	0.75	12	16	0.0311
gift	33	0.7	16	0.9375	15	16	0.0141
gift	34	0.7	16	1.0	16	16	0.0
gift	35	0.7	16	0.9375	15	16	0.0141
gift	36	0.7	16	0.9375	15	16	0.0005
gift	37	0.7	16	0.875	14	16	0.0155
gift	38	0.7	16	0.9375	15	16	0.0014
gift	39	0.7	16	0.8125	13	16	0.0076
gift	0	0.7	32	0.75	12	16	0.0145
gift	6	0.7	32	0.75	12	16	0.0298
gift	10	0.7	32	0.75	12	16	0.0623
gift	12	0.7	32	0.75	12	16	0.0346
gift	14	0.7	32	0.8125	13	16	0.0226
gift	17	0.7	32	0.75	12	16	0.002
gift	19	0.7	32	0.75	12	16	0.0479
gift	21	0.7	32	0.75	12	16	0.0298
gift	22	0.7	32	0.875	14	16	0.0221
gift	23	0.7	32	0.875	14	16	0.0221
gift	24	0.7	32	0.875	14	16	0.0412
gift	25	0.7	32	0.75	12	16	0.0145
gift	26	0.7	32	0.8125	13	16	0.0427
gift	27	0.7	32	0.9375	15	16	0.0063
gift	28	0.7	32	0.875	14	16	0.0269
gift	29	0.7	32	0.9375	15	16	0.0015
gift	30	0.7	32	0.875	14	16	0.0067
gift	31	0.7	32	0.9375	15	16	0.0206
gift	32	0.7	32	0.75	12	16	0.0442
gift	33	0.7	32	0.9375	15	16	0.0206
gift	34	0.7	32	1.0	16	16	0.0
gift	35	0.7	32	0.9375	15	16	0.0206
gift	36	0.7	32	0.9375	15	16	0.0005
gift	37	0.7	32	0.875	14	16	0.0221
gift	38	0.7	32	0.9375	15	16	0.0015
gift	39	0.7	32	0.8125	13	16	0.0082
gift	0	0.75	12	0.75	12	16	0.0103
gift	6	0.75	12	0.75	12	16	0.0157
gift	10	0.75	12	0.75	12	16	0.0271
gift	12	0.75	12	0.75	12	16	0.0187
gift	14	0.75	12	0.8125	13	16	0.0106
gift	17	0.75	12	0.75	12	16	0.0018
gift	19	0.75	12	0.75	12	16	0.0225
gift	21	0.75	12	0.75	12	16	0.0157
gift	22	0.75	12	0.875	14	16	0.0101
gift	23	0.75	12	0.875	14	16	0.0101
gift	24	0.75	12	0.875	14	16	0.0178
gift	25	0.75	12	0.75	12	16	0.0103
gift	26	0.75	12	0.8125	13	16	0.019
gift	27	0.75	12	0.9375	15	16	0.0043
gift	28	0.75	12	0.875	14	16	0.0132
gift	29	0.75	12	0.9375	15	16	0.0013
gift	30	0.75	12	0.875	14	16	0.0047
gift	31	0.75	12	0.9375	15	16	0.0089
gift	32	0.75	12	0.75	12	16	0.0203
gift	33	0.75	12	0.9375	15	16	0.0089
gift	34	0.75	12	1.0	16	16	0.0
gift	35	0.75	12	0.9375	15	16	0.0089
gift	36	0.75	12	0.9375	15	16	0.0005
gift	37	0.75	12	0.875	14	16	0.0101
gift	38	0.75	12	0.9375	15	16	0.0013
gift	39	0.75	12	0.8125	13	16	0.006
gift	0	0.75	16	0.75	12	16	0.0132
gift	6	0.75	16	0.75	12	16	0.0226
gift	10	0.75	16	0.75	12	16	0.0428
gift	12	0.75	16	0.75	12	16	0.0268
gift	14	0.75	16	0.8125	13	16	0.016
gift	17	0.75	16	0.75	12	16	0.0019
gift	19	0.75	16	0.75	12	16	0.0343
gift	21	0.75	16	0.75	12	16	0.0226
gift	22	0.75	16	0.875	14	16	0.0155
gift	23	0.75	16	0.875	14	16	0.0155
gift	24	0.75	16	0.875	14	16	0.0282
gift	25	0.75	16	0.75	12	16	0.0132
gift	26	0.75	16	0.8125	13	16	0.0296
gift	27	0.75	16	0.9375	15	16	0.0056
gift	28	0.75	16	0.875	14	16	0.0197
gift	29	0.75	16	0.9375	15	16	0.0014
gift	30	0.75	16	0.875	14	16	0.0061
gift	31	0.75	16	0.9375	15	16	0.0141
gift	32	0.75	16	0.75	12	16	0.0311
gift	33	0.75	16	0.9375	15	16	0.0141
gift	34	0.75	16	1.0	16	16	0.0
gift	35	0.75	16	0.9375	15	16	0.0141
gift	36	0.75	16	0.9375	15	16	0.0005
gift	37	0.75	16	0.875	14	16	0.0155
gift	38	0.75	16	0.9375	15	16	0.0014
gift	39	0.75	16	0.8125	13	16	0.0076
gift	0	0.75	32	0.75	12	16	0.0145
gift	6	0.75	32	0.75	12	16	0.0298
gift	10	0.75	32	0.75	12	16	0.0623
gift	12	0.75	32	0.75	12	16	0.0346
gift	14	0.75	32	0.8125	13	16	0.0226
gift	17	0.75	32	0.75	12	16	0.002
gift	19	0.75	32	0.75	12	16	0.0479
gift	21	0.75	32	0.75	12	16	0.0298
gift	22	0.75	32	0.875	14	16	0.0221
gift	23	0.75	32	0.875	14	16	0.0221
gift	24	0.75	32	0.875	14	16	0.0412
gift	25	0.75	32	0.75	12	16	0.0145
gift	26	0.75	32	0.8125	13	16	0.0427
gift	27	0.75	32	0.9375	15	16	0.0063
gift	28	0.75	32	0.875	14	16	0.0269
gift	29	0.75	32	0.9375	15	16	0.0015
gift	30	0.75	32	0.875	14	16	0.0067
gift	31	0.75	32	0.9375	15	16	0.0206
gift	32	0.75	32	0.75	12	16	0.0442
gift	33	0.75	32	0.9375	15	16	0.0206
gift	34	0.75	32	1.0	16	16	0.0
gift	35	0.75	32	0.9375	15	16	0.0206
gift	36	0.75	32	0.9375	15	16	0.0005
gift	37	0.75	32	0.875	14	16	0.0221
gift	38	0.75	32	0.9375	15	16	0.0015
gift	39	0.75	32	0.8125	13	16	0.0082
gift	14	0.8	12	0.8125	13	16	0.0106
gift	22	0.8	12	0.875	14	16	0.0101
gift	23	0.8	12	0.875	14	16	0.0101
gift	24	0.8	12	0.875	14	16	0.0178
gift	26	0.8	12	0.8125	13	16	0.019
gift	27	0.8	12	0.9375	15	16	0.0043
gift	28	0.8	12	0.875	14	16	0.0132
gift	29	0.8	12	0.9375	15	16	0.0013
gift	30	0.8	12	0.875	14	16	0.0047
gift	31	0.8	12	0.9375	15	16	0.0089
gift	33	0.8	12	0.9375	15	16	0.0089
gift	34	0.8	12	1.0	16	16	0.0
gift	35	0.8	12	0.9375	15	16	0.0089
gift	36	0.8	12	0.9375	15	16	0.0005
gift	37	0.8	12	0.875	14	16	0.0101
gift	38	0.8	12	0.9375	15	16	0.0013
gift	39	0.8	12	0.8125	13	16	0.006
gift	14	0.8	16	0.8125	13	16	0.016
gift	22	0.8	16	0.875	14	16	0.0155
gift	23	0.8	16	0.875	14	16	0.0155
gift	24	0.8	16	0.875	14	16	0.0282
gift	26	0.8	16	0.8125	13	16	0.0296
gift	27	0.8	16	0.9375	15	16	0.0056
gift	28	0.8	16	0.875	14	16	0.0197
gift	29	0.8	16	0.9375	15	16	0.0014
gift	30	0.8	16	0.875	14	16	0.0061
gift	31	0.8	16	0.9375	15	16	0.0141
gift	33	0.8	16	0.9375	15	16	0.0141
gift	34	0.8	16	1.0	16	16	0.0
gift	35	0.8	16	0.9375	15	16	0.0141
gift	36	0.8	16	0.9375	15	16	0.0005
gift	37	0.8	16	0.875	14	16	0.0155
gift	38	0.8	16	0.9375	15	16	0.0014
gift	39	0.8	16	0.8125	13	16	0.0076
gift	14	0.8	32	0.8125	13	16	0.0226
gift	22	0.8	32	0.875	14	16	0.0221
gift	23	0.8	32	0.875	14	16	0.0221
gift	24	0.8	32	0.875	14	16	0.0412
gift	26	0.8	32	0.8125	13	16	0.0427
gift	27	0.8	32	0.9375	15	16	0.0063
gift	28	0.8	32	0.875	14	16	0.0269
gift	29	0.8	32	0.9375	15	16	0.0015
gift	30	0.8	32	0.875	14	16	0.0067
gift	31	0.8	32	0.9375	15	16	0.0206
gift	33	0.8	32	0.9375	15	16	0.0206
gift	34	0.8	32	1.0	16	16	0.0
gift	35	0.8	32	0.9375	15	16	0.0206
gift	36	0.8	32	0.9375	15	16	0.0005
gift	37	0.8	32	0.875	14	16	0.0221
gift	38	0.8	32	0.9375	15	16	0.0015
gift	39	0.8	32	0.8125	13	16	0.0082
areal	0	0.55	12	0.6875	11	16	0.0246
areal	2	0.55	12	0.6875	11	16	0.036
areal	3	0.55	12	0.6875	11	16	0.02
areal	5	0.55	12	0.75	12	16	0.0203
areal	6	0.55	12	0.6875	11	16	0.0292
areal	7	0.55	12	0.875	14	16	0.0178
areal	8	0.55	12	0.625	10	16	0.025
areal	9	0.55	12	0.6875	11	16	0.0169
areal	10	0.55	12	0.6875	11	16	0.0368
areal	12	0.55	12	0.8125	13	16	0.0038
areal	13	0.55	12	0.5625	9	16	0.0179
areal	14	0.55	12	0.6875	11	16	0.0268
areal	15	0.55	12	0.6875	11	16	0.0368
areal	16	0.55	12	0.625	10	16	0.0365
areal	18	0.55	12	0.5625	9	16	0.0339
areal	19	0.55	12	0.75	12	16	0.0095
areal	20	0.55	12	0.6875	11	16	0.0099
areal	21	0.55	12	0.6875	11	16	0.036
areal	22	0.55	12	0.8125	13	16	0.0182
areal	23	0.55	12	0.8125	13	16	0.0144
areal	24	0.55	12	0.875	14	16	0.0132
areal	25	0.55	12	0.625	10	16	0.0136
areal	26	0.55	12	0.875	14	16	0.0055
areal	27	0.55	12	0.9375	15	16	0.0043
areal	28	0.55	12	0.875	14	16	0.0101
areal	29	0.55	12	0.8125	13	16	0.0182
areal	30	0.55	12	0.75	12	16	0.0233
areal	31	0.55	12	0.5625	9	16	0.0576
areal	32	0.55	12	0.75	12	16	0.0157
areal	33	0.55	12	0.625	10	16	0.0327
areal	34	0.55	12	0.6875	11	16	0.0398
areal	35	0.55	12	0.8125	13	16	0.0221
areal	36	0.55	12	0.75	12	16	0.0233
areal	37	0.55	12	0.6875	11	16	0.023
areal	38	0.55	12	0.8125	13	16	0.0144
areal	39	0.55	12	0.75	12	16	0.0187
areal	0	0.55	16	0.6875	11	16	0.0367
areal	2	0.55	16	0.6875	11	16	0.0569
areal	3	0.55	16	0.6875	11	16	0.0283
areal	5	0.55	16	0.75	12	16	0.0311
areal	6	0.55	16	0.6875	11	16	0.0452
areal	7	0.55	16	0.875	14	16	0.0282
areal	8	0.55	16	0.625	10	16	0.0372
areal	9	0.55	16	0.6875	11	16	0.0241
areal	10	0.55	16	0.6875	11	16	0.0578
areal	12	0.55	16	0.8125	13	16	0.0043
areal	13	0.55	16	0.5625	9	16	0.0227
areal	14	0.55	16	0.6875	11	16	0.0399
areal	15	0.55	16	0.6875	11	16	0.0578
areal	16	0.55	16	0.625	10	16	0.055
areal	18	0.55	16	0.5625	9	16	0.0513
areal	19	0.55	16	0.75	12	16	0.0122
areal	20	0.55	16	0.6875	11	16	0.0127
areal	21	0.55	16	0.6875	11	16	0.0569
areal	22	0.55	16	0.8125	13	16	0.0287
areal	23	0.55	16	0.8125	13	16	0.0212
areal	24	0.55	16	0.875	14	16	0.0197
areal	25	0.55	16	0.625	10	16	0.017
areal	26	0.55	16	0.875	14	16	0.0071
areal	27	0.55	16	0.9375	15	16	0.0056
areal	28	0.55	16	0.875	14	16	0.0155
areal	29	0.55	16	0.8125	13	16	0.0287
areal	30	0.55	16	0.75	12	16	0.0353
areal	31	0.55	16	0.5625	9	16	0.0902
areal	32	0.55	16	0.75	12	16	0.0226
areal	33	0.55	16	0.625	10	16	0.0499
areal	34	0.55	16	0.6875	11	16	0.062
areal	35	0.55	16	0.8125	13	16	0.0338
areal	36	0.55	16	0.75	12	16	0.0353
areal	37	0.55	16	0.6875	11	16	0.0348
areal	38	0.55	16	0.8125	13	16	0.0212
areal	39	0.55	16	0.75	12	16	0.0268
areal	0	0.55	32	0.6875	11	16	0.0504
areal	2	0.55	32	0.6875	11	16	0.0829
areal	3	0.55	32	0.6875	11	16	0.0361
areal	5	0.55	32	0.75	12	16	0.0442
areal	6	0.55	32	0.6875	11	16	0.0648
areal	7	0.55	32	0.875	14	16	0.0412
areal	8	0.55	32	0.625	10	16	0.0509
areal	9	0.55	32	0.6875	11	16	0.0313
areal	10	0.55	32	0.6875	11	16	0.0839
areal	12	0.55	32	0.8125	13	16	0.0044
areal	13	0.55	32	0.5625	9	16	0.0247
areal	14	0.55	32	0.6875	11	16	0.0542
areal	15	0.55	32	0.6875	11	16	0.0839
areal	16	0.55	32	0.625	10	16	0.0758
areal	18	0.55	32	0.5625	9	16	0.0715
areal	19	0.55	32	0.75	12	16	0.0135
areal	20	0.55	32	0.6875	11	16	0.014
areal	21	0.55	32	0.6875	11	16	0.0829
areal	22	0.55	32	0.8125	13	16	0.0417
areal	23	0.55	32	0.8125	13	16	0.0283
areal	24	0.55	32	0.875	14	16	0.0269
areal	25	0.55	32	0.625	10	16	0.0184
areal	26	0.55	32	0.875	14	16	0.0077
areal	27	0.55	32	0.9375	15	16	0.0063
areal	28	0.55	32	0.875	14	16	0.0221
areal	29	0.55	32	0.8125	13	16	0.0417
areal	30	0.55	32	0.75	12	16	0.0489
areal	31	0.55	32	0.5625	9	16	0.1299
areal	32	0.55	32	0.75	12	16	0.0298
areal	33	0.55	32	0.625	10	16	0.07
areal	34	0.55	32	0.6875	11	16	0.0887
areal	35	0.55	32	0.8125	13	16	0.0475
areal	36	0.55	32	0.75	12	16	0.0489
areal	37	0.55	32	0.6875	11	16	0.0484
areal	38	0.55	32	0.8125	13	16	0.0283
areal	39	0.55	32	0.75	12	16	0.0346
areal	0	0.6	12	0.6875	11	16	0.0246
areal	2	0.6	12	0.6875	11	16	0.036
areal	3	0.6	12	0.6875	11	16	0.02
areal	5	0.6	12	0.75	12	16	0.0203
areal	6	0.6	12	0.6875	11	16	0.0292
areal	7	0.6	12	0.875	14	16	0.0178
areal	8	0.6	12	0.625	10	16	0.025
areal	9	0.6	12	0.6875	11	16	0.0169
areal	10	0.6	12	0.6875	11	16	0.0368
areal	12	0.6	12	0.8125	13	16	0.0038
areal	14	0.6	12	0.6875	11	16	0.0268
areal	15	0.6	12	0.6875	11	16	0.0368
areal	16	0.6	12	0.625	10	16	0.0365
areal	19	0.6	12	0.75	12	16	0.0095
areal	20	0.6	12	0.6875	11	16	0.0099
areal	21	0.6	12	0.6875	11	16	0.036
areal	22	0.6	12	0.8125	13	16	0.0182
areal	23	0.6	12	0.8125	13	16	0.0144
areal	24	0.6	12	0.875	14	16	0.0132
areal	25	0.6	12	0.625	10	16	0.0136
areal	26	0.6	12	0.875	14	16	0.0055
areal	27	0.6	12	0.9375	15	16	0.0043
areal	28	0.6	12	0.875	14	16	0.0101
areal	29	0.6	12	0.8125	13	16	0.0182
areal	30	0.6	12	0.75	12	16	0.0233
areal	32	0.6	12	0.75	12	16	0.0157
areal	33	0.6	12	0.625	10	16	0.0327
areal	34	0.6	12	0.6875	11	16	0.0398
areal	35	0.6	12	0.8125	13	16	0.0221
areal	36	0.6	12	0.75	12	16	0.0233
areal	37	0.6	12	0.6875	11	16	0.023
areal	38	0.6	12	0.8125	13	16	0.0144
areal	39	0.6	12	0.75	12	16	0.0187
areal	0	0.6	16	0.6875	11	16	0.0367
areal	2	0.6	16	0.6875	11	16	0.0569
areal	3	0.6	16	0.6875	11	16	0.0283
areal	5	0.6	16	0.75	12	16	0.0311
areal	6	0.6	16	0.6875	11	16	0.0452
areal	7	0.6	16	0.875	14	16	0.0282
areal	8	0.6	16	0.625	10	16	0.0372
areal	9	0.6	16	0.6875	11	16	0.0241
areal	10	0.6	16	0.6875	11	16	0.0578
areal	12	0.6	16	0.8125	13	16	0.0043
areal	14	0.6	16	0.6875	11	16	0.0399
areal	15	0.6	16	0.6875	11	16	0.0578
areal	16	0.6	16	0.625	10	16	0.055
areal	19	0.6	16	0.75	12	16	0.0122
areal	20	0.6	16	0.6875	11	16	0.0127
areal	21	0.6	16	0.6875	11	16	0.0569
areal	22	0.6	16	0.8125	13	16	0.0287
areal	23	0.6	16	0.8125	13	16	0.0212
areal	24	0.6	16	0.875	14	16	0.0197
areal	25	0.6	16	0.625	10	16	0.017
areal	26	0.6	16	0.875	14	16	0.0071
areal	27	0.6	16	0.9375	15	16	0.0056
areal	28	0.6	16	0.875	14	16	0.0155
areal	29	0.6	16	0.8125	13	16	0.0287
areal	30	0.6	16	0.75	12	16	0.0353
areal	32	0.6	16	0.75	12	16	0.0226
areal	33	0.6	16	0.625	10	16	0.0499
areal	34	0.6	16	0.6875	11	16	0.062
areal	35	0.6	16	0.8125	13	16	0.0338
areal	36	0.6	16	0.75	12	16	0.0353
areal	37	0.6	16	0.6875	11	16	0.0348
areal	38	0.6	16	0.8125	13	16	0.0212
areal	39	0.6	16	0.75	12	16	0.0268
areal	0	0.6	32	0.6875	11	16	0.0504
areal	2	0.6	32	0.6875	11	16	0.0829
areal	3	0.6	32	0.6875	11	16	0.0361
areal	5	0.6	32	0.75	12	16	0.0442
areal	6	0.6	32	0.6875	11	16	0.0648
areal	7	0.6	32	0.875	14	16	0.0412
areal	8	0.6	32	0.625	10	16	0.0509
areal	9	0.6	32	0.6875	11	16	0.0313
areal	10	0.6	32	0.6875	11	16	0.0839
areal	12	0.6	32	0.8125	13	16	0.0044
areal	14	0.6	32	0.6875	11	16	0.0542
areal	15	0.6	32	0.6875	11	16	0.0839
areal	16	0.6	32	0.625	10	16	0.0758
areal	19	0.6	32	0.75	12	16	0.0135
areal	20	0.6	32	0.6875	11	16	0.014
areal	21	0.6	32	0.6875	11	16	0.0829
areal	22	0.6	32	0.8125	13	16	0.0417
areal	23	0.6	32	0.8125	13	16	0.0283
areal	24	0.6	32	0.875	14	16	0.0269
areal	25	0.6	32	0.625	10	16	0.0184
areal	26	0.6	32	0.875	14	16	0.0077
areal	27	0.6	32	0.9375	15	16	0.0063
areal	28	0.6	32	0.875	14	16	0.0221
areal	29	0.6	32	0.8125	13	16	0.0417
areal	30	0.6	32	0.75	12	16	0.0489
areal	32	0.6	32	0.75	12	16	0.0298
areal	33	0.6	32	0.625	10	16	0.07
areal	34	0.6	32	0.6875	11	16	0.0887
areal	35	0.6	32	0.8125	13	16	0.0475
areal	36	0.6	32	0.75	12	16	0.0489
areal	37	0.6	32	0.6875	11	16	0.0484
areal	38	0.6	32	0.8125	13	16	0.0283
areal	39	0.6	32	0.75	12	16	0.0346
areal	0	0.65	12	0.6875	11	16	0.0246
areal	2	0.65	12	0.6875	11	16	0.036
areal	3	0.65	12	0.6875	11	16	0.02
areal	5	0.65	12	0.75	12	16	0.0203
areal	6	0.65	12	0.6875	11	16	0.0292
areal	7	0.65	12	0.875	14	16	0.0178
areal	9	0.65	12	0.6875	11	16	0.0169
areal	10	0.65	12	0.6875	11	16	0.0368
areal	12	0.65	12	0.8125	13	16	0.0038
areal	14	0.65	12	0.6875	11	16	0.0268
areal	15	0.65	12	0.6875	11	16	0.0368
areal	19	0.65	12	0.75	12	16	0.0095
areal	20	0.65	12	0.6875	11	16	0.0099
areal	21	0.65	12	0.6875	11	16	0.036
areal	22	0.65	12	0.8125	13	16	0.0182
