seed	rate_pct	fset	tau_vmean	tier	cost_llm_per_call	n_test	n_pos	n_xgb_pos	n_lift	n_waste	n_llm_only	value_rate	esc_prec	esc_cost_per_lift	esc_value	breakeven
20260706	1.44	24full	1.0	mid_tier	0.005	10000	144	48	3	297	300	0.03125	0.01	0.5	150.0	True
20260706	1.44	24full	1.0	frontier_gpt4	0.03	10000	144	48	3	297	300	0.03125	0.01	3.0	150.0	True
20260706	1.44	24full	1.5	cheap_heuristic	0.0001	10000	144	48	0	24	24	0.0	0.0	0.0024000000000000002	0.0	True
20260706	1.44	24full	1.5	small_open	0.0006	10000	144	48	0	24	24	0.0	0.0	0.0144	0.0	True
20260706	1.44	24full	1.5	iter120_default	0.001	10000	144	48	0	24	24	0.0	0.0	0.024	0.0	True
20260706	1.44	24full	1.5	mid_tier	0.005	10000	144	48	0	24	24	0.0	0.0	0.12	0.0	True
20260706	1.44	24full	1.5	frontier_gpt4	0.03	10000	144	48	0	24	24	0.0	0.0	0.72	0.0	True
20260706	1.44	24full	2.0	cheap_heuristic	0.0001	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	2.0	small_open	0.0006	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	2.0	iter120_default	0.001	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	2.0	mid_tier	0.005	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	2.0	frontier_gpt4	0.03	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	2.5	cheap_heuristic	0.0001	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	2.5	small_open	0.0006	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	2.5	iter120_default	0.001	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	2.5	mid_tier	0.005	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	2.5	frontier_gpt4	0.03	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	3.0	cheap_heuristic	0.0001	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	3.0	small_open	0.0006	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	3.0	iter120_default	0.001	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	3.0	mid_tier	0.005	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	24full	3.0	frontier_gpt4	0.03	10000	144	48	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	0.0	cheap_heuristic	0.0001	10000	144	50	52	4957	5009	0.5531914893617021	0.010381313635456179	0.009632692307692307	2600.0	True
20260706	1.44	20raw	0.0	small_open	0.0006	10000	144	50	52	4957	5009	0.5531914893617021	0.010381313635456179	0.057796153846153844	2600.0	True
20260706	1.44	20raw	0.0	iter120_default	0.001	10000	144	50	52	4957	5009	0.5531914893617021	0.010381313635456179	0.09632692307692309	2600.0	True
20260706	1.44	20raw	0.0	mid_tier	0.005	10000	144	50	52	4957	5009	0.5531914893617021	0.010381313635456179	0.48163461538461544	2600.0	True
20260706	1.44	20raw	0.0	frontier_gpt4	0.03	10000	144	50	52	4957	5009	0.5531914893617021	0.010381313635456179	2.889807692307692	2600.0	True
20260706	1.44	20raw	0.5	cheap_heuristic	0.0001	10000	144	50	14	1606	1620	0.14893617021276595	0.008641975308641974	0.011571428571428571	700.0	True
20260706	1.44	20raw	0.5	small_open	0.0006	10000	144	50	14	1606	1620	0.14893617021276595	0.008641975308641974	0.06942857142857142	700.0	True
20260706	1.44	20raw	0.5	iter120_default	0.001	10000	144	50	14	1606	1620	0.14893617021276595	0.008641975308641974	0.11571428571428573	700.0	True
20260706	1.44	20raw	0.5	mid_tier	0.005	10000	144	50	14	1606	1620	0.14893617021276595	0.008641975308641974	0.5785714285714285	700.0	True
20260706	1.44	20raw	0.5	frontier_gpt4	0.03	10000	144	50	14	1606	1620	0.14893617021276595	0.008641975308641974	3.4714285714285715	700.0	True
20260706	1.44	20raw	1.0	cheap_heuristic	0.0001	10000	144	50	3	295	298	0.031914893617021274	0.010067114093959731	0.009933333333333334	150.0	True
20260706	1.44	20raw	1.0	small_open	0.0006	10000	144	50	3	295	298	0.031914893617021274	0.010067114093959731	0.05959999999999999	150.0	True
20260706	1.44	20raw	1.0	iter120_default	0.001	10000	144	50	3	295	298	0.031914893617021274	0.010067114093959731	0.09933333333333333	150.0	True
20260706	1.44	20raw	1.0	mid_tier	0.005	10000	144	50	3	295	298	0.031914893617021274	0.010067114093959731	0.49666666666666665	150.0	True
20260706	1.44	20raw	1.0	frontier_gpt4	0.03	10000	144	50	3	295	298	0.031914893617021274	0.010067114093959731	2.98	150.0	True
20260706	1.44	20raw	1.5	cheap_heuristic	0.0001	10000	144	50	0	24	24	0.0	0.0	0.0024000000000000002	0.0	True
20260706	1.44	20raw	1.5	small_open	0.0006	10000	144	50	0	24	24	0.0	0.0	0.0144	0.0	True
20260706	1.44	20raw	1.5	iter120_default	0.001	10000	144	50	0	24	24	0.0	0.0	0.024	0.0	True
20260706	1.44	20raw	1.5	mid_tier	0.005	10000	144	50	0	24	24	0.0	0.0	0.12	0.0	True
20260706	1.44	20raw	1.5	frontier_gpt4	0.03	10000	144	50	0	24	24	0.0	0.0	0.72	0.0	True
20260706	1.44	20raw	2.0	cheap_heuristic	0.0001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	2.0	small_open	0.0006	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	2.0	iter120_default	0.001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	2.0	mid_tier	0.005	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	2.0	frontier_gpt4	0.03	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	2.5	cheap_heuristic	0.0001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	2.5	small_open	0.0006	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	2.5	iter120_default	0.001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	2.5	mid_tier	0.005	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	2.5	frontier_gpt4	0.03	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	3.0	cheap_heuristic	0.0001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	3.0	small_open	0.0006	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	3.0	iter120_default	0.001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	3.0	mid_tier	0.005	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw	3.0	frontier_gpt4	0.03	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	0.0	cheap_heuristic	0.0001	10000	144	50	52	4958	5010	0.5531914893617021	0.010379241516966068	0.009634615384615384	2600.0	True
20260706	1.44	20raw+minmax	0.0	small_open	0.0006	10000	144	50	52	4958	5010	0.5531914893617021	0.010379241516966068	0.0578076923076923	2600.0	True
20260706	1.44	20raw+minmax	0.0	iter120_default	0.001	10000	144	50	52	4958	5010	0.5531914893617021	0.010379241516966068	0.09634615384615385	2600.0	True
20260706	1.44	20raw+minmax	0.0	mid_tier	0.005	10000	144	50	52	4958	5010	0.5531914893617021	0.010379241516966068	0.48173076923076924	2600.0	True
20260706	1.44	20raw+minmax	0.0	frontier_gpt4	0.03	10000	144	50	52	4958	5010	0.5531914893617021	0.010379241516966068	2.890384615384615	2600.0	True
20260706	1.44	20raw+minmax	0.5	cheap_heuristic	0.0001	10000	144	50	14	1610	1624	0.14893617021276595	0.008620689655172414	0.011600000000000001	700.0	True
20260706	1.44	20raw+minmax	0.5	small_open	0.0006	10000	144	50	14	1610	1624	0.14893617021276595	0.008620689655172414	0.0696	700.0	True
20260706	1.44	20raw+minmax	0.5	iter120_default	0.001	10000	144	50	14	1610	1624	0.14893617021276595	0.008620689655172414	0.116	700.0	True
20260706	1.44	20raw+minmax	0.5	mid_tier	0.005	10000	144	50	14	1610	1624	0.14893617021276595	0.008620689655172414	0.5800000000000001	700.0	True
20260706	1.44	20raw+minmax	0.5	frontier_gpt4	0.03	10000	144	50	14	1610	1624	0.14893617021276595	0.008620689655172414	3.48	700.0	True
20260706	1.44	20raw+minmax	1.0	cheap_heuristic	0.0001	10000	144	50	3	295	298	0.031914893617021274	0.010067114093959731	0.009933333333333334	150.0	True
20260706	1.44	20raw+minmax	1.0	small_open	0.0006	10000	144	50	3	295	298	0.031914893617021274	0.010067114093959731	0.05959999999999999	150.0	True
20260706	1.44	20raw+minmax	1.0	iter120_default	0.001	10000	144	50	3	295	298	0.031914893617021274	0.010067114093959731	0.09933333333333333	150.0	True
20260706	1.44	20raw+minmax	1.0	mid_tier	0.005	10000	144	50	3	295	298	0.031914893617021274	0.010067114093959731	0.49666666666666665	150.0	True
20260706	1.44	20raw+minmax	1.0	frontier_gpt4	0.03	10000	144	50	3	295	298	0.031914893617021274	0.010067114093959731	2.98	150.0	True
20260706	1.44	20raw+minmax	1.5	cheap_heuristic	0.0001	10000	144	50	0	24	24	0.0	0.0	0.0024000000000000002	0.0	True
20260706	1.44	20raw+minmax	1.5	small_open	0.0006	10000	144	50	0	24	24	0.0	0.0	0.0144	0.0	True
20260706	1.44	20raw+minmax	1.5	iter120_default	0.001	10000	144	50	0	24	24	0.0	0.0	0.024	0.0	True
20260706	1.44	20raw+minmax	1.5	mid_tier	0.005	10000	144	50	0	24	24	0.0	0.0	0.12	0.0	True
20260706	1.44	20raw+minmax	1.5	frontier_gpt4	0.03	10000	144	50	0	24	24	0.0	0.0	0.72	0.0	True
20260706	1.44	20raw+minmax	2.0	cheap_heuristic	0.0001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	2.0	small_open	0.0006	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	2.0	iter120_default	0.001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	2.0	mid_tier	0.005	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	2.0	frontier_gpt4	0.03	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	2.5	cheap_heuristic	0.0001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	2.5	small_open	0.0006	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	2.5	iter120_default	0.001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	2.5	mid_tier	0.005	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	2.5	frontier_gpt4	0.03	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	3.0	cheap_heuristic	0.0001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	3.0	small_open	0.0006	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	3.0	iter120_default	0.001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	3.0	mid_tier	0.005	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+minmax	3.0	frontier_gpt4	0.03	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	0.0	cheap_heuristic	0.0001	10000	144	50	53	4944	4997	0.5638297872340425	0.010606363818290974	0.009428301886792454	2650.0	True
20260706	1.44	20raw+stat	0.0	small_open	0.0006	10000	144	50	53	4944	4997	0.5638297872340425	0.010606363818290974	0.05656981132075471	2650.0	True
20260706	1.44	20raw+stat	0.0	iter120_default	0.001	10000	144	50	53	4944	4997	0.5638297872340425	0.010606363818290974	0.09428301886792452	2650.0	True
20260706	1.44	20raw+stat	0.0	mid_tier	0.005	10000	144	50	53	4944	4997	0.5638297872340425	0.010606363818290974	0.47141509433962264	2650.0	True
20260706	1.44	20raw+stat	0.0	frontier_gpt4	0.03	10000	144	50	53	4944	4997	0.5638297872340425	0.010606363818290974	2.8284905660377357	2650.0	True
20260706	1.44	20raw+stat	0.5	cheap_heuristic	0.0001	10000	144	50	14	1614	1628	0.14893617021276595	0.0085995085995086	0.011628571428571429	700.0	True
20260706	1.44	20raw+stat	0.5	small_open	0.0006	10000	144	50	14	1614	1628	0.14893617021276595	0.0085995085995086	0.06977142857142857	700.0	True
20260706	1.44	20raw+stat	0.5	iter120_default	0.001	10000	144	50	14	1614	1628	0.14893617021276595	0.0085995085995086	0.1162857142857143	700.0	True
20260706	1.44	20raw+stat	0.5	mid_tier	0.005	10000	144	50	14	1614	1628	0.14893617021276595	0.0085995085995086	0.5814285714285715	700.0	True
20260706	1.44	20raw+stat	0.5	frontier_gpt4	0.03	10000	144	50	14	1614	1628	0.14893617021276595	0.0085995085995086	3.4885714285714284	700.0	True
20260706	1.44	20raw+stat	1.0	cheap_heuristic	0.0001	10000	144	50	3	296	299	0.031914893617021274	0.010033444816053512	0.009966666666666667	150.0	True
20260706	1.44	20raw+stat	1.0	small_open	0.0006	10000	144	50	3	296	299	0.031914893617021274	0.010033444816053512	0.05979999999999999	150.0	True
20260706	1.44	20raw+stat	1.0	iter120_default	0.001	10000	144	50	3	296	299	0.031914893617021274	0.010033444816053512	0.09966666666666667	150.0	True
20260706	1.44	20raw+stat	1.0	mid_tier	0.005	10000	144	50	3	296	299	0.031914893617021274	0.010033444816053512	0.49833333333333335	150.0	True
20260706	1.44	20raw+stat	1.0	frontier_gpt4	0.03	10000	144	50	3	296	299	0.031914893617021274	0.010033444816053512	2.9899999999999998	150.0	True
20260706	1.44	20raw+stat	1.5	cheap_heuristic	0.0001	10000	144	50	0	24	24	0.0	0.0	0.0024000000000000002	0.0	True
20260706	1.44	20raw+stat	1.5	small_open	0.0006	10000	144	50	0	24	24	0.0	0.0	0.0144	0.0	True
20260706	1.44	20raw+stat	1.5	iter120_default	0.001	10000	144	50	0	24	24	0.0	0.0	0.024	0.0	True
20260706	1.44	20raw+stat	1.5	mid_tier	0.005	10000	144	50	0	24	24	0.0	0.0	0.12	0.0	True
20260706	1.44	20raw+stat	1.5	frontier_gpt4	0.03	10000	144	50	0	24	24	0.0	0.0	0.72	0.0	True
20260706	1.44	20raw+stat	2.0	cheap_heuristic	0.0001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	2.0	small_open	0.0006	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	2.0	iter120_default	0.001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	2.0	mid_tier	0.005	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	2.0	frontier_gpt4	0.03	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	2.5	cheap_heuristic	0.0001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	2.5	small_open	0.0006	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	2.5	iter120_default	0.001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	2.5	mid_tier	0.005	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	2.5	frontier_gpt4	0.03	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	3.0	cheap_heuristic	0.0001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	3.0	small_open	0.0006	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	3.0	iter120_default	0.001	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	3.0	mid_tier	0.005	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.44	20raw+stat	3.0	frontier_gpt4	0.03	10000	144	50	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	0.0	cheap_heuristic	0.0001	9956	100	34	37	4933	4970	0.5606060606060606	0.00744466800804829	0.013432432432432433	1850.0	True
20260706	1.0	24full	0.0	small_open	0.0006	9956	100	34	37	4933	4970	0.5606060606060606	0.00744466800804829	0.08059459459459459	1850.0	True
20260706	1.0	24full	0.0	iter120_default	0.001	9956	100	34	37	4933	4970	0.5606060606060606	0.00744466800804829	0.1343243243243243	1850.0	True
20260706	1.0	24full	0.0	mid_tier	0.005	9956	100	34	37	4933	4970	0.5606060606060606	0.00744466800804829	0.6716216216216216	1850.0	True
20260706	1.0	24full	0.0	frontier_gpt4	0.03	9956	100	34	37	4933	4970	0.5606060606060606	0.00744466800804829	4.02972972972973	1850.0	True
20260706	1.0	24full	0.5	cheap_heuristic	0.0001	9956	100	34	11	1614	1625	0.16666666666666666	0.00676923076923077	0.014772727272727272	550.0	True
20260706	1.0	24full	0.5	small_open	0.0006	9956	100	34	11	1614	1625	0.16666666666666666	0.00676923076923077	0.08863636363636362	550.0	True
20260706	1.0	24full	0.5	iter120_default	0.001	9956	100	34	11	1614	1625	0.16666666666666666	0.00676923076923077	0.14772727272727273	550.0	True
20260706	1.0	24full	0.5	mid_tier	0.005	9956	100	34	11	1614	1625	0.16666666666666666	0.00676923076923077	0.7386363636363636	550.0	True
20260706	1.0	24full	0.5	frontier_gpt4	0.03	9956	100	34	11	1614	1625	0.16666666666666666	0.00676923076923077	4.431818181818182	550.0	True
20260706	1.0	24full	1.0	cheap_heuristic	0.0001	9956	100	34	1	297	298	0.015151515151515152	0.003355704697986577	0.0298	50.0	True
20260706	1.0	24full	1.0	small_open	0.0006	9956	100	34	1	297	298	0.015151515151515152	0.003355704697986577	0.1788	50.0	True
20260706	1.0	24full	1.0	iter120_default	0.001	9956	100	34	1	297	298	0.015151515151515152	0.003355704697986577	0.298	50.0	True
20260706	1.0	24full	1.0	mid_tier	0.005	9956	100	34	1	297	298	0.015151515151515152	0.003355704697986577	1.49	50.0	True
20260706	1.0	24full	1.0	frontier_gpt4	0.03	9956	100	34	1	297	298	0.015151515151515152	0.003355704697986577	8.94	50.0	True
20260706	1.0	24full	1.5	cheap_heuristic	0.0001	9956	100	34	0	24	24	0.0	0.0	0.0024000000000000002	0.0	True
20260706	1.0	24full	1.5	small_open	0.0006	9956	100	34	0	24	24	0.0	0.0	0.0144	0.0	True
20260706	1.0	24full	1.5	iter120_default	0.001	9956	100	34	0	24	24	0.0	0.0	0.024	0.0	True
20260706	1.0	24full	1.5	mid_tier	0.005	9956	100	34	0	24	24	0.0	0.0	0.12	0.0	True
20260706	1.0	24full	1.5	frontier_gpt4	0.03	9956	100	34	0	24	24	0.0	0.0	0.72	0.0	True
20260706	1.0	24full	2.0	cheap_heuristic	0.0001	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	2.0	small_open	0.0006	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	2.0	iter120_default	0.001	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	2.0	mid_tier	0.005	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	2.0	frontier_gpt4	0.03	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	2.5	cheap_heuristic	0.0001	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	2.5	small_open	0.0006	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	2.5	iter120_default	0.001	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	2.5	mid_tier	0.005	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	2.5	frontier_gpt4	0.03	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	3.0	cheap_heuristic	0.0001	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	3.0	small_open	0.0006	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	3.0	iter120_default	0.001	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	3.0	mid_tier	0.005	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	24full	3.0	frontier_gpt4	0.03	9956	100	34	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	0.0	cheap_heuristic	0.0001	9956	100	37	38	4947	4985	0.6031746031746031	0.007622868605817452	0.01311842105263158	1900.0	True
20260706	1.0	20raw	0.0	small_open	0.0006	9956	100	37	38	4947	4985	0.6031746031746031	0.007622868605817452	0.07871052631578947	1900.0	True
20260706	1.0	20raw	0.0	iter120_default	0.001	9956	100	37	38	4947	4985	0.6031746031746031	0.007622868605817452	0.1311842105263158	1900.0	True
20260706	1.0	20raw	0.0	mid_tier	0.005	9956	100	37	38	4947	4985	0.6031746031746031	0.007622868605817452	0.655921052631579	1900.0	True
20260706	1.0	20raw	0.0	frontier_gpt4	0.03	9956	100	37	38	4947	4985	0.6031746031746031	0.007622868605817452	3.935526315789473	1900.0	True
20260706	1.0	20raw	0.5	cheap_heuristic	0.0001	9956	100	37	11	1605	1616	0.1746031746031746	0.006806930693069307	0.014690909090909093	550.0	True
20260706	1.0	20raw	0.5	small_open	0.0006	9956	100	37	11	1605	1616	0.1746031746031746	0.006806930693069307	0.08814545454545454	550.0	True
20260706	1.0	20raw	0.5	iter120_default	0.001	9956	100	37	11	1605	1616	0.1746031746031746	0.006806930693069307	0.1469090909090909	550.0	True
20260706	1.0	20raw	0.5	mid_tier	0.005	9956	100	37	11	1605	1616	0.1746031746031746	0.006806930693069307	0.7345454545454545	550.0	True
20260706	1.0	20raw	0.5	frontier_gpt4	0.03	9956	100	37	11	1605	1616	0.1746031746031746	0.006806930693069307	4.407272727272727	550.0	True
20260706	1.0	20raw	1.0	cheap_heuristic	0.0001	9956	100	37	1	295	296	0.015873015873015872	0.0033783783783783786	0.0296	50.0	True
20260706	1.0	20raw	1.0	small_open	0.0006	9956	100	37	1	295	296	0.015873015873015872	0.0033783783783783786	0.17759999999999998	50.0	True
20260706	1.0	20raw	1.0	iter120_default	0.001	9956	100	37	1	295	296	0.015873015873015872	0.0033783783783783786	0.296	50.0	True
20260706	1.0	20raw	1.0	mid_tier	0.005	9956	100	37	1	295	296	0.015873015873015872	0.0033783783783783786	1.48	50.0	True
20260706	1.0	20raw	1.0	frontier_gpt4	0.03	9956	100	37	1	295	296	0.015873015873015872	0.0033783783783783786	8.879999999999999	50.0	True
20260706	1.0	20raw	1.5	cheap_heuristic	0.0001	9956	100	37	0	24	24	0.0	0.0	0.0024000000000000002	0.0	True
20260706	1.0	20raw	1.5	small_open	0.0006	9956	100	37	0	24	24	0.0	0.0	0.0144	0.0	True
20260706	1.0	20raw	1.5	iter120_default	0.001	9956	100	37	0	24	24	0.0	0.0	0.024	0.0	True
20260706	1.0	20raw	1.5	mid_tier	0.005	9956	100	37	0	24	24	0.0	0.0	0.12	0.0	True
20260706	1.0	20raw	1.5	frontier_gpt4	0.03	9956	100	37	0	24	24	0.0	0.0	0.72	0.0	True
20260706	1.0	20raw	2.0	cheap_heuristic	0.0001	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	2.0	small_open	0.0006	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	2.0	iter120_default	0.001	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	2.0	mid_tier	0.005	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	2.0	frontier_gpt4	0.03	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	2.5	cheap_heuristic	0.0001	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	2.5	small_open	0.0006	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	2.5	iter120_default	0.001	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	2.5	mid_tier	0.005	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	2.5	frontier_gpt4	0.03	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	3.0	cheap_heuristic	0.0001	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	3.0	small_open	0.0006	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	3.0	iter120_default	0.001	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	3.0	mid_tier	0.005	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
20260706	1.0	20raw	3.0	frontier_gpt4	0.03	9956	100	37	0	0	0	0.0	0.0	0.0	0.0	True
