rate_pct	tier	fset	cost_llm_per_call	n_test	n_pos	xgb_caught_K2	n_llm_grad	cpd_xgb	cpd_grad	cppr_xgb	cppr_grad	acd	acd_boot_mean	acd_boot_lo	acd_boot_hi	sweet_spot_price_per_call	grad_cheaper_at_cppr
1.0	small_open	20raw	0.0006	9956	100	37	82	0.0001	0.0001041181197267979	0.02690810810810811	0.028016216216216215	1.041181197267979	1.0409511852149458	1.032141422257935	1.0502209722780234	4.51219512195122e-05	False
1.0	iter120_default	20raw	0.001	9956	100	37	82	0.0001	0.00010741261550823625	0.02690810810810811	0.028902702702702707	1.0741261550823624	1.0737121333869024	1.057854560064283	1.090397750100442	4.51219512195122e-05	False
1.0	mid_tier	20raw	0.005	9956	100	37	82	0.0001	0.00014035757332261952	0.02690810810810811	0.037767567567567564	1.403575733226195	1.4013216151064685	1.3149859381277622	1.4921655283246282	4.51219512195122e-05	False
1.0	frontier_gpt4	20raw	0.03	9956	100	37	82	0.0001	0.0003462635596625151	0.02690810810810811	0.09317297297297297	3.4626355966251507	3.448880875853756	2.922057051024508	4.003214142225793	4.51219512195122e-05	False
1.0	cheap_heuristic	20raw+minmax	0.0001	9956	100	34	82	0.0001	0.0001	0.02928235294117647	0.02928235294117647	1.0	1.0	1.0	1.0	4.1463414634146346e-05	True
1.0	small_open	20raw+minmax	0.0006	9956	100	34	82	0.0001	0.0001041181197267979	0.02928235294117647	0.030488235294117646	1.041181197267979	1.0410094415427882	1.0331458417034953	1.0492165528324626	4.1463414634146346e-05	False
1.0	iter120_default	20raw+minmax	0.001	9956	100	34	82	0.0001	0.00010741261550823625	0.02928235294117647	0.03145294117647059	1.0741261550823624	1.0738169947770189	1.0596625150662915	1.0885897950984331	4.1463414634146346e-05	False
1.0	mid_tier	20raw+minmax	0.005	9956	100	34	82	0.0001	0.00014035757332261952	0.02928235294117647	0.0411	1.403575733226195	1.401892527119325	1.3248292486942546	1.4823222177581357	4.1463414634146346e-05	False
1.0	frontier_gpt4	20raw+minmax	0.03	9956	100	34	82	0.0001	0.0003462635596625151	0.02928235294117647	0.10139411764705883	3.4626355966251507	3.4523646042587384	2.982121333869024	3.9431498593812777	4.1463414634146346e-05	False
1.0	cheap_heuristic	20raw+stat	0.0001	9956	100	37	82	0.0001	0.0001	0.02690810810810811	0.02690810810810811	1.0	1.0	1.0	1.0	4.51219512195122e-05	True
1.0	small_open	20raw+stat	0.0006	9956	100	37	82	0.0001	0.0001041181197267979	0.02690810810810811	0.028016216216216215	1.041181197267979	1.0411118923262355	1.032643631980715	1.0497313177983125	4.51219512195122e-05	False
1.0	iter120_default	20raw+stat	0.001	9956	100	37	82	0.0001	0.00010741261550823625	0.02690810810810811	0.028902702702702707	1.0741261550823624	1.0740014061872238	1.0587585375652873	1.0895163720369625	4.51219512195122e-05	False
1.0	mid_tier	20raw+stat	0.005	9956	100	37	82	0.0001	0.00014035757332261952	0.02690810810810811	0.037767567567567564	1.403575733226195	1.4028965447971073	1.3199075934110083	1.4873669144234631	4.51219512195122e-05	False
1.0	frontier_gpt4	20raw+stat	0.03	9956	100	37	82	0.0001	0.0003462635596625151	0.02690810810810811	0.09317297297297297	3.4626355966251507	3.4584911611088787	2.9520891924467656	3.973932804339091	4.51219512195122e-05	False
0.5	cheap_heuristic	24full	0.0001	9906	50	22	97	0.0001	0.0001	0.04502727272727273	0.04502727272727273	1.0	1.0	1.0	1.0	2.268041237113402e-05	True
0.5	small_open	24full	0.0006	9906	50	22	97	0.0001	0.00010489602261255803	0.04502727272727273	0.04723181818181818	1.0489602261255804	1.0487971936200284	1.0393700787401576	1.0585503735110033	2.268041237113402e-05	False
0.5	iter120_default	24full	0.001	9906	50	22	97	0.0001	0.00010881284070260448	0.04502727272727273	0.04899545454545455	1.0881284070260449	1.0878349485160506	1.0708661417322833	1.1053906723198061	2.268041237113402e-05	False
0.5	mid_tier	24full	0.005	9906	50	22	97	0.0001	0.00014798102160306885	0.04502727272727273	0.06663181818181818	1.4798102160306885	1.4782124974762774	1.3858267716535433	1.5737936604078337	2.268041237113402e-05	False
0.5	frontier_gpt4	24full	0.03	9906	50	22	97	0.0001	0.00039278215223097115	0.04502727272727273	0.1768590909090909	3.9278215223097113	3.91807217847769	3.354330708661417	4.501312335958004	2.268041237113402e-05	False
0.5	cheap_heuristic	20raw	0.0001	9906	50	22	79	0.0001	0.0001	0.04502727272727273	0.04502727272727273	1.0	1.0	1.0	1.0	2.7848101265822786e-05	True
0.5	small_open	20raw	0.0006	9906	50	22	79	0.0001	0.00010398748233393903	0.04502727272727273	0.04682272727272727	1.0398748233393902	1.0396754492226932	1.031294165152433	1.0484554815263476	2.7848101265822786e-05	False
0.5	iter120_default	20raw	0.001	9906	50	22	79	0.0001	0.00010717746820109025	0.04502727272727273	0.04825909090909091	1.0717746820109024	1.0714158086008478	1.056329497274379	1.0872198667474258	2.7848101265822786e-05	False
0.5	mid_tier	20raw	0.005	9906	50	22	79	0.0001	0.00013907732687260245	0.04502727272727273	0.06262272727272727	1.3907732687260246	1.3888194023823948	1.306682818493842	1.4748637189582072	2.7848101265822786e-05	False
0.5	frontier_gpt4	20raw	0.03	9906	50	22	79	0.0001	0.0003384514435695538	0.04502727272727273	0.15239545454545456	3.3845144356955377	3.37259186351706	2.871391076115485	3.8976377952755907	2.7848101265822786e-05	False
0.5	cheap_heuristic	20raw+minmax	0.0001	9906	50	21	86	0.0001	0.0001	0.04717142857142857	0.04717142857142857	1.0	1.0	1.0	1.0	2.4418604651162793e-05	True
0.5	small_open	20raw+minmax	0.0006	9906	50	21	86	0.0001	0.00010434080355340198	0.04717142857142857	0.04921904761904762	1.0434080355340198	1.0434241873611951	1.0343226327478294	1.052001312335958	2.4418604651162793e-05	False
0.5	iter120_default	20raw+minmax	0.001	9906	50	21	86	0.0001	0.00010781344639612356	0.04717142857142857	0.05085714285714286	1.0781344639612356	1.0781635372501515	1.0617807389460931	1.0936023622047244	2.4418604651162793e-05	False
0.5	mid_tier	20raw+minmax	0.005	9906	50	21	86	0.0001	0.00014253987482333938	0.04717142857142857	0.06723809523809524	1.4253987482333936	1.4255570361397136	1.33636180092873	1.5096128608923884	2.4418604651162793e-05	False
0.5	frontier_gpt4	20raw+minmax	0.03	9906	50	21	86	0.0001	0.00035958005249343833	0.04717142857142857	0.16961904761904764	3.595800524934383	3.596766404199475	3.05249343832021	4.109678477690287	2.4418604651162793e-05	False
0.5	cheap_heuristic	20raw+stat	0.0001	9906	50	24	79	0.0001	0.0001	0.041275	0.041275	1.0	1.0	1.0	1.0	3.0379746835443042e-05	True
0.5	small_open	20raw+stat	0.0006	9906	50	24	79	0.0001	0.00010398748233393903	0.041275	0.04292083333333333	1.0398748233393902	1.0399782959822328	1.0317989097516655	1.0484554815263476	3.0379746835443042e-05	False
0.5	iter120_default	20raw+stat	0.001	9906	50	24	79	0.0001	0.00010717746820109025	0.041275	0.044237500000000006	1.0717746820109024	1.0719609327680193	1.0572380375529982	1.0872198667474258	3.0379746835443042e-05	False
0.5	mid_tier	20raw+stat	0.005	9906	50	24	79	0.0001	0.00013907732687260245	0.041275	0.057404166666666666	1.3907732687260246	1.3917873006258832	1.3116293155663235	1.4748637189582072	3.0379746835443042e-05	False
0.5	frontier_gpt4	20raw+stat	0.03	9906	50	24	79	0.0001	0.0003384514435695538	0.041275	0.13969583333333332	3.3845144356955377	3.390702099737533	2.901574803149606	3.8976377952755907	3.0379746835443042e-05	False
0.1	cheap_heuristic	24full	0.0001	9866	10	1	106	0.0001	0.0001	0.9866	0.9866	1.0	1.0	1.0	1.0	9.433962264150944e-07	True
0.1	small_open	24full	0.0006	9866	10	1	106	0.0001	0.00010537198459355362	0.9866	1.0396	1.0537198459355361	1.053603284005676	1.0435840259476992	1.0638556659233733	9.433962264150944e-07	False
0.1	iter120_default	24full	0.001	9866	10	1	106	0.0001	0.00010966957226839653	0.9866	1.082	1.0966957226839653	1.096485911210217	1.0784512467058585	1.114940198662072	9.433962264150944e-07	False
0.1	mid_tier	24full	0.005	9866	10	1	106	0.0001	0.00015264544901682546	0.9866	1.506	1.5264544901682544	1.5253121832556253	1.4271234542874518	1.6257855260490572	9.433962264150944e-07	False
0.1	frontier_gpt4	24full	0.03	9866	10	1	106	0.0001	0.00042124467869450634	0.9866	4.156	4.212446786945063	4.205476383539428	3.6063247516724104	4.818568822217716	9.433962264150944e-07	False
0.1	cheap_heuristic	20raw	0.0001	9866	10	3	79	0.0001	0.0001	0.3288666666666667	0.3288666666666667	1.0	1.0	1.0	1.0	3.7974683544303802e-06	True
0.1	small_open	20raw	0.0006	9866	10	3	79	0.0001	0.00010400364889519562	0.3288666666666667	0.34203333333333336	1.0400364889519562	1.0399280356780864	1.0314210419622947	1.0481578147172104	3.7974683544303802e-06	False
0.1	iter120_default	20raw	0.001	9866	10	3	79	0.0001	0.00010720656801135212	0.3288666666666667	0.3525666666666667	1.072065680113521	1.0718704642205554	1.0565578755321305	1.0866840664909792	3.7974683544303802e-06	False
0.1	mid_tier	20raw	0.005	9866	10	3	79	0.0001	0.00013923575917291708	0.3288666666666667	0.4579	1.3923575917291708	1.3912947496452461	1.3079262112304884	1.4719465842286639	3.7974683544303802e-06	False
0.1	frontier_gpt4	20raw	0.03	9866	10	3	79	0.0001	0.00033941820393269817	0.3288666666666667	1.1162333333333334	3.3941820393269815	3.387696533549564	2.878978309345226	3.8798373200891945	3.7974683544303802e-06	False
0.1	cheap_heuristic	20raw+minmax	0.0001	9866	10	2	90	0.0001	0.0001	0.4933	0.4933	1.0	1.0	1.0	1.0	2.2222222222222225e-06	True
0.1	small_open	20raw+minmax	0.0006	9866	10	2	90	0.0001	0.00010456111899452667	0.4933	0.5158	1.0456111899452667	1.0455883843502938	1.0364762821812283	1.0552402189337116	2.2222222222222225e-06	False
0.1	iter120_default	20raw+minmax	0.001	9866	10	2	90	0.0001	0.000108210014190148	0.4933	0.5338	1.08210014190148	1.0820590918305293	1.0656573079262113	1.0994323940806812	2.2222222222222225e-06	False
0.1	mid_tier	20raw+minmax	0.005	9866	10	2	90	0.0001	0.00014469896614636123	0.4933	0.7138	1.4469896614636122	1.4467661666328804	1.3574675653760389	1.5413541455503752	2.2222222222222225e-06	False
0.1	frontier_gpt4	20raw+minmax	0.03	9866	10	2	90	0.0001	0.0003727549158726941	0.4933	1.8388	3.7275491587269407	3.7261853841475774	3.1812816744374617	4.303365092235961	2.2222222222222225e-06	False
0.1	cheap_heuristic	20raw+stat	0.0001	9866	10	2	89	0.0001	0.0001	0.4933	0.4933	1.0	1.0	1.0	1.0	2.247191011235955e-06	True
0.1	small_open	20raw+stat	0.0006	9866	10	2	89	0.0001	0.00010451043989458749	0.4933	0.5155500000000001	1.0451043989458748	1.0448874923981348	1.0359821609568214	1.0537198459355361	2.247191011235955e-06	False
0.1	iter120_default	20raw+stat	0.001	9866	10	2	89	0.0001	0.00010811879181025745	0.4933	0.53335	1.0811879181025745	1.0807974863166427	1.0647678897222785	1.0966957226839653	2.247191011235955e-06	False
0.1	mid_tier	20raw+stat	0.005	9866	10	2	89	0.0001	0.00014420231096695722	0.4933	0.71135	1.4420231096695721	1.439897425501723	1.3526251773768496	1.5264544901682544	2.247191011235955e-06	False
0.1	frontier_gpt4	20raw+stat	0.03	9866	10	2	89	0.0001	0.0003697243056963308	0.4933	1.82385	3.697243056963308	3.6842720454084734	3.15173322521792	4.212446786945063	2.247191011235955e-06	False
0.05	cheap_heuristic	24full	0.0001	9861	5	4	105	0.0001	0.0001	0.24652500000000002	0.24652500000000002	1.0	1.0	1.0	1.0	3.80952380952381e-06	True
0.05	small_open	24full	0.0006	9861	5	4	105	0.0001	0.00010532400365074538	0.24652500000000002	0.25965000000000005	1.0532400365074537	1.0531746273197446	1.0430990771727007	1.0633809958422067	3.80952380952381e-06	False
0.05	iter120_default	24full	0.001	9861	5	4	105	0.0001	0.00010958320657134165	0.24652500000000002	0.27015	1.0958320657134164	1.09571432917554	1.0775783389108609	1.114085792515972	3.80952380952381e-06	False
0.05	mid_tier	24full	0.005	9861	5	4	105	0.0001	0.00015217523577730453	0.24652500000000002	0.37515	1.5217523577730452	1.5211113477334957	1.4223709562924653	1.6211337592536252	3.80952380952381e-06	False
0.05	frontier_gpt4	24full	0.03	9861	5	4	105	0.0001	0.0004183754183145726	0.24652500000000002	1.0314	4.183754183145726	4.179842713720718	3.577324814927492	4.790183551363959	3.80952380952381e-06	False
0.05	cheap_heuristic	20raw	0.0001	9861	5	4	77	0.0001	0.0001	0.24652500000000002	0.24652500000000002	1.0	1.0	1.0	1.0	5.194805194805195e-06	True
0.05	small_open	20raw	0.0006	9861	5	4	77	0.0001	0.00010390426934387995	0.24652500000000002	0.25615000000000004	1.0390426934387995	1.0390675387891695	1.030929925970997	1.0476625088733396	5.194805194805195e-06	False
0.05	iter120_default	20raw	0.001	9861	5	4	77	0.0001	0.00010702768481898389	0.24652500000000002	0.26385000000000003	1.0702768481898388	1.0703215698205049	1.0556738667477945	1.085792515972011	5.194805194805195e-06	False
0.05	mid_tier	20raw	0.005	9861	5	4	77	0.0001	0.00013826183957002332	0.24652500000000002	0.34085	1.3826183957002331	1.3828618801338608	1.3031132745157692	1.4670925869587264	5.194805194805195e-06	False
0.05	frontier_gpt4	20raw	0.03	9861	5	4	77	0.0001	0.00033347530676401985	0.24652500000000002	0.8220999999999999	3.3347530676401984	3.336238819592333	2.8496095730656115	3.850218030625697	5.194805194805195e-06	False
0.05	cheap_heuristic	20raw+minmax	0.0001	9861	5	4	90	0.0001	0.0001	0.24652500000000002	0.24652500000000002	1.0	1.0	1.0	1.0	4.444444444444445e-06	True
0.05	small_open	20raw+minmax	0.0006	9861	5	4	90	0.0001	0.0001045634317006389	0.24652500000000002	0.25777500000000003	1.0456343170063889	1.0456971909542645	1.036507453605111	1.0552682283744041	4.444444444444445e-06	False
0.05	iter120_default	20raw+minmax	0.001	9861	5	4	90	0.0001	0.00010821417706115001	0.24652500000000002	0.26677500000000004	1.0821417706115	1.0822549437176758	1.0657134164892	1.0994828110739276	4.444444444444445e-06	False
0.05	mid_tier	20raw+minmax	0.005	9861	5	4	90	0.0001	0.00014472163066626102	0.24652500000000002	0.356775	1.4472163066626103	1.44783247135179	1.3577730453300885	1.5416286380691613	4.444444444444445e-06	False
0.05	frontier_gpt4	20raw+minmax	0.03	9861	5	4	90	0.0001	0.000372893215698205	0.24652500000000002	0.919275	3.72893215698205	3.7326920190650035	3.18314572558564	4.305040056789372	4.444444444444445e-06	False
0.05	cheap_heuristic	20raw+stat	0.0001	9861	5	3	88	0.0001	0.0001	0.32870000000000005	0.32870000000000005	1.0	1.0	1.0	1.0	3.4090909090909096e-06	True
0.05	small_open	20raw+stat	0.0006	9861	5	3	88	0.0001	0.00010446202210729136	0.32870000000000005	0.34336666666666665	1.0446202210729134	1.0445756008518405	1.0349863097048981	1.0542668086400973	3.4090909090909096e-06	False
0.05	iter120_default	20raw+stat	0.001	9861	5	3	88	0.0001	0.00010803163979312444	0.32870000000000005	0.3551	1.0803163979312445	1.0802360815333132	1.0629753574688166	1.0976802555521752	3.4090909090909096e-06	False
0.05	mid_tier	20raw+stat	0.005	9861	5	3	88	0.0001	0.00014372781665145522	0.32870000000000005	0.4724333333333333	1.437278166514552	1.436840888348038	1.3428658351080012	1.531814724672954	3.4090909090909096e-06	False
0.05	frontier_gpt4	20raw+stat	0.03	9861	5	3	88	0.0001	0.0003668289220160227	0.32870000000000005	1.2057666666666667	3.6682892201602266	3.6656209309400665	3.092181320352905	4.245155156677821	3.4090909090909096e-06	False
