method	step	prompt_idx	k_actual	zvf_actual	is_boundary	is_contrast	g_actual	g_per_prompt	g_oracle	restore_at_g_esc	restore_at_g_des
grpo	2	2	7	0.0	0	1	8	16	2	0.828	0.406
grpo	2	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	2	4	4	0.0	0	1	8	16	2	1.0	0.883
grpo	2	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	2	6	0	1.0	1	0	8	4	8	0.0	0.0
grpo	2	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	2	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	2	9	2	0.0	0	1	8	16	2	0.984	0.641
grpo	2	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	2	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	2	12	7	0.0	0	1	8	16	2	0.875	0.414
grpo	2	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	2	14	8	1.0	1	0	8	4	8	0.0	0.0
grpo	2	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	3	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	3	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	3	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	3	3	7	0.0	0	1	8	16	2	0.852	0.445
grpo	3	4	0	1.0	1	0	8	4	8	0.0	0.0
grpo	3	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	3	6	6	0.0	0	1	8	16	2	0.984	0.633
grpo	3	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	3	8	0	1.0	1	0	8	4	8	0.0	0.0
grpo	3	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	3	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	3	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	3	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	3	13	7	0.0	0	1	8	16	2	0.859	0.461
grpo	3	14	2	0.0	0	1	8	16	2	0.992	0.672
grpo	3	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	4	0	6	0.0	0	1	8	16	2	0.992	0.633
grpo	4	1	6	0.0	0	1	8	16	2	1.0	0.672
grpo	4	2	0	1.0	1	0	8	4	8	0.0	0.0
grpo	4	3	1	0.0	0	1	8	16	2	0.867	0.43
grpo	4	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	4	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	4	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	4	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	4	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	4	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	4	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	4	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	4	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	4	13	6	0.0	0	1	8	16	2	0.984	0.586
grpo	4	14	8	1.0	1	0	8	4	8	0.0	0.0
grpo	4	15	4	0.0	0	1	8	16	2	1.0	0.828
grpo	5	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	5	1	1	0.0	0	1	8	16	2	0.867	0.406
grpo	5	2	6	0.0	0	1	8	16	2	0.984	0.617
grpo	5	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	5	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	5	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	5	6	1	0.0	0	1	8	16	2	0.891	0.461
grpo	5	7	4	0.0	0	1	8	16	2	1.0	0.836
grpo	5	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	5	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	5	10	4	0.0	0	1	8	16	2	1.0	0.914
grpo	5	11	0	1.0	1	0	8	4	8	0.0	0.0
grpo	5	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	5	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	5	14	8	1.0	1	0	8	4	8	0.0	0.0
grpo	5	15	0	1.0	1	0	8	4	8	0.0	0.0
grpo	6	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	6	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	6	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	6	3	0	1.0	1	0	8	4	8	0.0	0.0
grpo	6	4	2	0.0	0	1	8	16	2	1.0	0.719
grpo	6	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	6	6	7	0.0	0	1	8	16	2	0.922	0.398
grpo	6	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	6	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	6	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	6	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	6	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	6	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	6	13	0	1.0	1	0	8	4	8	0.0	0.0
grpo	6	14	5	0.0	0	1	8	16	2	1.0	0.828
grpo	6	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	7	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	7	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	7	2	0	1.0	1	0	8	4	8	0.0	0.0
grpo	7	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	7	4	1	0.0	0	1	8	16	2	0.914	0.461
grpo	7	5	6	0.0	0	1	8	16	2	0.984	0.68
grpo	7	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	7	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	7	8	1	0.0	0	1	8	16	2	0.852	0.477
grpo	7	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	7	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	7	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	7	12	7	0.0	0	1	8	16	2	0.883	0.383
grpo	7	13	4	0.0	0	1	8	16	2	1.0	0.898
grpo	7	14	8	1.0	1	0	8	4	8	0.0	0.0
grpo	7	15	0	1.0	1	0	8	4	8	0.0	0.0
grpo	8	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	8	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	8	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	8	3	5	0.0	0	1	8	16	2	1.0	0.875
grpo	8	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	8	5	7	0.0	0	1	8	16	2	0.852	0.359
grpo	8	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	8	7	2	0.0	0	1	8	16	2	0.992	0.695
grpo	8	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	8	9	1	0.0	0	1	8	16	2	0.859	0.438
grpo	8	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	8	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	8	12	1	0.0	0	1	8	16	2	0.898	0.438
grpo	8	13	3	0.0	0	1	8	16	2	1.0	0.867
grpo	8	14	2	0.0	0	1	8	16	2	0.992	0.656
grpo	8	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	9	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	9	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	9	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	9	3	6	0.0	0	1	8	16	2	0.992	0.688
grpo	9	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	9	5	7	0.0	0	1	8	16	2	0.852	0.422
grpo	9	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	9	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	9	8	5	0.0	0	1	8	16	2	1.0	0.812
grpo	9	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	9	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	9	11	1	0.0	0	1	8	16	2	0.875	0.234
grpo	9	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	9	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	9	14	6	0.0	0	1	8	16	2	0.984	0.711
grpo	9	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	10	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	10	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	10	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	10	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	10	4	7	0.0	0	1	8	16	2	0.922	0.422
grpo	10	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	10	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	10	7	3	0.0	0	1	8	16	2	1.0	0.852
grpo	10	8	7	0.0	0	1	8	16	2	0.875	0.398
grpo	10	9	2	0.0	0	1	8	16	2	1.0	0.633
grpo	10	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	10	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	10	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	10	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	10	14	6	0.0	0	1	8	16	2	1.0	0.664
grpo	10	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	11	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	11	1	0	1.0	1	0	8	4	8	0.0	0.0
grpo	11	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	11	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	11	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	11	5	4	0.0	0	1	8	16	2	1.0	0.859
grpo	11	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	11	7	6	0.0	0	1	8	16	2	0.984	0.625
grpo	11	8	7	0.0	0	1	8	16	2	0.844	0.484
grpo	11	9	4	0.0	0	1	8	16	2	1.0	0.875
grpo	11	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	11	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	11	12	0	1.0	1	0	8	4	8	0.0	0.0
grpo	11	13	0	1.0	1	0	8	4	8	0.0	0.0
grpo	11	14	7	0.0	0	1	8	16	2	0.883	0.422
grpo	11	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	2	6	0.0	0	1	8	16	2	0.984	0.664
grpo	12	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	10	5	0.0	0	1	8	16	2	1.0	0.828
grpo	12	11	6	0.0	0	1	8	16	2	0.992	0.703
grpo	12	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	14	8	1.0	1	0	8	4	8	0.0	0.0
grpo	12	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	13	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	13	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	13	2	7	0.0	0	1	8	16	2	0.859	0.43
grpo	13	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	13	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	13	5	7	0.0	0	1	8	16	2	0.891	0.438
grpo	13	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	13	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	13	8	2	0.0	0	1	8	16	2	1.0	0.648
grpo	13	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	13	10	7	0.0	0	1	8	16	2	0.875	0.406
grpo	13	11	5	0.0	0	1	8	16	2	1.0	0.852
grpo	13	12	4	0.0	0	1	8	16	2	1.0	0.844
grpo	13	13	0	1.0	1	0	8	4	8	0.0	0.0
grpo	13	14	0	1.0	1	0	8	4	8	0.0	0.0
grpo	13	15	7	0.0	0	1	8	16	2	0.883	0.43
grpo	14	0	6	0.0	0	1	8	16	2	1.0	0.641
grpo	14	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	14	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	14	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	14	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	14	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	14	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	14	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	14	8	7	0.0	0	1	8	16	2	0.859	0.43
grpo	14	9	4	0.0	0	1	8	16	2	1.0	0.938
grpo	14	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	14	11	7	0.0	0	1	8	16	2	0.82	0.367
grpo	14	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	14	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	14	14	0	1.0	1	0	8	4	8	0.0	0.0
grpo	14	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	15	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	15	1	5	0.0	0	1	8	16	2	1.0	0.852
grpo	15	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	15	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	15	4	1	0.0	0	1	8	16	2	0.875	0.469
grpo	15	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	15	6	3	0.0	0	1	8	16	2	1.0	0.914
grpo	15	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	15	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	15	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	15	10	4	0.0	0	1	8	16	2	1.0	0.883
grpo	15	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	15	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	15	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	15	14	8	1.0	1	0	8	4	8	0.0	0.0
grpo	15	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	16	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	16	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	16	2	0	1.0	1	0	8	4	8	0.0	0.0
grpo	16	3	0	1.0	1	0	8	4	8	0.0	0.0
grpo	16	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	16	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	16	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	16	7	5	0.0	0	1	8	16	2	1.0	0.828
grpo	16	8	2	0.0	0	1	8	16	2	0.992	0.633
grpo	16	9	7	0.0	0	1	8	16	2	0.852	0.484
grpo	16	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	16	11	5	0.0	0	1	8	16	2	1.0	0.844
grpo	16	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	16	13	6	0.0	0	1	8	16	2	1.0	0.672
grpo	16	14	5	0.0	0	1	8	16	2	1.0	0.805
grpo	16	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	17	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	17	1	7	0.0	0	1	8	16	2	0.891	0.383
grpo	17	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	17	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	17	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	17	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	17	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	17	7	5	0.0	0	1	8	16	2	1.0	0.758
grpo	17	8	6	0.0	0	1	8	16	2	0.977	0.703
grpo	17	9	2	0.0	0	1	8	16	2	0.992	0.609
grpo	17	10	6	0.0	0	1	8	16	2	0.984	0.695
grpo	17	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	17	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	17	13	4	0.0	0	1	8	16	2	1.0	0.906
grpo	17	14	7	0.0	0	1	8	16	2	0.914	0.398
grpo	17	15	7	0.0	0	1	8	16	2	0.859	0.422
grpo	18	0	4	0.0	0	1	8	16	2	1.0	0.844
grpo	18	1	5	0.0	0	1	8	16	2	1.0	0.891
grpo	18	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	18	3	3	0.0	0	1	8	16	2	1.0	0.836
grpo	18	4	6	0.0	0	1	8	16	2	0.992	0.641
grpo	18	5	0	1.0	1	0	8	4	8	0.0	0.0
grpo	18	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	18	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	18	8	0	1.0	1	0	8	4	8	0.0	0.0
grpo	18	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	18	10	5	0.0	0	1	8	16	2	1.0	0.859
grpo	18	11	6	0.0	0	1	8	16	2	0.984	0.688
grpo	18	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	18	13	6	0.0	0	1	8	16	2	1.0	0.688
grpo	18	14	0	1.0	1	0	8	4	8	0.0	0.0
grpo	18	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	19	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	19	1	7	0.0	0	1	8	16	2	0.891	0.422
grpo	19	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	19	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	19	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	19	5	3	0.0	0	1	8	16	2	1.0	0.805
grpo	19	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	19	7	0	1.0	1	0	8	4	8	0.0	0.0
grpo	19	8	7	0.0	0	1	8	16	2	0.883	0.477
grpo	19	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	19	10	7	0.0	0	1	8	16	2	0.93	0.461
grpo	19	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	19	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	19	13	3	0.0	0	1	8	16	2	1.0	0.82
grpo	19	14	1	0.0	0	1	8	16	2	0.945	0.375
grpo	19	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	20	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	20	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	20	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	20	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	20	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	20	5	7	0.0	0	1	8	16	2	0.891	0.422
grpo	20	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	20	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	20	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	20	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	20	10	4	0.0	0	1	8	16	2	1.0	0.883
grpo	20	11	6	0.0	0	1	8	16	2	0.984	0.703
grpo	20	12	2	0.0	0	1	8	16	2	0.992	0.703
grpo	20	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	20	14	2	0.0	0	1	8	16	2	1.0	0.625
grpo	20	15	5	0.0	0	1	8	16	2	1.0	0.867
grpo	21	0	7	0.0	0	1	8	16	2	0.883	0.453
grpo	21	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	21	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	21	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	21	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	21	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	21	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	21	7	3	0.0	0	1	8	16	2	1.0	0.812
grpo	21	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	21	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	21	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	21	11	0	1.0	1	0	8	4	8	0.0	0.0
grpo	21	12	5	0.0	0	1	8	16	2	0.992	0.875
grpo	21	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	21	14	7	0.0	0	1	8	16	2	0.883	0.383
grpo	21	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	22	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	22	1	6	0.0	0	1	8	16	2	1.0	0.703
grpo	22	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	22	3	5	0.0	0	1	8	16	2	1.0	0.828
grpo	22	4	5	0.0	0	1	8	16	2	1.0	0.805
grpo	22	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	22	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	22	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	22	8	1	0.0	0	1	8	16	2	0.891	0.328
grpo	22	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	22	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	22	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	22	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	22	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	22	14	8	1.0	1	0	8	4	8	0.0	0.0
grpo	22	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	6	2	0.0	0	1	8	16	2	0.992	0.656
grpo	23	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	10	7	0.0	0	1	8	16	2	0.836	0.438
grpo	23	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	14	8	1.0	1	0	8	4	8	0.0	0.0
grpo	23	15	0	1.0	1	0	8	4	8	0.0	0.0
grpo	24	0	7	0.0	0	1	8	16	2	0.875	0.422
grpo	24	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	24	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	24	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	24	4	1	0.0	0	1	8	16	2	0.898	0.367
grpo	24	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	24	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	24	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	24	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	24	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	24	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	24	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	24	12	7	0.0	0	1	8	16	2	0.891	0.422
grpo	24	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	24	14	8	1.0	1	0	8	4	8	0.0	0.0
grpo	24	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	25	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	25	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	25	2	4	0.0	0	1	8	16	2	1.0	0.867
grpo	25	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	25	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	25	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	25	6	2	0.0	0	1	8	16	2	0.992	0.773
grpo	25	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	25	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	25	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	25	10	5	0.0	0	1	8	16	2	1.0	0.789
grpo	25	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	25	12	1	0.0	0	1	8	16	2	0.852	0.383
grpo	25	13	3	0.0	0	1	8	16	2	1.0	0.82
grpo	25	14	7	0.0	0	1	8	16	2	0.898	0.367
grpo	25	15	7	0.0	0	1	8	16	2	0.867	0.445
grpo	26	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	26	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	26	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	26	3	0	1.0	1	0	8	4	8	0.0	0.0
grpo	26	4	7	0.0	0	1	8	16	2	0.875	0.414
grpo	26	5	2	0.0	0	1	8	16	2	0.984	0.633
grpo	26	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	26	7	7	0.0	0	1	8	16	2	0.805	0.422
grpo	26	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	26	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	26	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	26	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	26	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	26	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	26	14	8	1.0	1	0	8	4	8	0.0	0.0
grpo	26	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	27	14	4	0.0	0	1	8	16	2	1.0	0.844
grpo	27	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	28	0	7	0.0	0	1	8	16	2	0.828	0.312
grpo	28	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	28	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	28	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	28	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	28	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	28	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	28	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	28	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	28	9	8	1.0	1	0	8	4	8	0.0	0.0
grpo	28	10	8	1.0	1	0	8	4	8	0.0	0.0
grpo	28	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	28	12	7	0.0	0	1	8	16	2	0.844	0.398
grpo	28	13	0	1.0	1	0	8	4	8	0.0	0.0
grpo	28	14	5	0.0	0	1	8	16	2	1.0	0.805
grpo	28	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	29	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	29	1	8	1.0	1	0	8	4	8	0.0	0.0
grpo	29	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	29	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	29	4	4	0.0	0	1	8	16	2	1.0	0.875
