method	step	prompt_idx	k	p_hat	step_zvf	oracle_g	oracle_dy	g_dualformer_target	dy_dualformer_target	fire_due_to_dualformer	fire_due_to_zvf	g_c6	dy_c6	g_c0	dy_c0	g_c1	dy_c1	g_c2	dy_c2	g_c3	dy_c3	g_c5	dy_c5
aero	1	12	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	1	13	6	0.75	0.6875	10	0.04381370544433594	8	0.0	1	0	8	0.0	8	0.0	8	0.0	16	0.09010557783767581	8	0.0	10	0.04381370544433594
aero	1	14	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	1	15	0	0.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	2	0	8	1.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	2	1	8	1.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	2	2	8	1.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	2	3	8	1.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	2	4	7	0.875	0.8125	10	0.08053339831531048	24	0.3030400716467391	1	1	24	0.3030400716467391	8	0.0	16	0.22554188838920908	24	0.3030400716467391	16	0.22554188838920908	24	0.3030400716467391
aero	2	5	7	0.875	0.8125	10	0.08053339831531048	24	0.3030400716467391	1	1	24	0.3030400716467391	8	0.0	16	0.22554188838920908	24	0.3030400716467391	16	0.22554188838920908	24	0.3030400716467391
aero	2	6	0	0.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	2	7	8	1.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	2	8	8	1.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	2	9	1	0.125	0.8125	10	0.08053339831531048	2	-0.4376410245895386	1	1	2	-0.4376410245895386	8	0.0	16	0.22554188838920908	2	-0.4376410245895386	16	0.22554188838920908	24	0.3030400716467391
aero	2	10	8	1.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	2	11	8	1.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	2	12	8	1.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	2	13	8	1.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	2	14	8	1.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	2	15	8	1.0	0.8125	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	3	0	5	0.625	0.6875	10	0.014524189755320549	8	0.0	1	0	8	0.0	8	0.0	8	0.0	12	0.02011368327657692	8	0.0	6	-0.03871142864227295
aero	3	1	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	3	2	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	3	3	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	3	4	0	0.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	3	5	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	3	6	6	0.75	0.6875	10	0.04381370544433594	8	0.0	1	0	8	0.0	8	0.0	8	0.0	16	0.09010557783767581	8	0.0	10	0.04381370544433594
aero	3	7	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	3	8	0	0.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	3	9	7	0.875	0.6875	10	0.08053339831531048	8	0.0	1	0	8	0.0	8	0.0	8	0.0	24	0.3030400716467391	8	0.0	24	0.3030400716467391
aero	3	10	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	3	11	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	3	12	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	3	13	5	0.625	0.6875	10	0.014524189755320549	8	0.0	1	0	8	0.0	8	0.0	8	0.0	12	0.02011368327657692	8	0.0	6	-0.03871142864227295
aero	3	14	2	0.25	0.6875	10	0.04381370544433594	8	0.0	1	0	8	0.0	8	0.0	8	0.0	2	-0.524871826171875	8	0.0	10	0.04381370544433594
aero	3	15	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	4	0	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	4	1	6	0.75	0.75	10	0.04381370544433594	16	0.09010557783767581	1	1	16	0.09010557783767581	8	0.0	16	0.09010557783767581	16	0.09010557783767581	16	0.09010557783767581	10	0.04381370544433594
aero	4	2	0	0.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	4	3	4	0.5	0.75	10	0.005859375	16	0.007781982421875	0	1	16	0.007781982421875	8	0.0	16	0.007781982421875	8	0.0	16	0.007781982421875	6	-0.0234375
aero	4	4	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	4	5	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	4	6	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	4	7	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	4	8	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	4	9	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	4	10	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	4	11	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	4	12	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	4	13	4	0.5	0.75	10	0.005859375	16	0.007781982421875	0	1	16	0.007781982421875	8	0.0	16	0.007781982421875	8	0.0	16	0.007781982421875	6	-0.0234375
aero	4	14	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	4	15	4	0.5	0.75	10	0.005859375	16	0.007781982421875	0	1	16	0.007781982421875	8	0.0	16	0.007781982421875	8	0.0	16	0.007781982421875	6	-0.0234375
aero	5	0	8	1.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	5	1	0	0.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	5	2	6	0.75	0.5625	10	0.04381370544433594	8	0.0	1	0	8	0.0	8	0.0	8	0.0	16	0.09010557783767581	8	0.0	10	0.04381370544433594
aero	5	3	6	0.75	0.5625	10	0.04381370544433594	8	0.0	1	0	8	0.0	8	0.0	8	0.0	16	0.09010557783767581	8	0.0	10	0.04381370544433594
aero	5	4	8	1.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	5	5	8	1.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	5	6	1	0.125	0.5625	10	0.08053339831531048	8	0.0	1	0	8	0.0	8	0.0	8	0.0	2	-0.4376410245895386	8	0.0	24	0.3030400716467391
aero	5	7	2	0.25	0.5625	10	0.04381370544433594	8	0.0	1	0	8	0.0	8	0.0	8	0.0	2	-0.524871826171875	8	0.0	10	0.04381370544433594
aero	5	8	7	0.875	0.5625	10	0.08053339831531048	8	0.0	1	0	8	0.0	8	0.0	8	0.0	24	0.3030400716467391	8	0.0	24	0.3030400716467391
aero	5	9	8	1.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	5	10	3	0.375	0.5625	10	0.014524189755320549	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	6	-0.03871142864227295
aero	5	11	0	0.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	5	12	8	1.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	5	13	8	1.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	5	14	8	1.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	5	15	1	0.125	0.5625	10	0.08053339831531048	8	0.0	1	0	8	0.0	8	0.0	8	0.0	2	-0.4376410245895386	8	0.0	24	0.3030400716467391
aero	6	0	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	6	1	5	0.625	0.75	10	0.014524189755320549	12	0.02011368327657692	1	1	12	0.02011368327657692	8	0.0	16	0.023131876420841024	12	0.02011368327657692	16	0.023131876420841024	6	-0.03871142864227295
aero	6	2	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	6	3	0	0.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	6	4	2	0.25	0.75	10	0.04381370544433594	2	-0.524871826171875	1	1	2	-0.524871826171875	8	0.0	16	0.09010557783767581	2	-0.524871826171875	16	0.09010557783767581	10	0.04381370544433594
aero	6	5	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	6	6	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	6	7	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	6	8	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	6	9	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	6	10	6	0.75	0.75	10	0.04381370544433594	16	0.09010557783767581	1	1	16	0.09010557783767581	8	0.0	16	0.09010557783767581	16	0.09010557783767581	16	0.09010557783767581	10	0.04381370544433594
aero	6	11	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	6	12	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	6	13	0	0.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	6	14	2	0.25	0.75	10	0.04381370544433594	2	-0.524871826171875	1	1	2	-0.524871826171875	8	0.0	16	0.09010557783767581	2	-0.524871826171875	16	0.09010557783767581	10	0.04381370544433594
aero	6	15	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	7	0	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	7	1	7	0.875	0.625	10	0.08053339831531048	8	0.0	1	0	8	0.0	8	0.0	8	0.0	24	0.3030400716467391	8	0.0	24	0.3030400716467391
aero	7	2	0	0.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	7	3	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	7	4	0	0.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	7	5	7	0.875	0.625	10	0.08053339831531048	8	0.0	1	0	8	0.0	8	0.0	8	0.0	24	0.3030400716467391	8	0.0	24	0.3030400716467391
aero	7	6	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	7	7	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	7	8	3	0.375	0.625	10	0.014524189755320549	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	6	-0.03871142864227295
aero	7	9	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	7	10	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	7	11	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	7	12	4	0.5	0.625	10	0.005859375	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	6	-0.0234375
aero	7	13	5	0.625	0.625	10	0.014524189755320549	8	0.0	1	0	8	0.0	8	0.0	8	0.0	12	0.02011368327657692	8	0.0	6	-0.03871142864227295
aero	7	14	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	7	15	1	0.125	0.625	10	0.08053339831531048	8	0.0	1	0	8	0.0	8	0.0	8	0.0	2	-0.4376410245895386	8	0.0	24	0.3030400716467391
aero	8	0	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	8	1	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	8	2	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	8	3	4	0.5	0.6875	10	0.005859375	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	6	-0.0234375
aero	8	4	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	8	5	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	8	6	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	8	7	3	0.375	0.6875	10	0.014524189755320549	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	6	-0.03871142864227295
aero	8	8	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	8	9	3	0.375	0.6875	10	0.014524189755320549	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	6	-0.03871142864227295
aero	8	10	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	8	11	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	8	12	0	0.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	8	13	2	0.25	0.6875	10	0.04381370544433594	8	0.0	1	0	8	0.0	8	0.0	8	0.0	2	-0.524871826171875	8	0.0	10	0.04381370544433594
aero	8	14	4	0.5	0.6875	10	0.005859375	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	6	-0.0234375
aero	8	15	8	1.0	0.6875	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	9	0	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	9	1	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	9	2	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	9	3	5	0.625	0.625	10	0.014524189755320549	8	0.0	1	0	8	0.0	8	0.0	8	0.0	12	0.02011368327657692	8	0.0	6	-0.03871142864227295
aero	9	4	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	9	5	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	9	6	7	0.875	0.625	10	0.08053339831531048	8	0.0	1	0	8	0.0	8	0.0	8	0.0	24	0.3030400716467391	8	0.0	24	0.3030400716467391
aero	9	7	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	9	8	3	0.375	0.625	10	0.014524189755320549	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	6	-0.03871142864227295
aero	9	9	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	9	10	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	9	11	2	0.25	0.625	10	0.04381370544433594	8	0.0	1	0	8	0.0	8	0.0	8	0.0	2	-0.524871826171875	8	0.0	10	0.04381370544433594
aero	9	12	7	0.875	0.625	10	0.08053339831531048	8	0.0	1	0	8	0.0	8	0.0	8	0.0	24	0.3030400716467391	8	0.0	24	0.3030400716467391
aero	9	13	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	9	14	6	0.75	0.625	10	0.04381370544433594	8	0.0	1	0	8	0.0	8	0.0	8	0.0	16	0.09010557783767581	8	0.0	10	0.04381370544433594
aero	9	15	8	1.0	0.625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	10	0	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	10	1	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	10	2	7	0.875	0.75	10	0.08053339831531048	24	0.3030400716467391	1	1	24	0.3030400716467391	8	0.0	16	0.22554188838920908	24	0.3030400716467391	16	0.22554188838920908	24	0.3030400716467391
aero	10	3	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	10	4	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	10	5	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	10	6	6	0.75	0.75	10	0.04381370544433594	16	0.09010557783767581	1	1	16	0.09010557783767581	8	0.0	16	0.09010557783767581	16	0.09010557783767581	16	0.09010557783767581	10	0.04381370544433594
aero	10	7	2	0.25	0.75	10	0.04381370544433594	2	-0.524871826171875	1	1	2	-0.524871826171875	8	0.0	16	0.09010557783767581	2	-0.524871826171875	16	0.09010557783767581	10	0.04381370544433594
aero	10	8	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	10	9	0	0.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	10	10	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	10	11	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	10	12	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	10	13	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	10	14	6	0.75	0.75	10	0.04381370544433594	16	0.09010557783767581	1	1	16	0.09010557783767581	8	0.0	16	0.09010557783767581	16	0.09010557783767581	16	0.09010557783767581	10	0.04381370544433594
aero	10	15	8	1.0	0.75	8	0.0	8	0.0	0	0	8	0.0	8	0.0	16	0.0	8	0.0	16	0.0	8	0.0
aero	11	0	8	1.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	11	1	2	0.25	0.5625	10	0.04381370544433594	8	0.0	1	0	8	0.0	8	0.0	8	0.0	2	-0.524871826171875	8	0.0	10	0.04381370544433594
aero	11	2	8	1.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	11	3	8	1.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
aero	11	4	8	1.0	0.5625	8	0.0	8	0.0	0	0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0	8	0.0
