seed	rate_pct	fset	tau	clf	n_test	n_pos	n_xgb_missed_pos	n_lift	n_waste	n_llm_only	value_rate	esc_prec
20260706	1.44	20raw+stat	0.1	vmean_only	10000	144	94	94	9706	9800	1.0	0.009591836734693878
20260706	1.44	20raw+stat	0.15	vmean_only	10000	144	94	94	9706	9800	1.0	0.009591836734693878
20260706	1.44	20raw+stat	0.2	vmean_only	10000	144	94	94	9706	9800	1.0	0.009591836734693878
20260706	1.44	20raw+stat	0.3	vmean_only	10000	144	94	94	9706	9800	1.0	0.009591836734693878
20260706	1.44	20raw+stat	0.4	vmean_only	10000	144	94	94	9706	9800	1.0	0.009591836734693878
20260706	1.44	20raw+stat	0.5	vmean_only	10000	144	94	51	4633	4684	0.5425531914893617	0.010888129803586678
20260706	1.44	20raw+stat	0.6	vmean_only	10000	144	94	0	0	0	0.0	0.0
20260706	1.44	20raw+stat	0.7	vmean_only	10000	144	94	0	0	0	0.0	0.0
20260706	1.44	20raw+stat	0.8	vmean_only	10000	144	94	0	0	0	0.0	0.0
20260706	1.44	20raw+stat	0.9	vmean_only	10000	144	94	0	0	0	0.0	0.0
20260706	1.0	24full	0.05	joint_vstat	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	24full	0.1	joint_vstat	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	24full	0.15	joint_vstat	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	24full	0.2	joint_vstat	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	24full	0.3	joint_vstat	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	24full	0.4	joint_vstat	9956	100	66	66	9682	9748	1.0	0.006770619614279852
20260706	1.0	24full	0.5	joint_vstat	9956	100	66	42	4935	4977	0.6363636363636364	0.008438818565400843
20260706	1.0	24full	0.6	joint_vstat	9956	100	66	0	2	2	0.0	0.0
20260706	1.0	24full	0.7	joint_vstat	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	24full	0.8	joint_vstat	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	24full	0.9	joint_vstat	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	24full	0.05	vmean_only	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	24full	0.1	vmean_only	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	24full	0.15	vmean_only	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	24full	0.2	vmean_only	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	24full	0.3	vmean_only	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	24full	0.4	vmean_only	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	24full	0.5	vmean_only	9956	100	66	37	4625	4662	0.5606060606060606	0.007936507936507936
20260706	1.0	24full	0.6	vmean_only	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	24full	0.7	vmean_only	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	24full	0.8	vmean_only	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	24full	0.9	vmean_only	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	20raw	0.05	joint_vstat	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw	0.1	joint_vstat	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw	0.15	joint_vstat	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw	0.2	joint_vstat	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw	0.3	joint_vstat	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw	0.4	joint_vstat	9956	100	63	63	9685	9748	1.0	0.006462864177267132
20260706	1.0	20raw	0.5	joint_vstat	9956	100	63	42	4938	4980	0.6666666666666666	0.008433734939759036
20260706	1.0	20raw	0.6	joint_vstat	9956	100	63	0	2	2	0.0	0.0
20260706	1.0	20raw	0.7	joint_vstat	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw	0.8	joint_vstat	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw	0.9	joint_vstat	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw	0.05	vmean_only	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw	0.1	vmean_only	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw	0.15	vmean_only	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw	0.2	vmean_only	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw	0.3	vmean_only	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw	0.4	vmean_only	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw	0.5	vmean_only	9956	100	63	38	4634	4672	0.6031746031746031	0.008133561643835616
20260706	1.0	20raw	0.6	vmean_only	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw	0.7	vmean_only	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw	0.8	vmean_only	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw	0.9	vmean_only	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw+minmax	0.05	joint_vstat	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	20raw+minmax	0.1	joint_vstat	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	20raw+minmax	0.15	joint_vstat	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	20raw+minmax	0.2	joint_vstat	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	20raw+minmax	0.3	joint_vstat	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	20raw+minmax	0.4	joint_vstat	9956	100	66	66	9682	9748	1.0	0.006770619614279852
20260706	1.0	20raw+minmax	0.5	joint_vstat	9956	100	66	44	4943	4987	0.6666666666666666	0.008822939643071986
20260706	1.0	20raw+minmax	0.6	joint_vstat	9956	100	66	0	2	2	0.0	0.0
20260706	1.0	20raw+minmax	0.7	joint_vstat	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	20raw+minmax	0.8	joint_vstat	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	20raw+minmax	0.9	joint_vstat	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	20raw+minmax	0.05	vmean_only	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	20raw+minmax	0.1	vmean_only	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	20raw+minmax	0.15	vmean_only	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	20raw+minmax	0.2	vmean_only	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	20raw+minmax	0.3	vmean_only	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	20raw+minmax	0.4	vmean_only	9956	100	66	66	9691	9757	1.0	0.006764374295377677
20260706	1.0	20raw+minmax	0.5	vmean_only	9956	100	66	40	4641	4681	0.6060606060606061	0.008545182653279214
20260706	1.0	20raw+minmax	0.6	vmean_only	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	20raw+minmax	0.7	vmean_only	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	20raw+minmax	0.8	vmean_only	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	20raw+minmax	0.9	vmean_only	9956	100	66	0	0	0	0.0	0.0
20260706	1.0	20raw+stat	0.05	joint_vstat	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw+stat	0.1	joint_vstat	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw+stat	0.15	joint_vstat	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw+stat	0.2	joint_vstat	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw+stat	0.3	joint_vstat	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw+stat	0.4	joint_vstat	9956	100	63	63	9685	9748	1.0	0.006462864177267132
20260706	1.0	20raw+stat	0.5	joint_vstat	9956	100	63	41	4928	4969	0.6507936507936508	0.008251157174481787
20260706	1.0	20raw+stat	0.6	joint_vstat	9956	100	63	0	2	2	0.0	0.0
20260706	1.0	20raw+stat	0.7	joint_vstat	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw+stat	0.8	joint_vstat	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw+stat	0.9	joint_vstat	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw+stat	0.05	vmean_only	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw+stat	0.1	vmean_only	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw+stat	0.15	vmean_only	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw+stat	0.2	vmean_only	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw+stat	0.3	vmean_only	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw+stat	0.4	vmean_only	9956	100	63	63	9694	9757	1.0	0.006456902736496874
20260706	1.0	20raw+stat	0.5	vmean_only	9956	100	63	38	4626	4664	0.6031746031746031	0.008147512864493996
20260706	1.0	20raw+stat	0.6	vmean_only	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw+stat	0.7	vmean_only	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw+stat	0.8	vmean_only	9956	100	63	0	0	0	0.0	0.0
20260706	1.0	20raw+stat	0.9	vmean_only	9956	100	63	0	0	0	0.0	0.0
20260706	0.5	24full	0.05	joint_vstat	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	24full	0.1	joint_vstat	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	24full	0.15	joint_vstat	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	24full	0.2	joint_vstat	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	24full	0.3	joint_vstat	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	24full	0.4	joint_vstat	9906	50	28	28	9671	9699	1.0	0.0028868955562429115
20260706	0.5	24full	0.5	joint_vstat	9906	50	28	13	4927	4940	0.4642857142857143	0.002631578947368421
20260706	0.5	24full	0.6	joint_vstat	9906	50	28	0	2	2	0.0	0.0
20260706	0.5	24full	0.7	joint_vstat	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	24full	0.8	joint_vstat	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	24full	0.9	joint_vstat	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	24full	0.05	vmean_only	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	24full	0.1	vmean_only	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	24full	0.15	vmean_only	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	24full	0.2	vmean_only	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	24full	0.3	vmean_only	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	24full	0.4	vmean_only	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	24full	0.5	vmean_only	9906	50	28	10	4618	4628	0.35714285714285715	0.00216076058772688
20260706	0.5	24full	0.6	vmean_only	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	24full	0.7	vmean_only	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	24full	0.8	vmean_only	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	24full	0.9	vmean_only	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	20raw	0.05	joint_vstat	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	20raw	0.1	joint_vstat	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	20raw	0.15	joint_vstat	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	20raw	0.2	joint_vstat	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	20raw	0.3	joint_vstat	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	20raw	0.4	joint_vstat	9906	50	28	28	9671	9699	1.0	0.0028868955562429115
20260706	0.5	20raw	0.5	joint_vstat	9906	50	28	15	4931	4946	0.5357142857142857	0.00303275374039628
20260706	0.5	20raw	0.6	joint_vstat	9906	50	28	0	2	2	0.0	0.0
20260706	0.5	20raw	0.7	joint_vstat	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	20raw	0.8	joint_vstat	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	20raw	0.9	joint_vstat	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	20raw	0.05	vmean_only	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	20raw	0.1	vmean_only	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	20raw	0.15	vmean_only	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	20raw	0.2	vmean_only	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	20raw	0.3	vmean_only	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	20raw	0.4	vmean_only	9906	50	28	28	9680	9708	1.0	0.00288421920065925
20260706	0.5	20raw	0.5	vmean_only	9906	50	28	12	4624	4636	0.42857142857142855	0.0025884383088869713
20260706	0.5	20raw	0.6	vmean_only	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	20raw	0.7	vmean_only	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	20raw	0.8	vmean_only	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	20raw	0.9	vmean_only	9906	50	28	0	0	0	0.0	0.0
20260706	0.5	20raw+minmax	0.05	joint_vstat	9906	50	29	29	9679	9708	1.0	0.0029872270292542235
20260706	0.5	20raw+minmax	0.1	joint_vstat	9906	50	29	29	9679	9708	1.0	0.0029872270292542235
20260706	0.5	20raw+minmax	0.15	joint_vstat	9906	50	29	29	9679	9708	1.0	0.0029872270292542235
20260706	0.5	20raw+minmax	0.2	joint_vstat	9906	50	29	29	9679	9708	1.0	0.0029872270292542235
20260706	0.5	20raw+minmax	0.3	joint_vstat	9906	50	29	29	9679	9708	1.0	0.0029872270292542235
20260706	0.5	20raw+minmax	0.4	joint_vstat	9906	50	29	29	9670	9699	1.0	0.0029899989689658726
20260706	0.5	20raw+minmax	0.5	joint_vstat	9906	50	29	15	4940	4955	0.5172413793103449	0.0030272452068617556
20260706	0.5	20raw+minmax	0.6	joint_vstat	9906	50	29	0	2	2	0.0	0.0
20260706	0.5	20raw+minmax	0.7	joint_vstat	9906	50	29	0	0	0	0.0	0.0
20260706	0.5	20raw+minmax	0.8	joint_vstat	9906	50	29	0	0	0	0.0	0.0
20260706	0.5	20raw+minmax	0.9	joint_vstat	9906	50	29	0	0	0	0.0	0.0
20260706	0.5	20raw+minmax	0.05	vmean_only	9906	50	29	29	9679	9708	1.0	0.0029872270292542235
20260706	0.5	20raw+minmax	0.1	vmean_only	9906	50	29	29	9679	9708	1.0	0.0029872270292542235
20260706	0.5	20raw+minmax	0.15	vmean_only	9906	50	29	29	9679	9708	1.0	0.0029872270292542235
20260706	0.5	20raw+minmax	0.2	vmean_only	9906	50	29	29	9679	9708	1.0	0.0029872270292542235
20260706	0.5	20raw+minmax	0.3	vmean_only	9906	50	29	29	9679	9708	1.0	0.0029872270292542235
20260706	0.5	20raw+minmax	0.4	vmean_only	9906	50	29	29	9679	9708	1.0	0.0029872270292542235
20260706	0.5	20raw+minmax	0.5	vmean_only	9906	50	29	12	4633	4645	0.41379310344827586	0.0025834230355220667
20260706	0.5	20raw+minmax	0.6	vmean_only	9906	50	29	0	0	0	0.0	0.0
20260706	0.5	20raw+minmax	0.7	vmean_only	9906	50	29	0	0	0	0.0	0.0
20260706	0.5	20raw+minmax	0.8	vmean_only	9906	50	29	0	0	0	0.0	0.0
20260706	0.5	20raw+minmax	0.9	vmean_only	9906	50	29	0	0	0	0.0	0.0
20260706	0.5	20raw+stat	0.05	joint_vstat	9906	50	26	26	9682	9708	1.0	0.0026782035434693035
20260706	0.5	20raw+stat	0.1	joint_vstat	9906	50	26	26	9682	9708	1.0	0.0026782035434693035
20260706	0.5	20raw+stat	0.15	joint_vstat	9906	50	26	26	9682	9708	1.0	0.0026782035434693035
20260706	0.5	20raw+stat	0.2	joint_vstat	9906	50	26	26	9682	9708	1.0	0.0026782035434693035
20260706	0.5	20raw+stat	0.3	joint_vstat	9906	50	26	26	9682	9708	1.0	0.0026782035434693035
20260706	0.5	20raw+stat	0.4	joint_vstat	9906	50	26	26	9673	9699	1.0	0.0026806887307969894
20260706	0.5	20raw+stat	0.5	joint_vstat	9906	50	26	12	4921	4933	0.46153846153846156	0.002432596797080884
20260706	0.5	20raw+stat	0.6	joint_vstat	9906	50	26	0	2	2	0.0	0.0
20260706	0.5	20raw+stat	0.7	joint_vstat	9906	50	26	0	0	0	0.0	0.0
20260706	0.5	20raw+stat	0.8	joint_vstat	9906	50	26	0	0	0	0.0	0.0
20260706	0.5	20raw+stat	0.9	joint_vstat	9906	50	26	0	0	0	0.0	0.0
20260706	0.5	20raw+stat	0.05	vmean_only	9906	50	26	26	9682	9708	1.0	0.0026782035434693035
20260706	0.5	20raw+stat	0.1	vmean_only	9906	50	26	26	9682	9708	1.0	0.0026782035434693035
20260706	0.5	20raw+stat	0.15	vmean_only	9906	50	26	26	9682	9708	1.0	0.0026782035434693035
20260706	0.5	20raw+stat	0.2	vmean_only	9906	50	26	26	9682	9708	1.0	0.0026782035434693035
20260706	0.5	20raw+stat	0.3	vmean_only	9906	50	26	26	9682	9708	1.0	0.0026782035434693035
20260706	0.5	20raw+stat	0.4	vmean_only	9906	50	26	26	9682	9708	1.0	0.0026782035434693035
20260706	0.5	20raw+stat	0.5	vmean_only	9906	50	26	10	4619	4629	0.38461538461538464	0.002160293799956794
20260706	0.5	20raw+stat	0.6	vmean_only	9906	50	26	0	0	0	0.0	0.0
20260706	0.5	20raw+stat	0.7	vmean_only	9906	50	26	0	0	0	0.0	0.0
20260706	0.5	20raw+stat	0.8	vmean_only	9906	50	26	0	0	0	0.0	0.0
20260706	0.5	20raw+stat	0.9	vmean_only	9906	50	26	0	0	0	0.0	0.0
20260706	0.1	24full	0.05	joint_vstat	9866	10	9	9	9660	9669	1.0	0.000930809804529941
20260706	0.1	24full	0.1	joint_vstat	9866	10	9	9	9660	9669	1.0	0.000930809804529941
20260706	0.1	24full	0.15	joint_vstat	9866	10	9	9	9660	9669	1.0	0.000930809804529941
20260706	0.1	24full	0.2	joint_vstat	9866	10	9	9	9660	9669	1.0	0.000930809804529941
20260706	0.1	24full	0.3	joint_vstat	9866	10	9	9	9660	9669	1.0	0.000930809804529941
20260706	0.1	24full	0.4	joint_vstat	9866	10	9	9	9651	9660	1.0	0.0009316770186335404
20260706	0.1	24full	0.5	joint_vstat	9866	10	9	6	4920	4926	0.6666666666666666	0.001218026796589525
20260706	0.1	24full	0.6	joint_vstat	9866	10	9	0	2	2	0.0	0.0
20260706	0.1	24full	0.7	joint_vstat	9866	10	9	0	0	0	0.0	0.0
20260706	0.1	24full	0.8	joint_vstat	9866	10	9	0	0	0	0.0	0.0
20260706	0.1	24full	0.9	joint_vstat	9866	10	9	0	0	0	0.0	0.0
20260706	0.1	24full	0.05	vmean_only	9866	10	9	9	9660	9669	1.0	0.000930809804529941
20260706	0.1	24full	0.1	vmean_only	9866	10	9	9	9660	9669	1.0	0.000930809804529941
