method	controller	step	zvf	pcd	step_rollouts	fired	saved	wasted	contrast_intent	contrast_magnitude
gift	C0	2	0.6875	0.0341796875	128	0	5	11	5	3.2819552109476904
gift	C0	3	0.5625	0.0673828125	128	0	7	9	7	5.568660450456114
gift	C0	4	0.6875	0.0517578125	128	0	5	11	5	4.088851659083066
gift	C0	5	0.625	0.048828125	128	0	6	10	6	4.258281072507932
gift	C0	6	0.75	0.0478515625	128	0	4	12	4	3.5089146858818943
gift	C0	7	0.6875	0.0439453125	128	0	5	11	5	3.7689168141123632
gift	C0	8	0.625	0.0673828125	128	0	6	10	6	5.081039151083067
gift	C0	9	0.625	0.0537109375	128	0	6	10	6	4.501761874090269
gift	C0	10	0.75	0.0361328125	128	0	4	12	4	2.961360669768613
gift	C0	11	0.625	0.0693359375	128	0	6	10	6	5.248065909277036
gift	C0	12	0.75	0.044921875	128	0	4	12	4	3.4324606424935276
gift	C0	13	0.5625	0.0908203125	128	0	7	9	7	6.39316148805377
gift	C0	14	0.8125	0.037109375	128	0	3	13	3	2.6249044981497773
gift	C0	15	0.625	0.0625	128	0	6	10	6	4.83755834950073
gift	C0	16	0.625	0.0634765625	128	0	6	10	6	4.988723477254942
gift	C0	17	0.75	0.0625	128	0	4	12	4	3.9687500959999973
gift	C0	18	0.625	0.0703125	128	0	6	10	6	5.157493194471433
gift	C0	19	0.75	0.041015625	128	0	4	12	4	3.2048414713509494
gift	C0	20	0.6875	0.056640625	128	0	5	11	5	4.19702896335095
gift	C0	21	0.75	0.0478515625	128	0	4	12	4	3.5089146858818943
gift	C0	22	0.875	0.021484375	128	0	2	14	2	1.632717006149777
gift	C0	23	0.875	0.021484375	128	0	2	14	2	1.632717006149777
gift	C0	24	0.875	0.013671875	128	0	2	14	2	1.312782161179074
gift	C0	25	0.75	0.0537109375	128	0	4	12	4	3.768257117903989
gift	C0	26	0.8125	0.0283203125	128	0	3	13	3	2.289108022739316
gift	C0	27	0.9375	0.01171875	128	0	1	15	1	0.8998719461718716
gift	C0	28	0.875	0.0185546875	128	0	2	14	2	1.5562629627614104
gift	C0	29	0.9375	0.0146484375	128	0	1	15	1	0.9763259895602383
gift	C0	30	0.875	0.02734375	128	0	2	14	2	1.8920594381718718
gift	C0	31	0.9375	0.0068359375	128	0	1	15	1	0.6563911445895352
gift	C0	32	0.75	0.04296875	128	0	4	12	4	3.265433884299558
gift	C0	33	0.9375	0.0068359375	128	0	1	15	1	0.6563911445895352
gift	C0	34	1.0	0.0	128	0	0	16	0	1.2799999637991277e-07
gift	C0	35	0.9375	0.0068359375	128	0	1	15	1	0.6563911445895352
gift	C0	36	0.9375	0.015625	128	0	1	15	1	0.9921876199999966
gift	C0	37	0.875	0.021484375	128	0	2	14	2	1.632717006149777
gift	C0	38	0.9375	0.0146484375	128	0	1	15	1	0.9763259895602383
gift	C0	39	0.8125	0.0419921875	128	0	3	13	3	2.8683852997321138
gift	C1	0	0.75	0.0537109375	94	0	4	12	4	3.889276496584383
gift	C1	1	0.5625	0.0751953125	98	0	7	9	7	5.598869563503924
gift	C1	2	0.6875	0.0341796875	68	0	5	11	5	2.536229823978748
gift	C1	3	0.5625	0.0673828125	98	0	7	9	7	4.930315584775175
gift	C1	4	0.6875	0.0517578125	76	0	5	11	5	3.626349871824834
gift	C1	5	0.625	0.048828125	132	0	6	10	6	4.940763664646073
gift	C1	6	0.75	0.0478515625	96	0	4	12	4	3.3123615888840394
gift	C1	7	0.6875	0.0439453125	102	0	5	11	5	3.977183747051244
gift	C1	8	0.625	0.0673828125	120	0	6	10	6	4.806530521922059
gift	C1	9	0.625	0.0537109375	72	0	6	10	6	4.021985161381706
gift	C1	10	0.75	0.0361328125	66	0	4	12	4	2.2406921766718737
gift	C1	11	0.625	0.0693359375	106	0	6	10	6	5.571495311925799
gift	C1	12	0.75	0.044921875	60	0	4	12	4	3.212775641074833
gift	C1	13	0.5625	0.0908203125	132	0	7	9	7	6.392383515575016
gift	C1	14	0.8125	0.037109375	62	0	3	13	3	2.413001473152957
gift	C1	15	0.625	0.0625	84	0	6	10	6	4.608380425053581
gift	C1	16	0.625	0.0634765625	104	0	6	10	6	4.616327287834382
gift	C1	17	0.75	0.0625	102	0	4	12	4	3.9998779676874987
gift	C1	18	0.625	0.0703125	126	0	6	10	6	4.725905300055915
gift	C1	19	0.75	0.041015625	78	0	4	12	4	2.8170953619314245
gift	C1	20	0.6875	0.056640625	90	0	5	11	5	4.285423522582048
gift	C1	21	0.75	0.0478515625	80	0	4	12	4	3.7807202551127883
gift	C1	22	0.875	0.021484375	62	0	2	14	2	1.4130320067310815
gift	C1	23	0.875	0.021484375	62	0	2	14	2	1.4130320067310813
gift	C1	24	0.875	0.013671875	48	0	2	14	2	1.2955071597287469
gift	C1	25	0.75	0.0537109375	86	0	4	12	4	3.7991709187467064
gift	C1	26	0.8125	0.0283203125	62	0	3	13	3	2.2949649037098316
gift	C1	27	0.9375	0.01171875	46	0	1	15	1	0.98997743400955
gift	C1	28	0.875	0.0185546875	52	0	2	14	2	1.7818047671506219
gift	C1	29	0.9375	0.0146484375	46	0	1	15	1	0.9994577759810819
gift	C1	30	0.875	0.02734375	60	0	2	14	2	1.989946914431425
gift	C1	31	0.9375	0.0068359375	48	0	1	15	1	0.41357426274999864
gift	C1	32	0.75	0.04296875	88	0	4	12	4	3.762781341919661
gift	C1	33	0.9375	0.0068359375	48	0	1	15	1	0.41357426274999864
gift	C1	34	1.0	0.0	46	0	0	16	0	4.599999858800885e-08
gift	C1	35	0.9375	0.0068359375	74	0	1	15	1	0.8819329709787458
gift	C1	36	0.9375	0.015625	60	0	1	15	1	0.9999695264218736
gift	C1	37	0.875	0.021484375	90	0	2	14	2	1.41303203473108
gift	C1	38	0.9375	0.0146484375	74	0	1	15	1	0.9994578039810809
gift	C1	39	0.8125	0.0419921875	80	0	3	13	3	2.8992990945748325
gift	C2_zt@0.5	0	0.75	0.0537109375	256	1	4	12	4	3.979382228422053
gift	C2_zt@0.5	1	0.5625	0.0751953125	256	1	7	9	7	6.6256926557990905
gift	C2_zt@0.5	2	0.6875	0.0341796875	256	1	5	11	5	4.409664740893733
gift	C2_zt@0.5	3	0.5625	0.0673828125	256	1	7	9	7	6.605708498974442
gift	C2_zt@0.5	4	0.6875	0.0517578125	256	1	5	11	5	4.743278555957675
gift	C2_zt@0.5	5	0.625	0.048828125	256	1	6	10	6	5.4091224708748165
gift	C2_zt@0.5	6	0.75	0.0478515625	256	1	4	12	4	3.870826000950458
gift	C2_zt@0.5	7	0.6875	0.0439453125	256	1	5	11	5	4.62575372295534
gift	C2_zt@0.5	8	0.625	0.0673828125	256	1	6	10	6	5.74324802237955
gift	C2_zt@0.5	9	0.625	0.0537109375	256	1	6	10	6	5.51716696190562
gift	C2_zt@0.5	10	0.75	0.0361328125	256	1	4	12	4	3.645768413358112
gift	C2_zt@0.5	11	0.625	0.0693359375	256	1	6	10	6	5.841812171438821
gift	C2_zt@0.5	12	0.75	0.044921875	256	1	4	12	4	3.8613456589789257
gift	C2_zt@0.5	13	0.5625	0.0908203125	256	1	7	9	7	6.860742321803761
gift	C2_zt@0.5	14	0.8125	0.037109375	256	1	3	13	3	2.881360349381698
gift	C2_zt@0.5	15	0.625	0.0625	256	1	6	10	6	5.635203531348747
gift	C2_zt@0.5	16	0.625	0.0634765625	256	1	6	10	6	5.733255943967225
gift	C2_zt@0.5	17	0.75	0.0625	256	1	4	12	4	3.9998781216874932
gift	C2_zt@0.5	18	0.625	0.0703125	256	1	6	10	6	5.752728364351082
gift	C2_zt@0.5	19	0.75	0.041015625	256	1	4	12	4	3.753812904388915
gift	C2_zt@0.5	20	0.6875	0.056640625	256	1	5	11	5	4.753782370810789
gift	C2_zt@0.5	21	0.75	0.0478515625	256	1	4	12	4	3.8708260009504576
gift	C2_zt@0.5	22	0.875	0.021484375	256	1	2	14	2	1.8813908829598227
gift	C2_zt@0.5	23	0.875	0.021484375	256	1	2	14	2	1.8813908829598236
gift	C2_zt@0.5	24	0.875	0.013671875	256	1	2	14	2	1.763866049957488
gift	C2_zt@0.5	25	0.75	0.0537109375	256	1	4	12	4	3.9793822284220526
gift	C2_zt@0.5	26	0.8125	0.0283203125	256	1	3	13	3	2.7633237799385717
gift	C2_zt@0.5	27	0.9375	0.01171875	256	1	1	15	1	0.9899776440095424
gift	C2_zt@0.5	28	0.875	0.0185546875	256	1	2	14	2	1.8719105409882908
gift	C2_zt@0.5	29	0.9375	0.0146484375	256	1	1	15	1	0.9994579859810743
gift	C2_zt@0.5	30	0.875	0.02734375	256	1	2	14	2	1.989947110431418
gift	C2_zt@0.5	31	0.9375	0.0068359375	256	1	1	15	1	0.8819331529787392
gift	C2_zt@0.5	32	0.75	0.04296875	256	1	4	12	4	3.7627815099196544
gift	C2_zt@0.5	33	0.9375	0.0068359375	256	1	1	15	1	0.8819331529787392
gift	C2_zt@0.5	34	1.0	0.0	256	1	0	16	0	2.559999909834687e-07
gift	C2_zt@0.5	35	0.9375	0.0068359375	256	1	1	15	1	0.8819331529787392
gift	C2_zt@0.5	36	0.9375	0.015625	256	1	1	15	1	0.9999697224218665
gift	C2_zt@0.5	37	0.875	0.021484375	256	1	2	14	2	1.8813908829598232
gift	C2_zt@0.5	38	0.9375	0.0146484375	256	1	1	15	1	0.9994579859810743
gift	C2_zt@0.5	39	0.8125	0.0419921875	256	1	3	13	3	2.989404840412502
gift	C3_ucc@0.5	0	0.75	0.0537109375	124	1	4	12	4	3.9793820964220576
gift	C3_ucc@0.5	1	0.5625	0.0751953125	132	1	7	9	7	6.174608771020676
gift	C3_ucc@0.5	2	0.6875	0.0341796875	104	1	5	11	5	3.5074970673369004
gift	C3_ucc@0.5	3	0.5625	0.0673828125	148	1	7	9	7	5.929082749806817
gift	C3_ucc@0.5	4	0.6875	0.0517578125	120	1	5	11	5	4.29219465917926
gift	C3_ucc@0.5	5	0.625	0.048828125	152	1	6	10	6	5.183580486485612
gift	C3_ucc@0.5	6	0.75	0.0478515625	128	1	4	12	4	3.645283992561253
gift	C3_ucc@0.5	7	0.6875	0.0439453125	140	1	5	11	5	4.400211726566134
gift	C3_ucc@0.5	8	0.625	0.0673828125	144	1	6	10	6	5.292164149601135
gift	C3_ucc@0.5	9	0.625	0.0537109375	112	1	6	10	6	4.840541176737997
gift	C3_ucc@0.5	10	0.75	0.0361328125	100	1	4	12	4	2.969142616190489
gift	C3_ucc@0.5	11	0.625	0.0693359375	148	1	6	10	6	5.841812063438825
gift	C3_ucc@0.5	12	0.75	0.044921875	104	1	4	12	4	3.6358036265897216
gift	C3_ucc@0.5	13	0.5625	0.0908203125	152	1	7	9	7	6.635200337414554
gift	C3_ucc@0.5	14	0.8125	0.037109375	92	1	3	13	3	2.655818304992495
gift	C3_ucc@0.5	15	0.625	0.0625	120	1	6	10	6	5.184119634570335
gift	C3_ucc@0.5	16	0.625	0.0634765625	144	1	6	10	6	5.2821720711888105
gift	C3_ucc@0.5	17	0.75	0.0625	124	1	4	12	4	3.9998779896874983
gift	C3_ucc@0.5	18	0.625	0.0703125	156	1	6	10	6	5.301644503572668
gift	C3_ucc@0.5	19	0.75	0.041015625	108	1	4	12	4	3.3027289956105013
gift	C3_ucc@0.5	20	0.6875	0.056640625	116	1	5	11	5	4.528240350421585
gift	C3_ucc@0.5	21	0.75	0.0478515625	112	1	4	12	4	3.8708258569504626
gift	C3_ucc@0.5	22	0.875	0.021484375	92	1	2	14	2	1.6558488385706194
gift	C3_ucc@0.5	23	0.875	0.021484375	92	1	2	14	2	1.6558488385706194
gift	C3_ucc@0.5	24	0.875	0.013671875	80	1	2	14	2	1.5383239935682846
gift	C3_ucc@0.5	25	0.75	0.0537109375	124	1	4	12	4	3.9793820964220576
gift	C3_ucc@0.5	26	0.8125	0.0283203125	92	1	3	13	3	2.5377817355493675
gift	C3_ucc@0.5	27	0.9375	0.01171875	76	1	1	15	1	0.9899774640095491
gift	C3_ucc@0.5	28	0.875	0.0185546875	88	1	2	14	2	1.8719103729882969
gift	C3_ucc@0.5	29	0.9375	0.0146484375	76	1	1	15	1	0.999457805981081
gift	C3_ucc@0.5	30	0.875	0.02734375	88	1	2	14	2	1.9899469424314242
gift	C3_ucc@0.5	31	0.9375	0.0068359375	80	1	1	15	1	0.6563910965895364
gift	C3_ucc@0.5	32	0.75	0.04296875	112	1	4	12	4	3.7627813659196594
gift	C3_ucc@0.5	33	0.9375	0.0068359375	80	1	1	15	1	0.6563910965895364
gift	C3_ucc@0.5	34	1.0	0.0	76	1	0	16	0	7.59999977395509e-08
gift	C3_ucc@0.5	35	0.9375	0.0068359375	100	1	1	15	1	0.881932996978745
gift	C3_ucc@0.5	36	0.9375	0.015625	88	1	1	15	1	0.9999695544218729
gift	C3_ucc@0.5	37	0.875	0.021484375	116	1	2	14	2	1.6558488625706187
gift	C3_ucc@0.5	38	0.9375	0.0146484375	100	1	1	15	1	0.9994578299810801
gift	C3_ucc@0.5	39	0.8125	0.0419921875	112	1	3	13	3	2.9894046964125067
gift	C4_ucg@0.5	0	0.75	0.0537109375	94	0	4	12	4	3.889276496584383
gift	C4_ucg@0.5	1	0.5625	0.0751953125	98	0	7	9	7	5.598869563503924
gift	C4_ucg@0.5	2	0.6875	0.0341796875	68	0	5	11	5	2.536229823978748
gift	C4_ucg@0.5	3	0.5625	0.0673828125	98	0	7	9	7	4.930315584775175
gift	C4_ucg@0.5	4	0.6875	0.0517578125	76	0	5	11	5	3.626349871824834
gift	C4_ucg@0.5	5	0.625	0.048828125	132	0	6	10	6	4.940763664646073
gift	C4_ucg@0.5	6	0.75	0.0478515625	96	0	4	12	4	3.3123615888840394
gift	C4_ucg@0.5	7	0.6875	0.0439453125	102	0	5	11	5	3.977183747051244
gift	C4_ucg@0.5	8	0.625	0.0673828125	120	0	6	10	6	4.806530521922059
gift	C4_ucg@0.5	9	0.625	0.0537109375	72	0	6	10	6	4.021985161381706
gift	C4_ucg@0.5	10	0.75	0.0361328125	66	0	4	12	4	2.2406921766718737
gift	C4_ucg@0.5	11	0.625	0.0693359375	106	0	6	10	6	5.571495311925799
gift	C4_ucg@0.5	12	0.75	0.044921875	60	0	4	12	4	3.212775641074833
gift	C4_ucg@0.5	13	0.5625	0.0908203125	132	0	7	9	7	6.392383515575016
gift	C4_ucg@0.5	14	0.8125	0.037109375	62	0	3	13	3	2.413001473152957
gift	C4_ucg@0.5	15	0.625	0.0625	84	0	6	10	6	4.608380425053581
gift	C4_ucg@0.5	16	0.625	0.0634765625	104	0	6	10	6	4.616327287834382
gift	C4_ucg@0.5	17	0.75	0.0625	102	0	4	12	4	3.9998779676874987
gift	C4_ucg@0.5	18	0.625	0.0703125	126	0	6	10	6	4.725905300055915
gift	C4_ucg@0.5	19	0.75	0.041015625	78	0	4	12	4	2.8170953619314245
gift	C4_ucg@0.5	20	0.6875	0.056640625	90	0	5	11	5	4.285423522582048
gift	C4_ucg@0.5	21	0.75	0.0478515625	80	0	4	12	4	3.7807202551127883
gift	C4_ucg@0.5	22	0.875	0.021484375	62	0	2	14	2	1.4130320067310815
gift	C4_ucg@0.5	23	0.875	0.021484375	62	0	2	14	2	1.4130320067310813
gift	C4_ucg@0.5	24	0.875	0.013671875	48	0	2	14	2	1.2955071597287469
gift	C4_ucg@0.5	25	0.75	0.0537109375	86	0	4	12	4	3.7991709187467064
gift	C4_ucg@0.5	26	0.8125	0.0283203125	62	0	3	13	3	2.2949649037098316
gift	C4_ucg@0.5	27	0.9375	0.01171875	46	0	1	15	1	0.98997743400955
gift	C4_ucg@0.5	28	0.875	0.0185546875	52	0	2	14	2	1.7818047671506219
gift	C4_ucg@0.5	29	0.9375	0.0146484375	46	0	1	15	1	0.9994577759810819
gift	C4_ucg@0.5	30	0.875	0.02734375	60	0	2	14	2	1.989946914431425
gift	C4_ucg@0.5	31	0.9375	0.0068359375	48	0	1	15	1	0.41357426274999864
gift	C4_ucg@0.5	32	0.75	0.04296875	88	0	4	12	4	3.762781341919661
gift	C4_ucg@0.5	33	0.9375	0.0068359375	48	0	1	15	1	0.41357426274999864
gift	C4_ucg@0.5	34	1.0	0.0	46	0	0	16	0	4.599999858800885e-08
gift	C4_ucg@0.5	35	0.9375	0.0068359375	74	0	1	15	1	0.8819329709787458
gift	C4_ucg@0.5	36	0.9375	0.015625	60	0	1	15	1	0.9999695264218736
gift	C4_ucg@0.5	37	0.875	0.021484375	90	0	2	14	2	1.41303203473108
gift	C4_ucg@0.5	38	0.9375	0.0146484375	74	0	1	15	1	0.9994578039810809
gift	C4_ucg@0.5	39	0.8125	0.0419921875	80	0	3	13	3	2.8992990945748325
gift	C2_zt@0.6	0	0.75	0.0537109375	256	1	4	12	4	3.979382228422053
gift	C2_zt@0.6	1	0.5625	0.0751953125	128	0	7	9	7	5.753291798112364
gift	C2_zt@0.6	2	0.6875	0.0341796875	256	1	5	11	5	4.409664740893733
gift	C2_zt@0.6	3	0.5625	0.0673828125	128	0	7	9	7	5.568660450456114
gift	C2_zt@0.6	4	0.6875	0.0517578125	256	1	5	11	5	4.743278555957675
gift	C2_zt@0.6	5	0.625	0.048828125	256	1	6	10	6	5.4091224708748165
gift	C2_zt@0.6	6	0.75	0.0478515625	256	1	4	12	4	3.870826000950458
gift	C2_zt@0.6	7	0.6875	0.0439453125	256	1	5	11	5	4.62575372295534
gift	C2_zt@0.6	8	0.625	0.0673828125	256	1	6	10	6	5.74324802237955
gift	C2_zt@0.6	9	0.625	0.0537109375	256	1	6	10	6	5.51716696190562
gift	C2_zt@0.6	10	0.75	0.0361328125	256	1	4	12	4	3.645768413358112
gift	C2_zt@0.6	11	0.625	0.0693359375	256	1	6	10	6	5.841812171438821
gift	C2_zt@0.6	12	0.75	0.044921875	256	1	4	12	4	3.8613456589789257
gift	C2_zt@0.6	13	0.5625	0.0908203125	128	0	7	9	7	6.39316148805377
gift	C2_zt@0.6	14	0.8125	0.037109375	256	1	3	13	3	2.881360349381698
gift	C2_zt@0.6	15	0.625	0.0625	256	1	6	10	6	5.635203531348747
gift	C2_zt@0.6	16	0.625	0.0634765625	256	1	6	10	6	5.733255943967225
gift	C2_zt@0.6	17	0.75	0.0625	256	1	4	12	4	3.9998781216874932
gift	C2_zt@0.6	18	0.625	0.0703125	256	1	6	10	6	5.752728364351082
gift	C2_zt@0.6	19	0.75	0.041015625	256	1	4	12	4	3.753812904388915
gift	C2_zt@0.6	20	0.6875	0.056640625	256	1	5	11	5	4.753782370810789
gift	C2_zt@0.6	21	0.75	0.0478515625	256	1	4	12	4	3.8708260009504576
gift	C2_zt@0.6	22	0.875	0.021484375	256	1	2	14	2	1.8813908829598227
gift	C2_zt@0.6	23	0.875	0.021484375	256	1	2	14	2	1.8813908829598236
gift	C2_zt@0.6	24	0.875	0.013671875	256	1	2	14	2	1.763866049957488
gift	C2_zt@0.6	25	0.75	0.0537109375	256	1	4	12	4	3.9793822284220526
gift	C2_zt@0.6	26	0.8125	0.0283203125	256	1	3	13	3	2.7633237799385717
gift	C2_zt@0.6	27	0.9375	0.01171875	256	1	1	15	1	0.9899776440095424
gift	C2_zt@0.6	28	0.875	0.0185546875	256	1	2	14	2	1.8719105409882908
gift	C2_zt@0.6	29	0.9375	0.0146484375	256	1	1	15	1	0.9994579859810743
gift	C2_zt@0.6	30	0.875	0.02734375	256	1	2	14	2	1.989947110431418
gift	C2_zt@0.6	31	0.9375	0.0068359375	256	1	1	15	1	0.8819331529787392
gift	C2_zt@0.6	32	0.75	0.04296875	256	1	4	12	4	3.7627815099196544
gift	C2_zt@0.6	33	0.9375	0.0068359375	256	1	1	15	1	0.8819331529787392
gift	C2_zt@0.6	34	1.0	0.0	256	1	0	16	0	2.559999909834687e-07
gift	C2_zt@0.6	35	0.9375	0.0068359375	256	1	1	15	1	0.8819331529787392
gift	C2_zt@0.6	36	0.9375	0.015625	256	1	1	15	1	0.9999697224218665
gift	C2_zt@0.6	37	0.875	0.021484375	256	1	2	14	2	1.8813908829598232
gift	C2_zt@0.6	38	0.9375	0.0146484375	256	1	1	15	1	0.9994579859810743
gift	C2_zt@0.6	39	0.8125	0.0419921875	256	1	3	13	3	2.989404840412502
gift	C3_ucc@0.6	0	0.75	0.0537109375	124	1	4	12	4	3.9793820964220576
gift	C3_ucc@0.6	1	0.5625	0.0751953125	98	0	7	9	7	5.598869563503924
gift	C3_ucc@0.6	2	0.6875	0.0341796875	104	1	5	11	5	3.5074970673369004
gift	C3_ucc@0.6	3	0.5625	0.0673828125	98	0	7	9	7	4.930315584775175
gift	C3_ucc@0.6	4	0.6875	0.0517578125	120	1	5	11	5	4.29219465917926
gift	C3_ucc@0.6	5	0.625	0.048828125	152	1	6	10	6	5.183580486485612
gift	C3_ucc@0.6	6	0.75	0.0478515625	128	1	4	12	4	3.645283992561253
gift	C3_ucc@0.6	7	0.6875	0.0439453125	140	1	5	11	5	4.400211726566134
gift	C3_ucc@0.6	8	0.625	0.0673828125	144	1	6	10	6	5.292164149601135
gift	C3_ucc@0.6	9	0.625	0.0537109375	112	1	6	10	6	4.840541176737997
gift	C3_ucc@0.6	10	0.75	0.0361328125	100	1	4	12	4	2.969142616190489
gift	C3_ucc@0.6	11	0.625	0.0693359375	148	1	6	10	6	5.841812063438825
gift	C3_ucc@0.6	12	0.75	0.044921875	104	1	4	12	4	3.6358036265897216
gift	C3_ucc@0.6	13	0.5625	0.0908203125	132	0	7	9	7	6.392383515575016
gift	C3_ucc@0.6	14	0.8125	0.037109375	92	1	3	13	3	2.655818304992495
gift	C3_ucc@0.6	15	0.625	0.0625	120	1	6	10	6	5.184119634570335
gift	C3_ucc@0.6	16	0.625	0.0634765625	144	1	6	10	6	5.2821720711888105
gift	C3_ucc@0.6	17	0.75	0.0625	124	1	4	12	4	3.9998779896874983
gift	C3_ucc@0.6	18	0.625	0.0703125	156	1	6	10	6	5.301644503572668
gift	C3_ucc@0.6	19	0.75	0.041015625	108	1	4	12	4	3.3027289956105013
gift	C3_ucc@0.6	20	0.6875	0.056640625	116	1	5	11	5	4.528240350421585
gift	C3_ucc@0.6	21	0.75	0.0478515625	112	1	4	12	4	3.8708258569504626
gift	C3_ucc@0.6	22	0.875	0.021484375	92	1	2	14	2	1.6558488385706194
gift	C3_ucc@0.6	23	0.875	0.021484375	92	1	2	14	2	1.6558488385706194
gift	C3_ucc@0.6	24	0.875	0.013671875	80	1	2	14	2	1.5383239935682846
gift	C3_ucc@0.6	25	0.75	0.0537109375	124	1	4	12	4	3.9793820964220576
gift	C3_ucc@0.6	26	0.8125	0.0283203125	92	1	3	13	3	2.5377817355493675
gift	C3_ucc@0.6	27	0.9375	0.01171875	76	1	1	15	1	0.9899774640095491
gift	C3_ucc@0.6	28	0.875	0.0185546875	88	1	2	14	2	1.8719103729882969
gift	C3_ucc@0.6	29	0.9375	0.0146484375	76	1	1	15	1	0.999457805981081
gift	C3_ucc@0.6	30	0.875	0.02734375	88	1	2	14	2	1.9899469424314242
gift	C3_ucc@0.6	31	0.9375	0.0068359375	80	1	1	15	1	0.6563910965895364
gift	C3_ucc@0.6	32	0.75	0.04296875	112	1	4	12	4	3.7627813659196594
gift	C3_ucc@0.6	33	0.9375	0.0068359375	80	1	1	15	1	0.6563910965895364
gift	C3_ucc@0.6	34	1.0	0.0	76	1	0	16	0	7.59999977395509e-08
gift	C3_ucc@0.6	35	0.9375	0.0068359375	100	1	1	15	1	0.881932996978745
gift	C3_ucc@0.6	36	0.9375	0.015625	88	1	1	15	1	0.9999695544218729
gift	C3_ucc@0.6	37	0.875	0.021484375	116	1	2	14	2	1.6558488625706187
gift	C3_ucc@0.6	38	0.9375	0.0146484375	100	1	1	15	1	0.9994578299810801
gift	C3_ucc@0.6	39	0.8125	0.0419921875	112	1	3	13	3	2.9894046964125067
gift	C4_ucg@0.6	0	0.75	0.0537109375	94	0	4	12	4	3.889276496584383
gift	C4_ucg@0.6	1	0.5625	0.0751953125	98	0	7	9	7	5.598869563503924
gift	C4_ucg@0.6	2	0.6875	0.0341796875	68	0	5	11	5	2.536229823978748
gift	C4_ucg@0.6	3	0.5625	0.0673828125	98	0	7	9	7	4.930315584775175
gift	C4_ucg@0.6	4	0.6875	0.0517578125	76	0	5	11	5	3.626349871824834
gift	C4_ucg@0.6	5	0.625	0.048828125	132	0	6	10	6	4.940763664646073
gift	C4_ucg@0.6	6	0.75	0.0478515625	96	0	4	12	4	3.3123615888840394
gift	C4_ucg@0.6	7	0.6875	0.0439453125	102	0	5	11	5	3.977183747051244
gift	C4_ucg@0.6	8	0.625	0.0673828125	120	0	6	10	6	4.806530521922059
gift	C4_ucg@0.6	9	0.625	0.0537109375	72	0	6	10	6	4.021985161381706
gift	C4_ucg@0.6	10	0.75	0.0361328125	66	0	4	12	4	2.2406921766718737
gift	C4_ucg@0.6	11	0.625	0.0693359375	106	0	6	10	6	5.571495311925799
gift	C4_ucg@0.6	12	0.75	0.044921875	60	0	4	12	4	3.212775641074833
gift	C4_ucg@0.6	13	0.5625	0.0908203125	132	0	7	9	7	6.392383515575016
gift	C4_ucg@0.6	14	0.8125	0.037109375	62	0	3	13	3	2.413001473152957
gift	C4_ucg@0.6	15	0.625	0.0625	84	0	6	10	6	4.608380425053581
gift	C4_ucg@0.6	16	0.625	0.0634765625	104	0	6	10	6	4.616327287834382
gift	C4_ucg@0.6	17	0.75	0.0625	102	0	4	12	4	3.9998779676874987
gift	C4_ucg@0.6	18	0.625	0.0703125	126	0	6	10	6	4.725905300055915
gift	C4_ucg@0.6	19	0.75	0.041015625	78	0	4	12	4	2.8170953619314245
gift	C4_ucg@0.6	20	0.6875	0.056640625	90	0	5	11	5	4.285423522582048
gift	C4_ucg@0.6	21	0.75	0.0478515625	80	0	4	12	4	3.7807202551127883
gift	C4_ucg@0.6	22	0.875	0.021484375	62	0	2	14	2	1.4130320067310815
gift	C4_ucg@0.6	23	0.875	0.021484375	62	0	2	14	2	1.4130320067310813
gift	C4_ucg@0.6	24	0.875	0.013671875	48	0	2	14	2	1.2955071597287469
gift	C4_ucg@0.6	25	0.75	0.0537109375	86	0	4	12	4	3.7991709187467064
gift	C4_ucg@0.6	26	0.8125	0.0283203125	62	0	3	13	3	2.2949649037098316
gift	C4_ucg@0.6	27	0.9375	0.01171875	46	0	1	15	1	0.98997743400955
gift	C4_ucg@0.6	28	0.875	0.0185546875	52	0	2	14	2	1.7818047671506219
gift	C4_ucg@0.6	29	0.9375	0.0146484375	46	0	1	15	1	0.9994577759810819
gift	C4_ucg@0.6	30	0.875	0.02734375	60	0	2	14	2	1.989946914431425
gift	C4_ucg@0.6	31	0.9375	0.0068359375	48	0	1	15	1	0.41357426274999864
gift	C4_ucg@0.6	32	0.75	0.04296875	88	0	4	12	4	3.762781341919661
gift	C4_ucg@0.6	33	0.9375	0.0068359375	48	0	1	15	1	0.41357426274999864
gift	C4_ucg@0.6	34	1.0	0.0	46	0	0	16	0	4.599999858800885e-08
gift	C4_ucg@0.6	35	0.9375	0.0068359375	74	0	1	15	1	0.8819329709787458
gift	C4_ucg@0.6	36	0.9375	0.015625	60	0	1	15	1	0.9999695264218736
gift	C4_ucg@0.6	37	0.875	0.021484375	90	0	2	14	2	1.41303203473108
gift	C4_ucg@0.6	38	0.9375	0.0146484375	74	0	1	15	1	0.9994578039810809
gift	C4_ucg@0.6	39	0.8125	0.0419921875	80	0	3	13	3	2.8992990945748325
gift	C2_zt@0.7	0	0.75	0.0537109375	256	1	4	12	4	3.979382228422053
gift	C2_zt@0.7	1	0.5625	0.0751953125	128	0	7	9	7	5.753291798112364
gift	C2_zt@0.7	2	0.6875	0.0341796875	128	0	5	11	5	3.2819552109476904
gift	C2_zt@0.7	3	0.5625	0.0673828125	128	0	7	9	7	5.568660450456114
